region,-24,-12,0,12,24,36,48,73,121,242,>242
Africa_Eastern,0,0,0,0,0,0,0,0,0,0,0
Africa_Northern,0,0,0,0,0,0,0,0,0,0,0
Africa_Southern,0,0,0,0,0,0,0,0,0,0,0
Africa_Western,0,0,0,0,0,0,0,0,0,0,0
Argentina,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Australia_NZ,0,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,0,0,0
Central America and Caribbean,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Central Asia,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Colombia,0,0,0,0,0,0,0,0,0,0,0
EU-12,0,0,0,0,0,0,0,0,0,0,0
EU-15,0,0,0,0,0,0,0,0,0,0,0
Europe_Eastern,0,0,0,0,0,0,0,0,0,0,0
Europe_Non_EU,0,0,0,0,0,0,0,0,0,0,0
European Free Trade Association,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Indonesia,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0
Mexico,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Middle East,0,0,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0
Russia,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0
South America_Northern,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
South America_Southern,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
South Asia,0,0,0,0,0,0,0,0,0,0,0
South Korea,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Southeast Asia,0,0,0,0,0,0,0,0,0,0,0
USA,0,0,0,0,0,0,0,0,0,0,0
Taiwan,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
