"SRES ""B2"" efficiencies",,,,,,,,,,,,,
,Heterogenous world,,,,,,,,,,,,
,"Assume that region can access world technology when income reaches $10,000/capita",,,,,,,,,,,,

,"Before this, assume max efficiency of 40% (or 1/2 diff between this and world eff)",,,,,,,,,,,,
,,(Ramp up one period before $10k/cap point),,,,,,,,,,,
,"Lower final efficiencies than in ""1"" series",,,,,,,,,,,,

"""GUILM"" IS A GENERATION EFFICIENCY COEFFICIENT -- THE RATIO OF JOULES OF ENERGY IN TO JOULES OF ELECTRICITY OUT.",,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
299,,,,,,Max low income eff:,2.5,=,40%,,,,
,,"GUILM(I,L,M)",,,,,,,,,,,Max
,1975,1990,2005,2020,2035,2050,2065,2080,2095,REGION,REG#,,Efficiency
1,3.277,2.77,2.68,2.59,2.51,2.43,2.22,2.14,2.14,1,USA     ,OIL,47%
1,3.569,2.70,2.63,2.55,2.48,2.41,2.20,2.13,2.12,2,Canada  ,OIL,55%
1,2.987,2.65,2.58,2.51,2.45,2.39,2.18,2.11,2.10,3,WEUR    ,OIL,55%
1,2.738,2.28,2.28,2.27,2.27,2.27,2.14,2.08,2.07,4,Japan   ,OIL,55%
1,3.034,2.60,2.55,2.50,2.45,2.41,2.20,2.13,2.12,5,Aus&NZ  ,OIL,55%
1,3.604,2.78,2.69,2.59,2.50,2.41,2.20,2.13,2.12,6,FSU     ,OIL,55%
1,4.394,3.31,3.08,2.86,2.63,2.40,2.20,2.12,2.12,7,ACENP   ,OIL,55%
1,3.504,3.26,3.05,2.85,2.64,2.44,2.21,2.13,2.10,8,MidEast ,OIL,55%
1,3.873,3.13,2.97,2.81,2.66,2.50,2.32,2.15,1.82,9,Africa  ,OIL,55%
1,4.143,3.35,3.14,2.92,2.71,2.50,2.26,2.16,1.82,10,LatAmer ,OIL,55%
1,3.505,3.35,3.14,2.93,2.71,2.50,2.31,2.13,1.82,11,SEAsia  ,OIL,55%
1,3.207,2.56,2.49,2.42,2.45,2.42,2.21,2.14,1.82,12,EEUR    ,OIL,55%
1,3.564,2.78,2.67,2.56,2.46,2.37,2.16,2.10,1.82,13,Korea   ,OIL,55%
1,4.807,2.91,2.81,2.71,2.60,2.50,2.31,2.11,1.82,14,India   ,OIL,55%

"""GUILM"" IS A GENERATION EFFICIENCY COEFFICIENT -- THE RATIO OF JOULES OF ENERGY IN TO JOULES OF ELECTRICITY OUT.",,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
299,,,,,,,,,,,,,
,,"GUILM(I,L,M)",,,,,,,,,,,Max
,1975,1990,2005,2020,2035,2050,2065,2080,2095,REGION,REG#,,Efficiency
2,3.143,2.95,2.77,2.61,2.47,2.34,2.12,1.70,1.67,1,USA     ,GAS,60%
2,3.608,2.14,2.13,2.13,2.12,2.11,2.10,1.68,1.67,2,Canada  ,GAS,60%
2,2.934,2.58,2.50,2.43,2.37,2.30,2.08,1.67,1.67,3,WEUR    ,GAS,60%
2,2.852,2.33,2.31,2.29,2.28,2.26,2.05,1.64,1.67,4,Japan   ,GAS,60%
2,3.234,2.67,2.58,2.49,2.40,2.32,2.10,1.68,1.67,5,Aus&NZ  ,GAS,60%
2,3.283,3.27,3.04,2.80,2.56,2.33,2.10,1.68,1.67,6,FSU     ,GAS,60%
2,3.03,2.46,2.43,2.39,2.35,2.32,2.10,1.68,1.67,7,ACENP   ,GAS,60%
2,5.055,2.98,2.82,2.66,2.51,2.35,2.11,1.68,1.67,8,MidEast ,GAS,60%
2,3.837,3.79,3.47,3.15,2.82,2.50,2.10,1.70,1.67,9,Africa  ,GAS,60%
2,5.181,3.98,3.58,3.19,2.80,2.41,2.16,1.71,1.67,10,LatAmer ,GAS,60%
2,4.136,3.99,3.61,3.24,2.87,2.50,2.09,1.68,1.67,11,SEAsia  ,GAS,60%
2,3.571,4.06,3.67,3.28,2.62,2.34,2.11,1.69,1.67,12,EEUR    ,GAS,60%
2,3.03,2.82,2.67,2.53,2.40,2.28,2.07,1.66,1.67,13,Korea   ,GAS,60%
2,4.136,4.78,4.21,3.64,3.07,2.50,2.08,1.67,1.67,14,India   ,GAS,60%

"""GUILM"" IS A GENERATION EFFICIENCY COEFFICIENT -- THE RATIO OF JOULES OF ENERGY IN TO JOULES OF ELECTRICITY OUT.",,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
299,,,,,,,,,,,,,
,,"GUILM(I,L,M)",,,,,,,,,,,Max
,1975,1990,2005,2020,2035,2050,2065,2080,2095,REGION,REG#,,Efficiency
3,3.502,2.96,2.95,2.93,2.92,2.91,2.48,2.16,1.82,1,USA     ,COAL,55%
3,3.247,3.02,2.99,2.96,2.93,2.90,2.46,2.14,1.82,2,Canada  ,COAL,55%
3,3.217,2.63,2.62,2.61,2.60,2.59,2.44,2.12,1.82,3,WEUR    ,COAL,55%
3,3.478,2.44,2.44,2.44,2.43,2.43,2.40,2.09,1.82,4,Japan   ,COAL,55%
3,4.293,3.02,2.99,2.96,2.93,2.90,2.46,2.14,1.82,5,Aus&NZ  ,COAL,55%
3,3.654,2.97,2.95,2.94,2.92,2.91,2.47,2.14,1.82,6,FSU     ,COAL,55%
3,4.317,3.47,3.33,3.18,3.04,2.90,2.46,2.14,1.82,7,ACENP   ,COAL,55%
3,3.03,3.02,2.99,2.96,2.93,2.90,2.47,2.14,1.82,8,MidEast ,COAL,55%
3,3.875,3.02,3.01,2.99,2.97,2.95,2.56,2.16,1.82,9,Africa  ,COAL,55%
3,4.877,3.47,3.35,3.24,3.12,3.01,2.53,2.18,1.82,10,LatAmer ,COAL,55%
3,4.903,2.73,2.78,2.84,2.89,2.95,2.55,2.14,1.82,11,SEAsia  ,COAL,55%
3,3.654,2.71,2.66,2.61,2.67,2.66,2.48,2.15,1.82,12,EEUR    ,COAL,55%
3,4.903,2.80,2.79,2.78,2.77,2.77,2.42,2.11,1.82,13,Korea   ,COAL,55%
3,4.903,4.27,3.94,3.61,3.28,2.95,2.54,2.12,1.82,14,India   ,COAL,55%

