Global approach to Medium efficiency electric generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Larger ""real world"" efficiency loss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The very most advanced concepts not implimented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"""GenEff"" IS the GENERATION EFFICIENCY. Distribution losses are added to this (for fossil fuels only)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,,Offset one period from tech goals to account for existing capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"GUILM(I,L,M)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1975,1990,2005,2020,2035,2050,2065,2080,2095,REGION,REG#,,,,,,,,,,,,,,,,,,,,
1,0.3919,0.3919,0.4039,0.4158,0.4277,0.4397,0.4796,0.4940,0.4940,1,USA     ,OIL,,,,,,,,,,,,,,,,,,,
1,0.3976,0.3976,0.4081,0.4186,0.4292,0.4397,0.4796,0.4940,0.4940,2,Canada  ,OIL,,,,,,,,,,,,,,,,,,,
1,0.4011,0.4011,0.4107,0.4204,0.4300,0.4397,0.4796,0.4940,0.4940,3,WEUR    ,OIL,,,,,,,,,,,,,,,,,,,
1,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4796,0.4940,0.4940,4,Japan   ,OIL,,,,,,,,,,,,,,,,,,,
1,0.4134,0.4134,0.4200,0.4265,0.4331,0.4397,0.4796,0.4940,0.4940,5,Aus&NZ  ,OIL,,,,,,,,,,,,,,,,,,,
1,0.3874,0.3874,0.4005,0.4135,0.4266,0.4397,0.4796,0.4940,0.4940,6,FSU     ,OIL,,,,,,,,,,,,,,,,,,,
1,0.3239,0.3239,0.3528,0.3818,0.4107,0.4397,0.4796,0.4940,0.4940,7,ACENP   ,OIL,,,,,,,,,,,,,,,,,,,
1,0.3422,0.3422,0.3665,0.3909,0.4153,0.4397,0.4796,0.4940,0.4940,8,MidEast ,OIL,,,,,,,,,,,,,,,,,,,
1,0.3485,0.3485,0.3713,0.3941,0.4169,0.4397,0.4796,0.4940,0.4940,9,Africa  ,OIL,,,,,,,,,,,,,,,,,,,
1,0.3464,0.3464,0.3697,0.3930,0.4163,0.4397,0.4796,0.4940,0.4940,10,LatAmer ,OIL,,,,,,,,,,,,,,,,,,,
1,0.3364,0.3364,0.3622,0.3880,0.4138,0.4397,0.4796,0.4940,0.4940,11,SEAsia  ,OIL,,,,,,,,,,,,,,,,,,,
1,0.4228,0.4228,0.4270,0.4312,0.4354,0.4397,0.4796,0.4940,0.4940,12,EEUR    ,OIL,,,,,,,,,,,,,,,,,,,
1,0.3778,0.3778,0.3933,0.4087,0.4242,0.4397,0.4796,0.4940,0.4940,13,Korea   ,OIL,,,,,,,,,,,,,,,,,,,
1,0.4130,0.4130,0.4197,0.4263,0.4330,0.4397,0.4796,0.4940,0.4940,14,India   ,OIL,,,,,,,,,,,,,,,,,,,
,,"Max(scenario value,1990 val)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""GenEff"" IS the GENERATION EFFICIENCY. Distribution losses are added to this (for fossil fuels only)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"GUILM(I,L,M)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1975,1990,2005,2020,2035,2050,2065,2080,2095,REGION,REG#,,,,,,,,,,,,,,,,,,,,
2,0.3691,0.3691,0.3908,0.4124,0.4341,0.4558,0.5024,0.6248,0.6248,1,USA     ,GAS,,,,,,,,,,,,,,,,,,,
2,0.5022,0.5022,0.5022,0.5022,0.5022,0.5022,0.5024,0.6248,0.6248,2,Canada  ,GAS,,,,,,,,,,,,,,,,,,,
