This input file creates carbon storage resources for each region,,,,,,,,,,,,,
,,,,,,,,,,,,,
Delete global carbon storage resource and carbon-storage regional technology in each region,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
1,,,,,,,,,,,,,
,,,delete,delete,,,,,,,,,
region,supplysector,subsector,technology,unlimited-resource,,,,,,,,,
ALL,carbon-storage,carbon-storage regional,carbon-storage regional,global carbon-storage,,,,,,,,,
,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
2,,,,,,,,,,,,,
,,,,share-weight,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,
ALL,carbon-storage,carbon-storage regional,carbon-storage regional,1,1,1,1,1,1,1,1,1,
ALL,carbon-storage,offshore carbon-storage,offshore carbon-storage,1,1,1,1,1,1,1,1,1,
,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
3,,,,,,,,,,,,,
,,,,,efficiency,,,,,,,,
region,supplysector,subsector,technology,minicam energy input,1975,1990,2005,2020,2035,2050,2065,2080,2095
ALL,carbon-storage,carbon-storage regional,carbon-storage regional,carbon-storage resource,1,1,1,1,1,1,1,1,1
ALL,carbon-storage,offshore carbon-storage,offshore carbon-storage,offshore carbon-storage resource,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
4,,,,,,,,,,,,,
,,,,,1975,,,,,,,,
region,depresource,output-unit,price-unit,market,price,,,,,,,,
Africa,carbon-storage resource,EJ,1975$/GJ,Africa,1,,,,,,,,
Australia_NZ,carbon-storage resource,EJ,1975$/GJ,Australia_NZ,1,,,,,,,,
Canada,carbon-storage resource,EJ,1975$/GJ,Canada,1,,,,,,,,
China,carbon-storage resource,EJ,1975$/GJ,China,1,,,,,,,,
Eastern Europe,carbon-storage resource,EJ,1975$/GJ,Eastern Europe,1,,,,,,,,
Former Soviet Union,carbon-storage resource,EJ,1975$/GJ,Former Soviet Union,1,,,,,,,,
India,carbon-storage resource,EJ,1975$/GJ,India,1,,,,,,,,
Japan,carbon-storage resource,EJ,1975$/GJ,Japan,1,,,,,,,,
Korea,carbon-storage resource,EJ,1975$/GJ,Korea,1,,,,,,,,
Latin America,carbon-storage resource,EJ,1975$/GJ,Latin America,1,,,,,,,,
Middle East,carbon-storage resource,EJ,1975$/GJ,Middle East,1,,,,,,,,
Southeast Asia,carbon-storage resource,EJ,1975$/GJ,Southeast Asia,1,,,,,,,,
USA,carbon-storage resource,EJ,1975$/GJ,USA,1,,,,,,,,
Western Europe,carbon-storage resource,EJ,1975$/GJ,Western Europe,1,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
5,,,,,,,,,,,,,
,,,grade1,,grade2,,grade3,,grade4,,grade5,,grade7
Region,depresource,subresource,available,extractioncost,available,extractioncost,available,extractioncost,available,extractioncost,available,extractioncost,extractioncost
Africa,carbon-storage resource,carbon-storage resource,0,0,123,0.1,2455,13.7,14727,27.4,7241,205.8,10000
Australia_NZ,carbon-storage resource,carbon-storage resource,0,0,378,0.1,7555,13.7,45327,27.4,22286,205.8,10000
Canada,carbon-storage resource,carbon-storage resource,0,0,72,0.1,1445,13.7,8673,27.4,4264,205.8,10000
China,carbon-storage resource,carbon-storage resource,0,0,2363,0.1,47264,13.7,283582,27.4,139428,205.8,10000
Eastern Europe,carbon-storage resource,carbon-storage resource,0,0,22,0.1,436,13.7,2618,27.4,1287,205.8,10000
Former Soviet Union,carbon-storage resource,carbon-storage resource,0,0,371,0.1,7418,13.7,44509,27.4,21884,205.8,10000
India,carbon-storage resource,carbon-storage resource,0,0,79,0.1,1582,13.7,9491,27.4,4666,205.8,10000
Japan,carbon-storage resource,carbon-storage resource,0,0,60,0.1,1200,13.7,7200,27.4,3540,205.8,10000
Korea,carbon-storage resource,carbon-storage resource,0,0,0,0.1,0,13.7,0,27.4,0,205.8,10000
Latin America,carbon-storage resource,carbon-storage resource,0,0,2202,0.1,44034,13.7,264203,27.4,129900,205.8,10000
Middle East,carbon-storage resource,carbon-storage resource,0,0,303,0.1,6055,13.7,36327,27.4,17861,205.8,10000
Southeast Asia,carbon-storage resource,carbon-storage resource,0,0,50,0.1,1002,13.7,6014,27.4,2957,205.8,10000
USA,carbon-storage resource,carbon-storage resource,0,0,1810,0.1,36191,13.7,217145,27.4,106763,205.8,10000
Western Europe,carbon-storage resource,carbon-storage resource,0,0,79,0.1,1582,13.7,9491,27.4,4666,205.8,10000
,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
9,,,,,,,,,,,,,
,,,,,1975,,,,,,,,
region,unlimited-resource,output-unit,price-unit,market,price,,,,,,,,
Africa,offshore carbon-storage resource,EJ,1975$/GJ,global,1,,,,,,,,
Australia_NZ,offshore carbon-storage resource,EJ,1975$/GJ,global,1,,,,,,,,
