Ag Productivity change and cost - agricultural items,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,agProdChange,,,,,,,nonLandVariableCost,,,,,,,,,,,,,,,yield,,,,,,
Australia_NZ,Rice,RiceAEZ9,RiceAEZ9,0.0021458,0.0021458,0.0021458,0.001624425,0.003176512,0.003176512,0.003176512,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,,,5,5Rice,AEZ9,,1.019105166,1.052404417,1.086791721,1.113576138,1.167831654,1.224730601,1.284401771
Australia_NZ,Rice,RiceAEZ10,RiceAEZ10,0.0021458,0.0021458,0.0021458,0.001624425,0.003956094,0.003956094,0.003956094,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,,,5,5Rice,AEZ10,,0.877702633,0.906381558,0.935997566,0.959065601,1.017581304,1.079667241,1.145541242
Australia_NZ,Rice,RiceAEZ11,RiceAEZ11,0.0021458,0.0021458,0.0021458,0.001624425,0.004728867,0.004728867,0.004728867,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,,,5,5Rice,AEZ11,,0.866380851,0.894689836,0.923923818,0.94669429,1.016115238,1.090626813,1.17060231
Australia_NZ,Rice,RiceAEZ12,RiceAEZ12,0,0,0,0,0,0,0,0.0383,0.0383,0.0383,0.0383,0.0383,0.0383,0.0383,0.0383,0.0383,,,5,5Rice,AEZ12,,0,0,0,0,0,0,0
Australia_NZ,Rice,RiceAEZ13,RiceAEZ13,0,0,0,0,0,0,0,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,,,5,5Rice,AEZ13,,0,0,0,0,0,0,0
Australia_NZ,Rice,RiceAEZ14,RiceAEZ14,0,0,0,0,0,0,0,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,,,5,5Rice,AEZ14,,0,0,0,0,0,0,0
Australia_NZ,Rice,RiceAEZ15,RiceAEZ15,0,0,0,0,0,0,0,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,,,5,5Rice,AEZ15,,0,0,0,0,0,0,0
Australia_NZ,Rice,RiceAEZ16,RiceAEZ16,0,0,0,0,0,0,0,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,,,5,5Rice,AEZ16,,0,0,0,0,0,0,0
Australia_NZ,Rice,RiceAEZ17,RiceAEZ17,0,0,0,0,0,0,0,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,,,5,5Rice,AEZ17,,0,0,0,0,0,0,0
Australia_NZ,Rice,RiceAEZ18,RiceAEZ18,0,0,0,0,0,0,0,0.0383,0.0383,0.0383,0.0383,0.0383,0.0383,0.0383,0.0383,0.0383,,,5,5Rice,AEZ18,,0,0,0,0,0,0,0
Australia_NZ,Root_Tuber,Root_TuberAEZ1,Root_TuberAEZ1,0,0,0,0,0,0,0,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,,,5,5Root_Tuber,AEZ1,,0,0,0,0,0,0,0
Australia_NZ,Root_Tuber,Root_TuberAEZ2,Root_TuberAEZ2,0,0,0,0,0,0,0,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,,,5,5Root_Tuber,AEZ2,,0,0,0,0,0,0,0
Australia_NZ,Root_Tuber,Root_TuberAEZ3,Root_TuberAEZ3,0,0,0,0,0,0,0,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,,,5,5Root_Tuber,AEZ3,,0,0,0,0,0,0,0
Australia_NZ,Root_Tuber,Root_TuberAEZ4,Root_TuberAEZ4,0,0,0,0,0,0,0,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,,,5,5Root_Tuber,AEZ4,,0,0,0,0,0,0,0
Australia_NZ,Root_Tuber,Root_TuberAEZ5,Root_TuberAEZ5,0,0,0,0,0,0,0,0.0260,0.0260,0.0260,0.0260,0.0260,0.0260,0.0260,0.0260,0.0260,,,5,5Root_Tuber,AEZ5,,0,0,0,0,0,0,0
Australia_NZ,Root_Tuber,Root_TuberAEZ6,Root_TuberAEZ6,0,0,0,0,0,0,0,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,,,5,5Root_Tuber,AEZ6,,0,0,0,0,0,0,0
Australia_NZ,Root_Tuber,Root_TuberAEZ7,Root_TuberAEZ7,0.0068385,0.0068385,0.0068385,0.000457853,0.009294111,0.009294111,0.009294111,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,,,5,5Root_Tuber,AEZ7,,2.814124051,3.117026155,3.452531543,3.476318982,3.993794457,4.588299937,5.2713019
Australia_NZ,Root_Tuber,Root_TuberAEZ8,Root_TuberAEZ8,0.0068385,0.0068385,0.0068385,0.000457853,0.003517297,0.003517297,0.003517297,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,,,5,5Root_Tuber,AEZ8,,4.673536747,5.176579288,5.733767504,5.773272327,6.085481963,6.414575414,6.76146573
Australia_NZ,Root_Tuber,Root_TuberAEZ9,Root_TuberAEZ9,0.0068385,0.0068385,0.0068385,0.000457853,0.005963568,0.005963568,0.005963568,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,,,5,5Root_Tuber,AEZ9,,3.166511954,3.507343813,3.884861578,3.911627708,4.276527836,4.675468039,5.111623781
Australia_NZ,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,0.0068385,0.0068385,0.0068385,0.000457853,0.004628796,0.004628796,0.004628796,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,,,5,5Root_Tuber,AEZ10,,3.616946604,4.006261615,4.437481082,4.46805468,4.788536638,5.132005933,5.500111389
Australia_NZ,Root_Tuber,Root_TuberAEZ11,Root_TuberAEZ11,0.0068385,0.0068385,0.0068385,0.000457853,0.005695889,0.005695889,0.005695889,0.0260,0.0260,0.0260,0.0260,0.0260,0.0260,0.0260,0.0260,0.0260,,,5,5Root_Tuber,AEZ11,,3.750287424,4.153954758,4.601071379,4.63277209,5.044766376,5.493399479,5.981929704
Australia_NZ,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,0.0068385,0.0068385,0.0068385,0.000457853,0.006651285,0.006651285,0.006651285,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,,,5,5Root_Tuber,AEZ12,,3.705999586,4.104899937,4.546736475,4.578062827,5.056704022,5.585387649,6.169345694
Australia_NZ,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,0,0,0,0,0,0,0,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,,,5,5Root_Tuber,AEZ13,,0,0,0,0,0,0,0
Australia_NZ,Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,0,0,0,0,0,0,0,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,,,5,5Root_Tuber,AEZ14,,0,0,0,0,0,0,0
Australia_NZ,Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,0,0,0,0,0,0,0,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,,,5,5Root_Tuber,AEZ15,,0,0,0,0,0,0,0
Australia_NZ,Root_Tuber,Root_TuberAEZ16,Root_TuberAEZ16,0.0068385,0.0068385,0.0068385,0.000457853,0.005709752,0.005709752,0.005709752,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,,,5,5Root_Tuber,AEZ16,,3.754091097,4.158167844,4.605737946,4.637470809,5.050927185,5.501245502,5.991712208
Australia_NZ,Root_Tuber,Root_TuberAEZ17,Root_TuberAEZ17,0.0068385,0.0068385,0.0068385,0.000457853,0.003517297,0.003517297,0.003517297,0.0260,0.0260,0.0260,0.0260,0.0260,0.0260,0.0260,0.0260,0.0260,,,5,5Root_Tuber,AEZ17,,3.837233664,4.250259575,4.707742097,4.740177754,4.996519235,5.266723266,5.551539513
Australia_NZ,Root_Tuber,Root_TuberAEZ18,Root_TuberAEZ18,0,0,0,0,0,0,0,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,,,5,5Root_Tuber,AEZ18,,0,0,0,0,0,0,0
Australia_NZ,SugarCrop,SugarCropAEZ1,SugarCropAEZ1,0.014186356,0.014186356,0.014186356,0.00474488,0.010879829,0.010879829,0.010879829,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,,,5,5SugarCrop,AEZ1,,8.607351701,10.63251495,13.13416463,14.10066138,16.58564815,19.50856892,22.94660166
Australia_NZ,SugarCrop,SugarCropAEZ2,SugarCropAEZ2,0.014186356,0.014186356,0.014186356,0.00474488,0.008856756,0.008856756,0.008856756,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,,,5,5SugarCrop,AEZ2,,9.273248697,11.45508617,14.15027284,15.19154141,17.33981432,19.79187974,22.5906977
Australia_NZ,SugarCrop,SugarCropAEZ3,SugarCropAEZ3,0.014186356,0.014186356,0.014186356,0.00474488,0.009717414,0.009717414,0.009717414,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,,,5,5SugarCrop,AEZ3,,8.420733024,10.40198808,12.84939871,13.79494055,15.94841491,18.43805976,21.31635335
Australia_NZ,SugarCrop,SugarCropAEZ4,SugarCropAEZ4,0.014186356,0.014186356,0.014186356,0.00474488,0.009085689,0.009085689,0.009085689,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,,,5,5SugarCrop,AEZ4,,8.260032709,10.20347772,12.60418224,13.53167946,15.49788403,17.74978562,20.32889708
Australia_NZ,SugarCrop,SugarCropAEZ5,SugarCropAEZ5,0.014186356,0.014186356,0.014186356,0.00474488,0.00999898,0.00999898,0.00999898,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,,,5,5SugarCrop,AEZ5,,7.988035085,9.867483686,12.18913453,13.08608986,15.19231395,17.63753768,20.47632352
Australia_NZ,SugarCrop,SugarCropAEZ6,SugarCropAEZ6,0.014186356,0.014186356,0.014186356,0.00474488,0.01406085,0.01406085,0.01406085,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,,,5,5SugarCrop,AEZ6,,7.990585288,9.870633908,12.19302595,13.09026764,16.14019459,19.90072998,24.53743982
Australia_NZ,SugarCrop,SugarCropAEZ7,SugarCropAEZ7,0.014186356,0.014186356,0.014186356,0.00474488,0.010975823,0.010975823,0.010975823,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,,,5,5SugarCrop,AEZ7,,8.146140349,10.06278843,12.43039115,13.34509971,15.71930611,18.51590396,21.81004028
Australia_NZ,SugarCrop,SugarCropAEZ8,SugarCropAEZ8,0.014186356,0.014186356,0.014186356,0.00474488,0.00772606,0.00772606,0.00772606,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,,,5,5SugarCrop,AEZ8,,15.5427993,19.19975525,23.71713064,25.46239047,28.57830853,32.07553194,36.0007223
Australia_NZ,SugarCrop,SugarCropAEZ9,SugarCropAEZ9,0.014186356,0.014186356,0.014186356,0.00474488,0.010831352,0.010831352,0.010831352,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,,,5,5SugarCrop,AEZ9,,9.434102673,11.65378635,14.39572379,15.45505422,18.16565595,21.35165956,25.09644392
Australia_NZ,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,0.014186356,0.014186356,0.014186356,0.00474488,0.011561729,0.011561729,0.011561729,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,,,5,5SugarCrop,AEZ10,,8.825492469,10.90198053,13.46703086,14.45802207,17.17887561,20.41176628,24.25305428
Australia_NZ,SugarCrop,SugarCropAEZ11,SugarCropAEZ11,0.014186356,0.014186356,0.014186356,0.00474488,0.011510617,0.011510617,0.011510617,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,,,5,5SugarCrop,AEZ11,,7.740047783,9.561149196,11.81072475,12.67983425,15.05463605,17.87421368,21.22186903
Australia_NZ,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,0.014186356,0.014186356,0.014186356,0.00474488,0.011130823,0.011130823,0.011130823,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,,,5,5SugarCrop,AEZ12,,9.434386984,11.65413755,14.39615762,15.45551998,18.24710041,21.54289689,25.43398106
Australia_NZ,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,0,0,0,0,0,0,0,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,,,5,5SugarCrop,AEZ13,,0,0,0,0,0,0,0
Australia_NZ,SugarCrop,SugarCropAEZ14,SugarCropAEZ14,0,0,0,0,0,0,0,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,,,5,5SugarCrop,AEZ14,,0,0,0,0,0,0,0
Australia_NZ,SugarCrop,SugarCropAEZ15,SugarCropAEZ15,0,0,0,0,0,0,0,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,,,5,5SugarCrop,AEZ15,,0,0,0,0,0,0,0
Australia_NZ,SugarCrop,SugarCropAEZ16,SugarCropAEZ16,0,0,0,0,0,0,0,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,,,5,5SugarCrop,AEZ16,,0,0,0,0,0,0,0
Australia_NZ,SugarCrop,SugarCropAEZ17,SugarCropAEZ17,0,0,0,0,0,0,0,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,,,5,5SugarCrop,AEZ17,,0,0,0,0,0,0,0
Australia_NZ,SugarCrop,SugarCropAEZ18,SugarCropAEZ18,0,0,0,0,0,0,0,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,,,5,5SugarCrop,AEZ18,,0,0,0,0,0,0,0
Australia_NZ,Wheat,WheatAEZ1,WheatAEZ1,0.022438261,0.022438261,0.022438261,0.004375356,0.021510345,0.021510345,0.021510345,0.0280,0.0280,0.0280,0.0280,0.0280,0.0280,0.0280,0.0280,0.0280,,,5,5Wheat,AEZ1,,0.123630534,0.172457522,0.240568376,0.256849817,0.353444151,0.486365026,0.669273881
Australia_NZ,Wheat,WheatAEZ2,WheatAEZ2,0.022438261,0.022438261,0.022438261,0.004375356,0.019193263,0.019193263,0.019193263,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,,,5,5Wheat,AEZ2,,0.123618445,0.172440658,0.240544853,0.256824701,0.341574119,0.454289941,0.604200786
Australia_NZ,Wheat,WheatAEZ3,WheatAEZ3,0,0,0,0,0,0,0,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,,,5,5Wheat,AEZ3,,0,0,0,0,0,0,0
Australia_NZ,Wheat,WheatAEZ4,WheatAEZ4,0.022438261,0.022438261,0.022438261,0.004375356,0.013908532,0.013908532,0.013908532,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,,,5,5Wheat,AEZ4,,0.145185122,0.202524939,0.282510703,0.301630761,0.371071238,0.456498083,0.561591624
Australia_NZ,Wheat,WheatAEZ5,WheatAEZ5,0,0,0,0,0,0,0,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,,,5,5Wheat,AEZ5,,0,0,0,0,0,0,0
Australia_NZ,Wheat,WheatAEZ6,WheatAEZ6,0.022438261,0.022438261,0.022438261,0.004375356,0.005077063,0.005077063,0.005077063,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,,,5,5Wheat,AEZ6,,0.559658828,0.780692045,1.089020738,1.162724634,1.254490288,1.353498358,1.460320436
Australia_NZ,Wheat,WheatAEZ7,WheatAEZ7,0.022438261,0.022438261,0.022438261,0.004375356,0.018336545,0.018336545,0.018336545,0.0280,0.0280,0.0280,0.0280,0.0280,0.0280,0.0280,0.0280,0.0280,,,5,5Wheat,AEZ7,,0.15512262,0.21638718,0.301847735,0.322276505,0.423251582,0.555863983,0.730026256
Australia_NZ,Wheat,WheatAEZ8,WheatAEZ8,0.022438261,0.022438261,0.022438261,0.004375356,0.015079038,0.015079038,0.015079038,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,,,5,5Wheat,AEZ8,,0.239955804,0.334724618,0.466921692,0.498522512,0.62399724,0.781053103,0.977638861
Australia_NZ,Wheat,WheatAEZ9,WheatAEZ9,0.022438261,0.022438261,0.022438261,0.004375356,0.015909419,0.015909419,0.015909419,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,,,5,5Wheat,AEZ9,,0.183675501,0.256216816,0.3574078,0.381596822,0.483536827,0.612709145,0.776388633
Australia_NZ,Wheat,WheatAEZ10,WheatAEZ10,0.022438261,0.022438261,0.022438261,0.004375356,0.016440996,0.016440996,0.016440996,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,,,5,5Wheat,AEZ10,,0.180373737,0.251611044,0.350983011,0.37473721,0.478585364,0.61121219,0.780592908
Australia_NZ,Wheat,WheatAEZ11,WheatAEZ11,0.022438261,0.022438261,0.022438261,0.004375356,0.015790168,0.015790168,0.015790168,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,,,5,5Wheat,AEZ11,,0.222944101,0.310994266,0.433819209,0.463179684,0.58588122,0.741087782,0.937410316
Australia_NZ,Wheat,WheatAEZ12,WheatAEZ12,0.022438261,0.022438261,0.022438261,0.004375356,0.015404038,0.015404038,0.015404038,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,,,5,5Wheat,AEZ12,,0.23202431,0.323660637,0.451488072,0.482044358,0.606275885,0.762524116,0.959040335
Australia_NZ,Wheat,WheatAEZ13,WheatAEZ13,0,0,0,0,0,0,0,0.0280,0.0280,0.0280,0.0280,0.0280,0.0280,0.0280,0.0280,0.0280,,,5,5Wheat,AEZ13,,0,0,0,0,0,0,0
Australia_NZ,Wheat,WheatAEZ14,WheatAEZ14,0,0,0,0,0,0,0,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,,,5,5Wheat,AEZ14,,0,0,0,0,0,0,0
Australia_NZ,Wheat,WheatAEZ15,WheatAEZ15,0.022438261,0.022438261,0.022438261,0.004375356,0.00455865,0.00455865,0.00455865,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,,,5,5Wheat,AEZ15,,0.532708841,0.743098356,1.036579693,1.106734428,1.184875949,1.26853469,1.358100197
Australia_NZ,Wheat,WheatAEZ16,WheatAEZ16,0.022438261,0.022438261,0.022438261,0.004375356,0.006907482,0.006907482,0.006907482,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,,,5,5Wheat,AEZ16,,0.560675915,0.782110824,1.090999853,1.164837694,1.291543186,1.432031097,1.587800613
Australia_NZ,Wheat,WheatAEZ17,WheatAEZ17,0.022438261,0.022438261,0.022438261,0.004375356,0.007554699,0.007554699,0.007554699,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,,,5,5Wheat,AEZ17,,0.315432148,0.4400098,0.613788497,0.655329124,0.733650063,0.821331442,0.919491965
Australia_NZ,Wheat,WheatAEZ18,WheatAEZ18,0,0,0,0,0,0,0,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,,,5,5Wheat,AEZ18,,0,0,0,0,0,0,0
Former Soviet Union,Corn,CornAEZ1,CornAEZ1,0,0,0,0,0,0,0,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,,,6,6Corn,AEZ1,,0,0,0,0,0,0,0
Former Soviet Union,Corn,CornAEZ2,CornAEZ2,0,0,0,0,0,0,0,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,,,6,6Corn,AEZ2,,0,0,0,0,0,0,0
Former Soviet Union,Corn,CornAEZ3,CornAEZ3,0,0,0,0,0,0,0,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,,,6,6Corn,AEZ3,,0,0,0,0,0,0,0
Former Soviet Union,Corn,CornAEZ4,CornAEZ4,0,0,0,0,0,0,0,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,,,6,6Corn,AEZ4,,0,0,0,0,0,0,0
Former Soviet Union,Corn,CornAEZ5,CornAEZ5,0,0,0,0,0,0,0,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,,,6,6Corn,AEZ5,,0,0,0,0,0,0,0
Former Soviet Union,Corn,CornAEZ6,CornAEZ6,0,0,0,0,0,0,0,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,,,6,6Corn,AEZ6,,0,0,0,0,0,0,0
Former Soviet Union,Corn,CornAEZ7,CornAEZ7,0.006244427,0.006244427,0.006244427,0.003667528,0.016974276,0.016974276,0.016974276,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,,,6,6Corn,AEZ7,,0.326620036,0.358587496,0.393683724,0.415906358,0.535358962,0.689119587,0.887041853
Former Soviet Union,Corn,CornAEZ8,CornAEZ8,0.006244427,0.006244427,0.006244427,0.003667528,0.016417273,0.016417273,0.016417273,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,,,6,6Corn,AEZ8,,0.334639675,0.367392045,0.403350005,0.426118281,0.544014807,0.694530424,0.886690037
Former Soviet Union,Corn,CornAEZ9,CornAEZ9,0.006244427,0.006244427,0.006244427,0.003667528,0.014730061,0.014730061,0.014730061,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,,,6,6Corn,AEZ9,,0.34452661,0.378246649,0.415266988,0.438707953,0.546302768,0.680285625,0.847128295
Former Soviet Union,Corn,CornAEZ10,CornAEZ10,0.006244427,0.006244427,0.006244427,0.003667528,0.013615949,0.013615949,0.013615949,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,,,6,6Corn,AEZ10,,0.398227266,0.437203178,0.479993801,0.507088462,0.621133941,0.760828537,0.931940802
Former Soviet Union,Corn,CornAEZ11,CornAEZ11,0.006244427,0.006244427,0.006244427,0.003667528,0.018766506,0.018766506,0.018766506,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,,,6,6Corn,AEZ11,,0.264381695,0.290257667,0.318666213,0.336654263,0.444942604,0.588063015,0.777219593
Former Soviet Union,Corn,CornAEZ12,CornAEZ12,0.006244427,0.006244427,0.006244427,0.003667528,0.015753263,0.015753263,0.015753263,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,,,6,6Corn,AEZ12,,0.37053199,0.406797268,0.446611957,0.471822281,0.596488172,0.754093552,0.953341761
Former Soviet Union,Corn,CornAEZ13,CornAEZ13,0.006244427,0.006244427,0.006244427,0.003667528,0.012069712,0.012069712,0.012069712,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,,,6,6Corn,AEZ13,,0.447253209,0.491027464,0.539086061,0.569516357,0.681808835,0.816242206,0.977182027
Former Soviet Union,Corn,CornAEZ14,CornAEZ14,0.006244427,0.006244427,0.006244427,0.003667528,0.012748823,0.012748823,0.012748823,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,,,6,6Corn,AEZ14,,0.454770669,0.499280684,0.548147053,0.579088823,0.700279465,0.846832661,1.024056239
Former Soviet Union,Corn,CornAEZ15,CornAEZ15,0.006244427,0.006244427,0.006244427,0.003667528,0.016698438,0.016698438,0.016698438,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,,,6,6Corn,AEZ15,,0.281029199,0.308534521,0.338731887,0.357852604,0.45876104,0.588123965,0.753965065
Former Soviet Union,Corn,CornAEZ16,CornAEZ16,0.006244427,0.006244427,0.006244427,0.003667528,0.018379341,0.018379341,0.018379341,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,,,6,6Corn,AEZ16,,0.27124785,0.297795838,0.326942171,0.345397382,0.453902681,0.596494514,0.783881038
Former Soviet Union,Corn,CornAEZ17,CornAEZ17,0,0,0,0,0,0,0,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,,,6,6Corn,AEZ17,,0,0,0,0,0,0,0
Former Soviet Union,Corn,CornAEZ18,CornAEZ18,0,0,0,0,0,0,0,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,,,6,6Corn,AEZ18,,0,0,0,0,0,0,0
Former Soviet Union,FiberCrop,FiberCropAEZ1,FiberCropAEZ1,0,0,0,0,0,0,0,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,,,6,6FiberCrop,AEZ1,,0,0,0,0,0,0,0
Former Soviet Union,FiberCrop,FiberCropAEZ2,FiberCropAEZ2,0,0,0,0,0,0,0,0.1094,0.1094,0.1094,0.1094,0.1094,0.1094,0.1094,0.1094,0.1094,,,6,6FiberCrop,AEZ2,,0,0,0,0,0,0,0
Former Soviet Union,FiberCrop,FiberCropAEZ3,FiberCropAEZ3,0,0,0,0,0,0,0,0.1167,0.1167,0.1167,0.1167,0.1167,0.1167,0.1167,0.1167,0.1167,,,6,6FiberCrop,AEZ3,,0,0,0,0,0,0,0
Former Soviet Union,FiberCrop,FiberCropAEZ4,FiberCropAEZ4,0,0,0,0,0,0,0,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,,,6,6FiberCrop,AEZ4,,0,0,0,0,0,0,0
Former Soviet Union,FiberCrop,FiberCropAEZ5,FiberCropAEZ5,0,0,0,0,0,0,0,0.1312,0.1312,0.1312,0.1312,0.1312,0.1312,0.1312,0.1312,0.1312,,,6,6FiberCrop,AEZ5,,0,0,0,0,0,0,0
Former Soviet Union,FiberCrop,FiberCropAEZ6,FiberCropAEZ6,0,0,0,0,0,0,0,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,,,6,6FiberCrop,AEZ6,,0,0,0,0,0,0,0
Former Soviet Union,FiberCrop,FiberCropAEZ7,FiberCropAEZ7,0.008878078,0.008878078,0.008878078,-0.006581486,0.01026344,0.01026344,0.01026344,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,,,6,6FiberCrop,AEZ7,,0.209781258,0.239522859,0.273481056,0.247691436,0.288689203,0.336472901,0.392165734
