# File: irrigation_shares_0p5degree.csv
# Title: Volume of water withdrawals at individual basin-state combinations for 2005 as calucated from Huang et al. (2018) data by r package from Chris Vernon. Prepared by NTG
# Units: km^3
# Comments: NA
# Column types: nccnn
# ----------
GCAM_basin_ID,basin_name,state_abbr,year,volume
7,PacArctic,AK,1975,1.75E-08
7,PacArctic,AK,1990,0.000685341
7,PacArctic,AK,2005,0.001263155
7,PacArctic,AK,2010,0.001609394
7,PacArctic,WA,1975,8.14E-07
7,PacArctic,WA,1990,8.17E-07
7,PacArctic,WA,2005,1.09E-06
7,PacArctic,WA,2010,1.31E-06
23,NelsonR,MN,1975,0.016757517
23,NelsonR,MN,1990,0.080485283
23,NelsonR,MN,2005,0.099122136
23,NelsonR,MN,2010,0.097052503
23,NelsonR,MT,1975,1.35E-06
23,NelsonR,MT,1990,1.15E-06
23,NelsonR,MT,2005,1.22E-06
23,NelsonR,MT,2010,1.37E-06
23,NelsonR,ND,1975,0.080926699
23,NelsonR,ND,1990,0.082871092
23,NelsonR,ND,2005,0.068722412
23,NelsonR,ND,2010,0.075585448
23,NelsonR,SD,1975,0.0008416
23,NelsonR,SD,1990,0.000587341
23,NelsonR,SD,2005,0.000450339
23,NelsonR,SD,2010,0.000623164
27,FraserR,WA,1975,5.65E-05
27,FraserR,WA,1990,6.09E-05
27,FraserR,WA,2005,6.38E-05
27,FraserR,WA,2010,7.14E-05
96,MexCstNW,AZ,1975,0.1273654
96,MexCstNW,AZ,1990,0.084952874
96,MexCstNW,AZ,2005,0.087105331
96,MexCstNW,AZ,2010,0.082443186
96,MexCstNW,NM,1975,0.001475546
96,MexCstNW,NM,1990,0.002894774
96,MexCstNW,NM,2005,0.003615051
96,MexCstNW,NM,2010,0.003407168
101,Caribbean,FL,1975,0.006835402
101,Caribbean,FL,1990,0.009179558
101,Caribbean,FL,2005,0.007215304
101,Caribbean,FL,2010,0.006523855
217,California,CA,1975,44.88032496
217,California,CA,1990,35.65630856
217,California,CA,2005,31.10108475
217,California,CA,2010,30.51332611
217,California,NV,1975,0.051470022
217,California,NV,1990,0.048407459
217,California,NV,2005,0.025363048
217,California,NV,2010,0.023888128
217,California,OR,1975,1.455023583
217,California,OR,1990,1.572385327
217,California,OR,2005,1.27126569
217,California,OR,2010,1.239021846
218,MissppRN,IA,1975,0.006993178
218,MissppRN,IA,1990,0.010970529
218,MissppRN,IA,2005,0.025027287
218,MissppRN,IA,2010,0.015325291
218,MissppRN,IL,1975,0.046512641
218,MissppRN,IL,1990,0.088626752
218,MissppRN,IL,2005,0.562959654
218,MissppRN,IL,2010,0.345340506
218,MissppRN,IN,1975,0.007969787
218,MissppRN,IN,1990,0.018414755
218,MissppRN,IN,2005,0.040919
218,MissppRN,IN,2010,0.03332738
218,MissppRN,KY,1975,0.000296867
218,MissppRN,KY,1990,0.000513466
218,MissppRN,KY,2005,0.005042131
218,MissppRN,KY,2010,0.004975294
218,MissppRN,MI,1975,0.001003144
218,MissppRN,MI,1990,0.001323922
218,MissppRN,MI,2005,0.005065222
218,MissppRN,MI,2010,0.003829813
218,MissppRN,MN,1975,0.048702078
218,MissppRN,MN,1990,0.181734865
218,MissppRN,MN,2005,0.242618678
218,MissppRN,MN,2010,0.213362666
218,MissppRN,MO,1975,0.016157335
218,MissppRN,MO,1990,0.058161275
218,MissppRN,MO,2005,0.22084202
