INPUT_TABLE
Variable ID
GDPCtrlSteep

region,supplysector,subsector,stub.technology,year,Non.CO2,ctrl.name,steepness
USA,comm cooling,gas,gas,2010,SO2_1,GDP_control,3.5
USA,comm heating,biomass,biomass,2010,SO2_1,GDP_control,3.5
USA,comm heating,coal,coal,2010,SO2_1,GDP_control,3.5
USA,comm heating,gas,gas,2010,SO2_1,GDP_control,3.5
USA,comm heating,refined liquids,refined liquids,2010,SO2_1,GDP_control,3.5
USA,comm others,biomass,biomass,2010,SO2_1,GDP_control,3.5
USA,comm others,coal,coal,2010,SO2_1,GDP_control,3.5
USA,comm others,gas,gas,2010,SO2_1,GDP_control,3.5
USA,comm others,refined liquids,refined liquids,2010,SO2_1,GDP_control,3.5
USA,electricity,biomass,biomass (conv),2010,SO2_1,GDP_control,3.5
USA,electricity,coal,coal (conv pul),2010,SO2_1,GDP_control,3.5
USA,electricity,gas,gas (CC),2010,SO2_1,GDP_control,3.5
USA,electricity,gas,gas (steam/CT),2010,SO2_1,GDP_control,3.5
USA,electricity,refined liquids,refined liquids (steam/CT),2010,SO2_1,GDP_control,3.5
USA,industrial energy use,biomass,biomass,2010,SO2_1,GDP_control,3.5
USA,industrial energy use,coal,coal,2010,SO2_1,GDP_control,3.5
USA,industrial energy use,gas,gas,2010,SO2_1,GDP_control,3.5
USA,industrial energy use,refined liquids,refined liquids,2010,SO2_1,GDP_control,3.5
USA,N fertilizer,coal,coal,2010,SO2_1,GDP_control,3.5
USA,N fertilizer,refined liquids,refined liquids,2010,SO2_1,GDP_control,3.5
USA,resid cooling,gas,gas,2010,SO2_1,GDP_control,3.5
USA,resid heating,biomass,biomass,2010,SO2_1,GDP_control,3.5
USA,resid heating,coal,coal,2010,SO2_1,GDP_control,3.5
USA,resid heating,gas,gas,2010,SO2_1,GDP_control,3.5
USA,resid heating,refined liquids,refined liquids,2010,SO2_1,GDP_control,3.5
USA,resid others,biomass,biomass,2010,SO2_1,GDP_control,3.5
USA,resid others,coal,coal,2010,SO2_1,GDP_control,3.5
USA,resid others,gas,gas,2010,SO2_1,GDP_control,3.5
USA,resid others,refined liquids,refined liquids,2010,SO2_1,GDP_control,3.5
USA,transportation,gas,gas,2010,SO2_1,GDP_control,3.5
USA,transportation,refined liquids,refined liquids,2010,SO2_1,GDP_control,3.5
Africa_Eastern,comm cooling,gas,gas,2010,SO2_3,GDP_control,3.5
Africa_Eastern,comm heating,biomass,biomass,2010,SO2_3,GDP_control,3.5
Africa_Eastern,comm heating,coal,coal,2010,SO2_3,GDP_control,3.5
Africa_Eastern,comm heating,gas,gas,2010,SO2_3,GDP_control,3.5
Africa_Eastern,comm heating,refined liquids,refined liquids,2010,SO2_3,GDP_control,3.5
Africa_Eastern,comm others,biomass,biomass,2010,SO2_3,GDP_control,3.5
Africa_Eastern,comm others,coal,coal,2010,SO2_3,GDP_control,3.5
Africa_Eastern,comm others,gas,gas,2010,SO2_3,GDP_control,3.5
Africa_Eastern,comm others,refined liquids,refined liquids,2010,SO2_3,GDP_control,3.5
Africa_Eastern,electricity,biomass,biomass (conv),2010,SO2_3,GDP_control,3.5
Africa_Eastern,electricity,coal,coal (conv pul),2010,SO2_3,GDP_control,3.5
Africa_Eastern,electricity,gas,gas (CC),2010,SO2_3,GDP_control,3.5
Africa_Eastern,electricity,gas,gas (steam/CT),2010,SO2_3,GDP_control,3.5
Africa_Eastern,electricity,refined liquids,refined liquids (steam/CT),2010,SO2_3,GDP_control,3.5
Africa_Eastern,industrial energy use,biomass,biomass,2010,SO2_3,GDP_control,3.5
Africa_Eastern,industrial energy use,coal,coal,2010,SO2_3,GDP_control,3.5
Africa_Eastern,industrial energy use,gas,gas,2010,SO2_3,GDP_control,3.5
Africa_Eastern,industrial energy use,refined liquids,refined liquids,2010,SO2_3,GDP_control,3.5
Africa_Eastern,N fertilizer,coal,coal,2010,SO2_3,GDP_control,3.5
Africa_Eastern,N fertilizer,refined liquids,refined liquids,2010,SO2_3,GDP_control,3.5
Africa_Eastern,resid cooling,gas,gas,2010,SO2_3,GDP_control,3.5
Africa_Eastern,resid heating,biomass,biomass,2010,SO2_3,GDP_control,3.5
Africa_Eastern,resid heating,coal,coal,2010,SO2_3,GDP_control,3.5
Africa_Eastern,resid heating,gas,gas,2010,SO2_3,GDP_control,3.5
Africa_Eastern,resid heating,refined liquids,refined liquids,2010,SO2_3,GDP_control,3.5
Africa_Eastern,resid others,biomass,biomass,2010,SO2_3,GDP_control,3.5
Africa_Eastern,resid others,coal,coal,2010,SO2_3,GDP_control,3.5
Africa_Eastern,resid others,gas,gas,2010,SO2_3,GDP_control,3.5
Africa_Eastern,resid others,refined liquids,refined liquids,2010,SO2_3,GDP_control,3.5
Africa_Eastern,transportation,gas,gas,2010,SO2_3,GDP_control,3.5
Africa_Eastern,transportation,refined liquids,refined liquids,2010,SO2_3,GDP_control,3.5
