# File: UCD_trn_data_SSP5.csv
# Title: SSP5 UCD transportation database
# Units: Various
# Description: UC Davis transportation database for SSP5
# Source: Mishra et al. 2013
# Column types: ccccccccnnnnnnnnnnnnnnnnnnnn 
# ----------
UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
India,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.9221,4.8021,4.6821,4.5621,4.5056,4.4491,4.3926,4.437166667,4.481733333,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263
India,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.0112,8.791533333,8.571866667,8.3522,8.248766667,8.145333333,8.0419,8.123466667,8.205033333,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866
Japan,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.9221,4.8021,4.6821,4.5621,4.5056,4.4491,4.3926,4.437166667,4.481733333,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263
Japan,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.0112,8.791533333,8.571866667,8.3522,8.248766667,8.145333333,8.0419,8.123466667,8.205033333,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866
Korea,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.9221,4.8021,4.6821,4.5621,4.5056,4.4491,4.3926,4.437166667,4.481733333,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263
Korea,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.0112,8.791533333,8.571866667,8.3522,8.248766667,8.145333333,8.0419,8.123466667,8.205033333,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866
Latin America,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.5748,4.4633,4.3518,4.2403,4.187766667,4.135233333,4.0827,4.1241,4.1655,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069
Latin America,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,8.2112,8.011033333,7.810866667,7.6107,7.516433333,7.422166667,7.3279,7.4022,7.4765,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508
Middle East,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,5.5554,5.419966667,5.284533333,5.1491,5.085333333,5.021566667,4.9578,5.008066667,5.058333333,5.1086,5.1086,5.1086,5.1086,5.1086,5.1086,5.1086,5.1086,5.1086,5.1086,5.1086
Middle East,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.1039,8.881966667,8.660033333,8.4381,8.3336,8.2291,8.1246,8.207,8.2894,8.3718,8.3718,8.3718,8.3718,8.3718,8.3718,8.3718,8.3718,8.3718,8.3718,8.3718
Southeast Asia,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.5748,4.4633,4.3518,4.2403,4.187766667,4.135233333,4.0827,4.1241,4.1655,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069
Southeast Asia,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,8.2112,8.011033333,7.810866667,7.6107,7.516433333,7.422166667,7.3279,7.4022,7.4765,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508
USA,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,5.0469,4.947666667,4.848433333,4.7492,4.713533333,4.677866667,4.6422,4.6893,4.7364,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835
USA,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.3831,9.1986,9.0141,8.8296,8.7633,8.697,8.6307,8.718233333,8.805766667,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933
Western Europe,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.8774,4.7135,4.5496,4.3857,4.2895,4.1933,4.0971,4.138633333,4.180166667,4.2217,4.2217,4.2217,4.2217,4.2217,4.2217,4.2217,4.2217,4.2217,4.2217,4.2217
Western Europe,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.0329,8.729333333,8.425766667,8.1222,7.944033333,7.765866667,7.5877,7.664633333,7.741566667,7.8185,7.8185,7.8185,7.8185,7.8185,7.8185,7.8185,7.8185,7.8185,7.8185,7.8185
Africa,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,58.7385,58.739,58.7395,58.74,55.4771,52.2142,48.9513,48.9517,48.9521,48.9525,48.95293333,48.95336667,48.9538,48.9542,48.9546,48.955,48.9554,48.9558,48.9562,48.9562
Africa,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,15.6051,15.6121,15.6191,15.6261,15.63303333,15.63996667,15.6469,15.6538,15.6607,15.6676,15.6745,15.6814,15.6883,15.69516667,15.70203333,15.7089,15.71573333,15.72256667,15.7294,15.7294
Africa,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,16.3642,16.36483333,16.36546667,16.3661,16.3667,16.3673,16.3679,16.3685,16.3691,16.3697,16.3703,16.3709,16.3715,16.3721,16.3727,16.3733,16.3739,16.3745,16.3751,16.3751
Africa,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,21.3822,21.38913333,21.39606667,21.403,21.4099,21.4168,21.4237,21.43056667,21.43743333,21.4443,21.45116667,21.45803333,21.4649,21.4717,21.4785,21.4853,21.4921,21.4989,21.5057,21.5057
Africa,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,15.7874,15.78786667,15.78833333,15.7888,15.78926667,15.78973333,15.7902,15.79066667,15.79113333,15.7916,15.79206667,15.79253333,15.793,15.79346667,15.79393333,15.7944,15.79483333,15.79526667,15.7957,15.7957
Africa,Freight,Ship Domestic,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137
Africa,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381
Australia_NZ,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,53.6017,53.6017,53.6017,53.6017,53.60216667,53.60263333,53.6031,50.6255,47.6479,44.6703,44.67066667,44.67103333,44.6714,44.67176667,44.67213333,44.6725,44.67286667,44.67323333,44.6736,44.6736
Australia_NZ,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,9.0169,9.016933333,9.016966667,9.017,9.017033333,9.017066667,9.0171,9.0171,9.0171,9.0171,9.017133333,9.017166667,9.0172,9.017233333,9.017266667,9.0173,9.0173,9.0173,9.0173,9.0173
Australia_NZ,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,7.138,7.138066667,7.138133333,7.1382,7.138233333,7.138266667,7.1383,7.138366667,7.138433333,7.1385,7.138566667,7.138633333,7.1387,7.138766667,7.138833333,7.1389,7.138933333,7.138966667,7.139,7.139
Australia_NZ,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,80.1259,80.1263,80.1267,80.1271,80.1275,80.1279,80.1283,80.1287,80.1291,80.1295,80.12986667,80.13023333,80.1306,80.131,80.1314,80.1318,80.1322,80.1326,80.133,80.133
Australia_NZ,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,47.6271,47.6279,47.6287,47.6295,47.6303,47.6311,47.6319,47.63266667,47.63343333,47.6342,47.635,47.6358,47.6366,47.6374,47.6382,47.639,47.63976667,47.64053333,47.6413,47.6413
Australia_NZ,Freight,Ship Domestic,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137
Australia_NZ,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381
Canada,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,43.3525,43.3525,43.3525,43.3525,43.35273333,43.35296667,43.3532,40.9449,38.5366,36.1283,36.1285,36.1287,36.1289,36.1291,36.1293,36.1295,36.1297,36.1299,36.1301,36.1301
Canada,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,7.132,7.1322,7.1324,7.1326,7.1328,7.133,7.1332,7.133366667,7.133533333,7.1337,7.1339,7.1341,7.1343,7.1345,7.1347,7.1349,7.1351,7.1353,7.1355,7.1355
Canada,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,5.7732,5.773233333,5.773266667,5.7733,5.773333333,5.773366667,5.7734,5.773433333,5.773466667,5.7735,5.773533333,5.773566667,5.7736,5.773633333,5.773666667,5.7737,5.7737,5.7737,5.7737,5.7737
Canada,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,71.22,71.2244,71.2288,71.2332,71.2376,71.242,71.2464,71.2508,71.2552,71.2596,71.26393333,71.26826667,71.2726,71.27696667,71.28133333,71.2857,71.29003333,71.29436667,71.2987,71.2987
Canada,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,44.4177,44.41826667,44.41883333,44.4194,44.41993333,44.42046667,44.421,44.42153333,44.42206667,44.4226,44.42313333,44.42366667,44.4242,44.42473333,44.42526667,44.4258,44.42633333,44.42686667,44.4274,44.4274
Canada,Freight,Ship Domestic,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137
Canada,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381
China,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,39.4243,39.4243,39.4243,39.4243,39.4246,39.4249,39.4252,39.42546667,39.42573333,39.426,39.42626667,39.42653333,39.4268,39.42706667,39.42733333,39.4276,39.4279,39.4282,39.4285,39.4285
China,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,23.0053,23.0077,23.0101,23.0125,23.01486667,23.01723333,23.0196,23.022,23.0244,23.0268,23.02916667,23.03153333,23.0339,23.03626667,23.03863333,23.041,23.04333333,23.04566667,23.048,23.048
China,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,19.7117,19.71186667,19.71203333,19.7122,19.71233333,19.71246667,19.7126,19.71273333,19.71286667,19.713,19.71313333,19.71326667,19.7134,19.71353333,19.71366667,19.7138,19.71393333,19.71406667,19.7142,19.7142
China,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,9.3659,9.373966667,9.382033333,9.3901,9.398133333,9.406166667,9.4142,9.4222,9.4302,9.4382,9.446166667,9.454133333,9.4621,9.470066667,9.478033333,9.486,9.4939,9.5018,9.5097,9.5097
China,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,9.1889,9.1893,9.1897,9.1901,9.190466667,9.190833333,9.1912,9.1916,9.192,9.1924,9.192766667,9.193133333,9.1935,9.193866667,9.194233333,9.1946,9.195,9.1954,9.1958,9.1958
China,Freight,Ship Domestic,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137
China,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381
Eastern Europe,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,14.7352,14.7352,14.7352,14.7352,14.73576667,14.73633333,14.7369,13.91866667,13.10043333,12.2822,12.28266667,12.28313333,12.2836,12.28406667,12.28453333,12.285,12.28546667,12.28593333,12.2864,12.2864
Eastern Europe,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,4.8262,4.827233333,4.828266667,4.8293,4.830333333,4.831366667,4.8324,4.8334,4.8344,4.8354,4.8364,4.8374,4.8384,4.8394,4.8404,4.8414,4.842433333,4.843466667,4.8445,4.8445
Eastern Europe,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,9.8223,9.822666667,9.823033333,9.8234,9.8238,9.8242,9.8246,9.824966667,9.825333333,9.8257,9.8261,9.8265,9.8269,9.827266667,9.827633333,9.828,9.828366667,9.828733333,9.8291,9.8291
Eastern Europe,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,26.2351,26.23833333,26.24156667,26.2448,26.248,26.2512,26.2544,26.2576,26.2608,26.264,26.2672,26.2704,26.2736,26.27676667,26.27993333,26.2831,26.28626667,26.28943333,26.2926,26.2926
Eastern Europe,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,29.4764,29.47723333,29.47806667,29.4789,29.47973333,29.48056667,29.4814,29.48223333,29.48306667,29.4839,29.4847,29.4855,29.4863,29.48713333,29.48796667,29.4888,29.48963333,29.49046667,29.4913,29.4913
Eastern Europe,Freight,Ship Domestic,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137
Eastern Europe,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381
Former Soviet Union,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,46.1742,46.1742,46.1742,46.1742,46.17456667,46.17493333,46.1753,43.6103,41.0453,38.4803,38.48056667,38.48083333,38.4811,38.4814,38.4817,38.482,38.482,38.482,38.482,38.482
Former Soviet Union,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,36.9098,36.91233333,36.91486667,36.9174,36.91993333,36.92246667,36.925,36.9275,36.93,36.9325,36.935,36.9375,36.94,36.9425,36.945,36.9475,36.95,36.9525,36.955,36.955
Former Soviet Union,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,30.7821,30.78233333,30.78256667,30.7828,30.78303333,30.78326667,30.7835,30.78373333,30.78396667,30.7842,30.78443333,30.78466667,30.7849,30.78513333,30.78536667,30.7856,30.78583333,30.78606667,30.7863,30.7863
Former Soviet Union,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,10.6163,10.62423333,10.63216667,10.6401,10.648,10.6559,10.6638,10.67166667,10.67953333,10.6874,10.69523333,10.70306667,10.7109,10.71873333,10.72656667,10.7344,10.74216667,10.74993333,10.7577,10.7577
Former Soviet Union,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,9.7371,9.737666667,9.738233333,9.7388,9.739333333,9.739866667,9.7404,9.740966667,9.741533333,9.7421,9.742666667,9.743233333,9.7438,9.744333333,9.744866667,9.7454,9.745933333,9.746466667,9.747,9.747
Former Soviet Union,Freight,Ship Domestic,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137
Former Soviet Union,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381
India,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,23.6883,23.6883,23.6883,23.6883,23.6885,23.6887,23.6889,22.373,21.0571,19.7412,19.74136667,19.74153333,19.7417,19.74186667,19.74203333,19.7422,19.74236667,19.74253333,19.7427,19.7427
India,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,19.0436,19.04476667,19.04593333,19.0471,19.0483,19.0495,19.0507,19.05186667,19.05303333,19.0542,19.05536667,19.05653333,19.0577,19.05886667,19.06003333,19.0612,19.06236667,19.06353333,19.0647,19.0647
India,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,15.7918,15.79193333,15.79206667,15.7922,15.79233333,15.79246667,15.7926,15.79273333,15.79286667,15.793,15.79313333,15.79326667,15.7934,15.79353333,15.79366667,15.7938,15.79393333,15.79406667,15.7942,15.7942
India,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,23.5121,23.51443333,23.51676667,23.5191,23.52146667,23.52383333,23.5262,23.52853333,23.53086667,23.5332,23.5355,23.5378,23.5401,23.54243333,23.54476667,23.5471,23.5494,23.5517,23.554,23.554
India,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,15.0627,15.0629,15.0631,15.0633,15.06353333,15.06376667,15.064,15.0642,15.0644,15.0646,15.06483333,15.06506667,15.0653,15.0655,15.0657,15.0659,15.0661,15.0663,15.0665,15.0665
India,Freight,Ship Domestic,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137
India,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381
Japan,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,129.0882,121.9175,114.7468,107.5761,107.5769667,107.5778333,107.5787,107.5795667,107.5804333,107.5813,107.5821667,107.5830333,107.5839,107.5847667,107.5856333,107.5865,107.5873333,107.5881667,107.589,107.589
Japan,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,43.1471,43.15003333,43.15296667,43.1559,43.15876667,43.16163333,43.1645,43.1674,43.1703,43.1732,43.17606667,43.17893333,43.1818,43.18466667,43.18753333,43.1904,43.19326667,43.19613333,43.199,43.199
Japan,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,35.9328,35.9331,35.9334,35.9337,35.934,35.9343,35.9346,35.9349,35.9352,35.9355,35.93576667,35.93603333,35.9363,35.9366,35.9369,35.9372,35.93746667,35.93773333,35.938,35.938
Japan,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,13.9859,13.99013333,13.99436667,13.9986,14.0028,14.007,14.0112,14.0154,14.0196,14.0238,14.02796667,14.03213333,14.0363,14.04046667,14.04463333,14.0488,14.05293333,14.05706667,14.0612,14.0612
Japan,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,6.9273,6.927333333,6.927366667,6.9274,6.927433333,6.927466667,6.9275,6.927566667,6.927633333,6.9277,6.927733333,6.927766667,6.9278,6.927833333,6.927866667,6.9279,6.927933333,6.927966667,6.928,6.928
Japan,Freight,Ship Domestic,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137
Japan,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381
Korea,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,69.4645,65.60563333,61.74676667,57.8879,57.88813333,57.88836667,57.8886,57.88886667,57.88913333,57.8894,57.88963333,57.88986667,57.8901,57.89033333,57.89056667,57.8908,57.89106667,57.89133333,57.8916,57.8916
Korea,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,30.6223,30.62453333,30.62676667,30.629,30.63123333,30.63346667,30.6357,30.63793333,30.64016667,30.6424,30.64463333,30.64686667,30.6491,30.6513,30.6535,30.6557,30.6579,30.6601,30.6623,30.6623
Korea,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,25.6954,25.6955,25.6956,25.6957,25.6958,25.6959,25.696,25.69613333,25.69626667,25.6964,25.6965,25.6966,25.6967,25.6968,25.6969,25.697,25.69713333,25.69726667,25.6974,25.6974
Korea,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,4.5653,4.5707,4.5761,4.5815,4.5869,4.5923,4.5977,4.603066667,4.608433333,4.6138,4.619166667,4.624533333,4.6299,4.635233333,4.640566667,4.6459,4.651233333,4.656566667,4.6619,4.6619
Korea,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,4.5638,4.564,4.5642,4.5644,4.5646,4.5648,4.565,4.565233333,4.565466667,4.5657,4.5659,4.5661,4.5663,4.5665,4.5667,4.5669,4.5671,4.5673,4.5675,4.5675
