# File: EPA_Semi_HFCs.csv
# Title: HFC Emissions from the Manufacture of Semiconductors
# Source: EPA Global mitigation of Non-CO2 GHG Gases (https://www.epa.gov/global-mitigation-non-co2-greenhouse-gases/global-non-co2-greenhouse-gas-emission-projections)
# Description: Sector Industrial Processes
# Units: MtCO2e
# Column types: cnnnnnnnnn
country,1990,1995,2000,2005,2010,2015,2020,2025,2030
Hungary,0.000332466,0.000332466,0.000239852,0.000240585,0.000323449,0,0,0,0
Iceland,0,0,0,0,0,0,0,0,0
India,0.005832013,0.005832013,0.003168044,0.005884303,0.002470523,0.000482171,0.000672232,0.000969686,0.001347705
Indonesia,0,0,0,0,0,0,0,0,0
Iran,0,0,0,0,0,0,0,0,0
Iraq,0,0,0,0,0,0,0,0,0
Ireland,0.000592,0.0023088,0.015133089,0.00281496,0.0041921,0.0038332,0.00215585,0.002395371,0.002665811
Israel,0.00511167,0.00511167,0.007865144,0.013342431,0.025733253,0.02430687,0.021626486,0.025148139,0.029304707
Italy,0.006068333,0.006068333,0.008712142,0.007190333,0.010728667,0.009478333,0.010057891,0.010529143,0.01101156
Jamaica,0,0,0,0,0,0,0,0,0
Japan,0.000731392,0.270615119,0.282714584,0.22397578,0.164927112,0.113081558,0.118001998,0.11908093,0.120423913
Jordan,0,0,0,0,0,0,0,0,0
Kazakhstan,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0
Kiribati,0,0,0,0,0,0,0,0,0
"Korea, North",0,0,0,0,0,0,0,0,0
"Korea, South",0.097248131,0.097248131,0.136283354,0.173669628,0.388117271,0.461931018,0.591715791,0.637551284,0.682349709
Kosovo,0,0,0,0,0,0,0,0,0
Kuwait,0,0,0,0,0,0,0,0,0
Kyrgyzstan,0,0,0,0,0,0,0,0,0
Laos,0,0,0,0,0,0,0,0,0
Latvia,0.001108221,0.001108221,0.000799506,0.000801949,0.001072961,0.001297175,0.001459145,0.001737192,0.002063239
Lebanon,0,0,0,0,0,0,0,0,0
Lesotho,0,0,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0
Libya,0,0,0,0,0,0,0,0,0
Liechtenstein,0,0,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0
Luxembourg,0,0,0,0,0,0,0,0,0
Macedonia,0,0,0,0,0,0,0,0,0
Madagascar,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0
Malaysia,0.000567963,0.000567963,0.000589636,0.015507694,0.034636696,0.061787312,0.080305763,0.100315,0.12501075
Maldives,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0
Malta,0,0,0,0,0,0.0003996,0.0001036,0.0001036,0.0001036
Marshall Islands,0,0,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0
Mauritius,0,0,0,0,0,0,0,0,0
Mexico,0.001108221,0.001108221,0.000799506,0,0,0,0,0,0
"Micronesia, Federated States of",0,0,0,0,0,0,0,0,0
Moldova,0,0,0,0,0,0,0,0,0
Monaco,0,0,0,0,0,0,0,0,0
Mongolia,0,0,0,0,0,0,0,0,0
Montenegro,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0.000214592,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,0,0,0
Nauru,0,0,0,0,0,0,0,0,0
Nepal,0,0,0,0,0,0,0,0,0
Netherlands,0.00814681,0.00814681,0.013430707,0.013471745,0.019836994,0.016541512,0.017433706,0.019050875,0.020777198
New Zealand,0,0,0,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0
Norway,1.25E-05,1.25E-05,8.99E-06,9.02E-06,0.000196091,0.000292026,0.000309474,0.00034212,0.000377728
Oman,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0
Palau,0,0,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,0,0
Papua New Guinea,0,0,0,0,0,0,0,0,0
Paraguay,0,0,0,0,0,0,0,0,0
Peru,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0
Poland,0,0,0,0,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,0,0
Qatar,0,0,0,0,0,0,0,0,0
Romania,0,0,0,0,0.00030177,0,0,0,0
Russia,0.000171143,0.000171143,0.00034383,0.000336143,0.000250515,0.000162163,0.000124916,0.000132433,0.000141739
Rwanda,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0
Saint Lucia,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0
Samoa,0,0,0,0,0,0,0,0,0
San Marino,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0
Serbia,0,0,0,0,0,0,0,0,0
Seychelles,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0
Singapore,0.020163805,0.020163805,0.053292096,0.083923989,0.139098572,0.19884041,0.210603193,0.236516363,0.265789821
Slovakia,0,0,0.000399753,0.001754264,0,0.000238663,0.000260363,0.000293572,0.000330533
Slovenia,0,0,0,0,0,0.000596658,0.000652426,0.000750483,0.000861602
Solomon Islands,0,0,0,0,0,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0
South Africa,0.000865798,0.000865798,0.001299198,0.001303168,0.001752017,0,0,0,0
South Sudan,0,0,0,0,0,0,0,0,0
Spain,0.003463884,0.003463884,0.001199759,0.001203425,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0
Suriname,0,0,0,0,0,0,0,0,0
Swaziland,0,0,0,0,0,0,0,0,0
Sweden,0.00023976,0.000455544,0.000224775,0,0.000478365,0.000584867,0,0,0
Switzerland,3.41E-05,3.41E-05,4.43E-05,5.25E-05,0.000337454,0.000173053,0.00018715,0.000201772,0.000216831
Syria,0,0,0,0,0,0,0,0,0
Tajikistan,0,0,0,0,0,0,0,0,0
Tanzania,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0.000258551,0.000193665,0.000212714,0.000246713,0.000286008
Timor-Leste,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0
Turkey,0,0,0,0,0.000150885,0.000177539,0.000196517,0.000228592,0.000265001
Turkmenistan,0,0,0,0,0,0,0,0,0
Tuvalu,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0.007217543,0,2.19E-05,2.46E-05,2.82E-05,3.23E-05
United Kingdom,0.004339456,0.008728196,0.017708176,0.009810905,0.011690588,0.017503979,0.018586984,0.0207641,0.023207571
United States,0.215603153,0.374490771,0.327310518,0.189886171,0.186339226,0.32506972,0.356937763,0.383274501,0.412220535
Uruguay,0,0,0,0,0,0,0,0,0
Uzbekistan,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0
Venezuela,0,0,0,0,0,0,0,0,0
Vietnam,0,0,0,0,0.000842316,0,0,0,0
Yemen,0,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0
Zimbabwe,0,0,0,0,0,0,0,0,0
