# File: EPA_SF6_Magn.csv
# Title: EPA SF6 emissions from magnesium manufacturing
# Source: EPA Global mitigation of Non-CO2 GHG Gases (https://www.epa.gov/global-mitigation-non-co2-greenhouse-gases/global-non-co2-greenhouse-gas-emission-projections)
# Description: Sector Industrial Processes Magnesium Manufacturing
# Units: MtCO2e
# Column types: cnnnnnnnnn
country,1990,1995,2000,2005,2010,2015,2020,2025,2030
Afghanistan,0,0,0,0,0,0,0,0,0
Albania,0,0,0,0,0,0,0,0,0
Algeria,0,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,0,0,0,0,0
Angola,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,0,0,0,0,0,0,0,0,0
Argentina,0.00072,7.00E-04,0.00108,0,0,0,0,0,0
Armenia,0,0,0,0,0,0,0,0,0
Australia,0,0,0.00228,0.00228,0.00228,0.00228,0.0114,0.01239118,0.013468539
Austria,0.228,0.409032,0.035425157,0.004570988,0.001772723,0.00228,0.00228,0.00228,0.00228
Azerbaijan,0,0,0,0,0,0,0,0,0
"Bahamas, The",0,0,0,0,0,0,0,0,0
Bahrain,0,0,0,0,0,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,0,0
Barbados,0,0,0,0,0,0,0,0,0
Belarus,0,0,0,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0
Belize,0,0,0,0,0,0,0,0,0
Benin,0,0,0,0,0,0,0,0,0
Bhutan,0,0,0,0,0,0,0,0,0
Bolivia,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0
Botswana,0,0,0,0,0,0,0,0,0
Brazil,0.13862,0.24139,0.24617,0.45649,0.301914041,0.385982105,0.032497831,0.062143161,0.101792009
Brunei,0,0,0,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0
Burma,0,0,0,0,0,0,0,0,0
Burundi,0,0,0,0,0,0,0,0,0
Cabo Verde,0,0,0,0,0,0,0,0,0
Cambodia,0,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0
Canada,2.96304531,2.012264647,2.656190371,1.232885945,0.183382264,0.220659963,0.281333388,0.301702895,0.323675703
Central African Republic,0,0,0,0,0,0,0,0,0
Chad,0,0,0,0,0,0,0,0,0
Chile,0,0,0,0,0,0,0,0,0
China,0.017831635,0.07347393,0.201382162,0.52102,0.570700791,0.695947749,0.906394629,1.180484808,1.537467079
Colombia,0,0,0,0,0,0,0,0,0
Comoros,0,0,0,0,0,0,0,0,0
Congo (Brazzaville),0,0,0,0,0,0,0,0,0
Congo (Kinshasa),0,0,0,0,0,0,0,0,0
Costa Rica,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,0,0,0,0,0,0,0,0,0
Croatia,0,0,0,0,0,0,0,0,0
Cuba,0,0,0,0,0,0,0,0,0
Cyprus,0,0,0,0,0,0,0,0,0
Czechia,0,0,0,0,0,0,0,0,0
Denmark,0.02964,0.0342,0.0203148,0.0203148,0.0203148,0.0203148,0.0203148,0.0203148,0.0203148
Djibouti,0,0,0,0,0,0,0,0,0
Dominica,0,0,0,0,0,0,0,0,0
Dominican Republic,0,0,0,0,0,0,0,0,0
Ecuador,0,0,0,0,0,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,0
El Salvador,0,0,0,0,0,0,0,0,0
Equatorial Guinea,0,0,0,0,0,0,0,0,0
Eritrea,0,0,0,0,0,0,0,0,0
Estonia,0,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0
Fiji,0,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0
France,0.81869,0.97292,0.97769,0.36627,0.22511,0.059827587,0,0,0
Gabon,0,0,0,0,0,0,0,0,0
"Gambia, The",0,0,0.9799,0,0,0,0,0,0
Georgia,0,0,0,0,0,0,0,0,0
Germany,0.16872,0.1766316,0.305406,0.6556596,0.075924,0.0105336,0,0,0
Ghana,0,0,0,0,0,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0
Grenada,0,0,0,0,0,0,0,0,0
Guatemala,0,0,0,0,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0
Guyana,0,0,0,0,0,0,0,0,0
Haiti,0,0,0,0,0,0,0,0,0
Holy See,0,0,0,0,0,0,0,0,0
Honduras,0,0,0,0,0,0,0,0,0
Hungary,0,0,0,0,0,0,0,0,0
Iceland,0,0,0,0,0,0,0,0,0
India,0,0,0.239,0.11955,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
Indonesia,0,0,0,0,0,0,0,0,0
Iran,0,0,0,0,0,0,0,0,0
Iraq,0,0,0,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0
