# rgcam-data/Level1//L111_flsp_bm2_state_res.csv,,,,,,,,,
# Written by L111_Res_flsp.R,,,,,,,,,
# Thu Apr 05 20:18:49 2012,,,,,,,,,
# " Residential floorspace by state ",,,,,,,,,
# " Unit = billion m2 ",,,,,,,,,
state,GCAM_sector,X1975,X1980,X1985,X1990,X1995,X2000,X2005,X2008
AK,resid,0.016511463,0.017638695,0.023373133,0.025056271,0.031061588,0.028666902,0.033803802,0.034744822
AL,resid,0.187704553,0.198678299,0.202690502,0.239626661,0.238851907,0.277766912,0.254976858,0.262405328
AR,resid,0.080936168,0.085692549,0.087214596,0.107305474,0.122262085,0.139976455,0.121750051,0.125764632
AZ,resid,0.103788551,0.123474174,0.144611344,0.171223018,0.231358435,0.270839508,0.340145835,0.370007939
CA,resid,0.927860535,1.019624207,1.139095252,1.280942705,1.443539355,1.467757951,1.317092074,1.345980541
CO,resid,0.117477066,0.131275826,0.145755366,0.153898346,0.200801118,0.226878477,0.265337063,0.280960466
CT,resid,0.16265178,0.163974945,0.168911486,0.175727028,0.206489391,0.235877611,0.208514025,0.210044024
DC,resid,0.03366166,0.030397835,0.030217639,0.030793185,0.031085451,0.033606364,0.036064821,0.036562065
DE,resid,0.027933752,0.028302765,0.029442898,0.033800353,0.040501878,0.046224209,0.052042113,0.054291637
FL,resid,0.434365675,0.496978033,0.578808614,0.655788236,0.798187157,0.895154562,0.85963293,0.8905696
GA,resid,0.241154566,0.260156636,0.28394582,0.328691449,0.405350793,0.48375809,0.563693285,0.600895788
HI,resid,0.03889677,0.04234378,0.045636109,0.050483482,0.060976467,0.05534964,0.063928806,0.065007518
IA,resid,0.161060054,0.16290281,0.158199674,0.165267367,0.194974859,0.208897546,0.21010109,0.213273638
ID,resid,0.037792555,0.04287799,0.045154495,0.047028674,0.062581457,0.068122778,0.081173974,0.086960542
IL,resid,0.618353828,0.625734322,0.62427153,0.744373128,0.794933585,0.852659614,0.874518935,0.88614533
IN,resid,0.293837891,0.300653409,0.298955088,0.361041417,0.387390545,0.41761146,0.431456274,0.440784121
KS,resid,0.127500702,0.132146645,0.135709387,0.147457459,0.177547873,0.192105892,0.195307286,0.199268181
KY,resid,0.17693638,0.18678425,0.188521536,0.218661525,0.216019575,0.252625658,0.234626277,0.24055256
LA,resid,0.145646021,0.15763155,0.165210412,0.192725438,0.213355564,0.233564066,0.197244423,0.195219305
MA,resid,0.303814846,0.302721583,0.310303874,0.321634067,0.383367698,0.439921839,0.386938884,0.392369314
MD,resid,0.197106461,0.20081511,0.21015333,0.242568152,0.28327603,0.312148882,0.345903154,0.350620618
ME,resid,0.056565092,0.059344023,0.061363702,0.065644212,0.078252646,0.088302953,0.078648473,0.07913177
MI,resid,0.499298019,0.507206141,0.497032258,0.605319113,0.646108362,0.682483628,0.696233694,0.690157129
MN,resid,0.219855854,0.227876019,0.233932557,0.260424431,0.31608245,0.351990079,0.363760641,0.372594154
MO,resid,0.268818977,0.274878087,0.279550921,0.304540231,0.365440424,0.399938399,0.413630061,0.424293504
MS,resid,0.122427365,0.128610805,0.132053029,0.152745806,0.150771851,0.177716332,0.162696258,0.16494564
MT,resid,0.033987144,0.035735178,0.037353661,0.037327604,0.046655255,0.047350838,0.053217992,0.055109995
NC,resid,0.264160724,0.280093547,0.297817383,0.336520346,0.405174015,0.474895556,0.537175109,0.572969343
ND,resid,0.035718319,0.036491572,0.037848048,0.038019164,0.044030938,0.045743405,0.045259584,0.045690977
NE,resid,0.086271332,0.087764501,0.088594108,0.093941915,0.112223616,0.122230559,0.124782075,0.126935336
