# File: basin_water_demand_1990_2015.csv
# Title: water demand (all sectors) by basin for water supply calibration period
# Source: queried from prior GCAM calibration period run
# Comments: This data is used solely for calibrating accessible water fractions using historical runoff and groundwater extraction rates. It is not used to set up water demand in GCAM. Actual GCAM Water demands are determined dynamically within the model for each sector (see sean.turner@pnnl.gov for details)
# Units: km^3/yr
# Column types: iin
# ----------
basin.id,year,demand
55,1990,17.0905
171,1990,2.35333
190,1990,0.760358
144,1990,3.73759
86,1990,14.9257
100,1990,0.867082
197,1990,0.126034
142,1990,1.67013
168,1990,5.07507
58,1990,65.0227
43,1990,31.2882
141,1990,0
182,1990,0.3504
94,1990,21.0692
104,1990,3.37584
1,1990,0.00576437
224,1990,19.806
19,1990,1.14146
189,1990,16.9175
193,1990,0.501012
184,1990,0.624388
202,1990,0.898785
191,1990,1.12157
91,1990,0.579506
20,1990,2.43192
116,1990,0.852331
47,1990,10.7422
70,1990,11.8817
66,1990,26.6097
120,1990,2.10987
217,1990,29.2575
143,1990,6.09772
101,1990,15.4254
45,1990,8.48655
52,1990,46.172
72,1990,28.2023
153,1990,11.355
82,1990,26.3831
214,1990,0.0347408
146,1990,21.0284
78,1990,53.764
34,1990,0.0324741
157,1990,4.97231
183,1990,1.45653
54,1990,26.5686
25,1990,1.72881
95,1990,3.24373
21,1990,5.31165
39,1990,22.5152
49,1990,3.80404
53,1990,15.976
74,1990,6.72008
186,1990,2.9666
99,1990,2.4312
73,1990,6.56549
31,1990,11.7342
28,1990,6.6072
26,1990,19.5666
90,1990,1.90268
13,1990,2.19793
181,1990,0.0149681
61,1990,2.82647
41,1990,6.1855
27,1990,1.48341
110,1990,209.828
64,1990,3.4195
42,1990,19.3926
123,1990,27.422
227,1990,39.3901
222,1990,2.70508
133,1990,1.98345
83,1990,6.80386
81,1990,4.83756
162,1990,0.373231
148,1990,4.06864
124,1990,1.70408
102,1990,1.43849
234,1990,0.416999
97,1990,8.03418
109,1990,7.4532
79,1990,48.7162
15,1990,0.640013
11,1990,0.0968129
145,1990,9.06862
128,1990,4.22567
155,1990,8.83317
129,1990,4.03853
89,1990,181.549
24,1990,2.5852
167,1990,1.14944
137,1990,5.62019
136,1990,1.05589
50,1990,8.58991
59,1990,4.99482
51,1990,41.7464
175,1990,24.022
165,1990,1.35837
5,1990,0.425731
140,1990,38.9276
206,1990,22.6765
200,1990,0.793946
68,1990,8.55529
151,1990,2.23102
6,1990,3.22574
199,1990,5.21571
44,1990,5.40684
221,1990,6.31953
219,1990,27.812
10,1990,1.88576
177,1990,7.96421
166,1990,4.80845
122,1990,7.90504
113,1990,3.44198
203,1990,1.51459
63,1990,4.22858
75,1990,29.1128
80,1990,14.3614
125,1990,24.6519
114,1990,2.65568
96,1990,10.6287
233,1990,27.4717
223,1990,37.942
208,1990,15.0678
196,1990,0.0231515
235,1990,12.5681
22,1990,0.656548
213,1990,0.901772
35,1990,2.7954
17,1990,5.25897
232,1990,4.74262
201,1990,2.0305
149,1990,5.46545
87,1990,80.2394
210,1990,1.34329
159,1990,0.620372
172,1990,0.49031
207,1990,2.11046
105,1990,5.39238
65,1990,14.8732
161,1990,1.10773
14,1990,1.42037
2,1990,0.403737
56,1990,46.7706
29,1990,7.80807
228,1990,35.3571
194,1990,4.11699
156,1990,7.22411
115,1990,2.28583
229,1990,17.6273
7,1990,2.23929
158,1990,0.149169
209,1990,0.505326
130,1990,1.70254
173,1990,0.125171
187,1990,0.605101
139,1990,10.9997
147,1990,4.76613
88,1990,8.60804
180,1990,6.26778
119,1990,11.3882
92,1990,0.364519
57,1990,13.417
33,1990,2.07834
93,1990,10.3548
32,1990,26.047
62,1990,4.64619
179,1990,2.26685
134,1990,5.87894
231,1990,10.195
131,1990,7.69443
132,1990,7.21516
9,1990,1.68645
37,1990,1.84688
107,1990,109.404
205,1990,0.528172
127,1990,2.62184
192,1990,2.17033
23,1990,8.59566
8,1990,3.00571
36,1990,4.51389
16,1990,3.38831
46,1990,7.56249
152,1990,0.925226
178,1990,0.0334697
170,1990,2.57786
3,1990,0.241516
4,1990,3.05947
98,1990,0.279217
138,1990,1.36955
176,1990,0.0028561
198,1990,4.08339
204,1990,1.0616
212,1990,2.88298
215,1990,0.4464
226,1990,49.368
169,1990,5.5247
112,1990,3.08346
185,1990,0.0346003
135,1990,4.48387
60,1990,4.45878
67,1990,9.27472
154,1990,5.108
40,1990,1.26822
164,1990,1.83574
163,1990,7.34509
12,1990,3.04171
76,1990,54.3093
71,1990,5.74307
103,1990,7.27317
117,1990,6.71123
85,1990,18.6329
211,1990,0.3261
230,1990,13.6425
225,1990,23.1737
69,1990,2.46212
84,1990,56.3588
174,1990,1.66693
220,1990,1.77879
