# File: basin_water_demand_1990_2010.csv
# Title: water withdrawals (all sectors) by basin for water supply calibration period
# Source: queried from prior GCAM calibration period run
# Comments: This data is used solely for calibrating accessible water fractions using historical runoff and groundwater extraction rates. It is not used to set up water demand in GCAM. Actual GCAM Water demands are determined dynamically within the model for each sector (see sean.turner@pnnl.gov for details)
# Units: km^3/yr
# Column types: icnnn
# ----------

GCAM_basin_ID,GLU_name,1990,2005,2010
1,ArcticIsl,0.00576885,0.00482794,0.00514606
2,NWTerr,0.403947,0.538578,0.515874
3,SiberiaN,0.241699,0.202026,0.215366
4,SiberiaW,3.06181,2.55953,2.72866
5,KaraSea,0.426062,0.356552,0.380042
6,LenaR,3.22799,2.68536,2.86311
7,PacArctic,2.22983,2.604789755,2.47715
8,ScndnvN,3.10089,2.94324,3.13221
9,BarentsSea,1.6877,1.40926,1.50247
10,Mackenzie,1.88584,2.50975,2.40312
11,Iceland,0.103158,0.108332,0.116025
12,Sweden,3.035395,3.32896194,3.1861692
13,Finland,2.19185,2.38596,2.28785
14,DvinaRN,1.42136,1.18269,1.26119
15,HudsonBay,0.640153,0.852535,0.816412
16,Scotland,3.37852,3.72177,3.55616
17,NevaR,5.2626,4.35661,4.64084
18,VolgaR,43.37061,31.2209,34.0096
19,CanAtl,1.14104,1.53052,1.47337
20,BalticSea,2.43402,2.18269,2.11781
21,DnkGrmCst,5.299,5.8309,5.59316
22,NarvaR,0.657051,0.556785,0.56835
23,NelsonR,8.59973,11.3497,11.0766
24,Ireland,2.58695,2.82518,2.72007
25,DaugavaR,1.72988,1.34405,1.34623
26,EngWales,19.5065811,21.45157,20.494286
27,FraserR,1.48309,1.97514,1.89442
28,EmsWeserR,6.58842,7.22669,6.91597
29,OderR,7.81099,7.3619075,7.0526295
30,WislaR,10.594,9.50299,9.1404
31,ElbeR,11.70744,12.359104,11.820713
32,RhineR,26.0725,28.5496,27.631
33,PolandCst,2.079984,1.885644,1.8435524
34,ChurchillR,0.0324829,0.043268,0.041436
35,NemanR,2.79952,2.27632,2.2633
36,ScheldtR,4.587659,5.098765,4.89829
37,RusCstSE,1.83956,2.77598,3.10531
38,UralR,7.91382,3.09636,3.44507
39,DnieperR,22.5287,14.0378,14.8317
40,StLwrncR,1.26781,1.69255,1.62464
41,FranceCstW,6.18206,6.66798,6.48693
42,Gobi,19.2489,29.6743,34.1171
43,AmurR,31.0586,49.73,56.4311
44,LoireR,5.3930593,5.7257597,5.5949508
45,CaspianNE,8.441249,4.87302,5.928567
46,SeineR,7.55419,8.298473,7.95862
47,BlackSeaN,10.7431,7.08032,8.05203
48,YeniseiR,8.105,6.04953,6.55631
49,DniesterR,3.809884,2.44569,2.58103
50,ItalyCstE,8.5694602,9.18589979,8.671173
51,Japan,40.76365,36.6456,36.7858
52,CaspianE,46.00649,43.392274,41.921797
53,DonR,15.9747,9.96626,10.8817
54,DanubeR,26.5804,26.2984,26.2239
55,AdrBlkSea,17.12071,18.9847542,18.9584092
56,ObR,46.6728,20.9748,23.4402
57,PoR,13.400587,14.5549133,13.8367919
58,AmuDaryaR,64.6403,51.08653614,57.90692218
59,ItalyCstW,4.9836442,5.3302808,5.019426
60,IberiaCst,4.45056,4.80635,4.69232
61,FranceCstS,2.81654,3.0703428,2.958351
62,RhoneR,4.66555,5.00765,4.92899
63,MeditIsl,4.216195,4.576994,4.360834
64,Gironde,3.41023,3.60201,3.63333
65,Korea,14.9171,22.6495,25.5771
66,BoHai,26.4593,43.08581,49.444465
67,SpainCstSE,9.26008,10.6984329,10.384828
68,LBalkash,8.48558,7.76333,8.59624
69,TiberR,2.45545,2.65934,2.51977
70,BlackSeaS,11.9064,14.73419825,16.68917342
71,TagusR,5.73518,6.286797,6.13619
72,CaspianSW,27.6179,36.37926504,35.3334
73,EbroR,6.56003,7.44696925,7.18634
74,DouroR,6.71098,7.2271736,6.90458
75,MeditE,29.2214,39.41903618,40.21839247
76,SyrDaryaR,53.9775,39.564,43.1924
77,ZiyaHe,62.4572,86.867121,100.3943
78,ChinaCst,53.1779,76.93946,87.20084
79,HuangHeR,48.2532,75.10812,86.761902
80,MeditS,14.4492,23.7523,28.1231
81,GuadianaR,4.83283,5.57161,5.537901
82,Iran,26.0956,47.410182,42.6928
83,GuadalqR,6.79777,8.29189,8.0569
84,TigrEuphR,56.089,90.80198,82.25816
85,Tarim,18.555,27.5248,31.78918758
86,AfrCstNW,14.921,17.80831426,21.41416317
87,NileR,79.5815,127.167,134.81181
88,PersianGulf,8.51679,15.550922,13.982142
89,IndusR,181.752,267.657,298.730956
90,FarahrudR,1.9089758,2.684281,3.00207
91,MexBaja,0.579976,0.818496,0.889899
92,Tibet,0.370289,1.06051,1.18674
93,RedSeaE,10.18208,12.8082,14.6926
94,ArabianP,20.94873,23.08976,19.80591
95,DeadSea,3.21676,4.9690648,5.1598458
96,MexCstNW,10.6328,11.975549,13.2327312
97,Helmand,8.0787457,10.916826,12.2336587
98,SinaiP,0.274711,0.5592068,0.6572382
99,EJrdnSyr,2.38293,4.10907,3.97075
100,AfrCstNE,0.825572,1.197916798,1.34214383
101,Caribbean,15.3559911,10.43191022,10.6769227
102,HamuMashR,1.4375,2.420212,2.7388908
103,Taiwan,7.37866,15.6397,16.9591
104,ArabianSea,3.37225,5.429872,6.071984
105,MexGulf,5.39518,7.05769,7.57204
