# File: DesalData_capacity_basin.csv
# Title: Desalinated water production capacity by basin
# Units: cubic meters per day
# Comments: data provided in April 2020 by personal communication from E. Jones, E.r.jones@uu.nl.
# Source: Jones, E., Qadir, M., van Vliet, M. T., Smakhtin, V., & Kang, S. M. (2019). The state of desalination and brine production: A global outlook. Science of the Total Environment, 657, 1343-1356.
# Column types: icn
# ----------
glu_ID,glu_name,desal_capacity_m3_d
2,Northwest_Territories,36317
4,Siberia_West_Coast,200
7,Pacific_and_Arctic_Coast,13634
8,Scandinavia_North_Coast,134578
10,Mackenzie,53165
12,Sweden,15254
13,Finland,5616
14,Northern_Dvina,120
15,Hudson_Bay_Coast,92893
16,Scotland,87899
17,Neva,1614
18,Volga,318855
19,Atlantic_Ocean_Seaboard,740
20,Baltic_Sea_Coast,3364
21,Denmark_Germany_Coast,24822
23,Saskatchewan_Nelson,163322
24,Ireland,121327
25,Daugava,1368
26,England_and_Wales,471069
27,Fraser,2699
28,Ems_Weser,54335
29,Oder,23483
30,Wisla,38203
31,Elbe,224258
32,Rhine,398807
33,Poland_Coast,1300
35,Neman,1920
36,Scheldt,73276
37,Russia_South_East_Coast,20468
38,Ural,38880
39,Dnieper,42700
40,St_Lawrence,1726
41,France_West_Coast,22640
42,Gobi_Interior,269536
43,Amur,56620
44,Loire,122967
45,Caspian_Sea_Coast,1005
46,Seine,199677
47,Black_Sea_North_Coast,44786
48,Yenisey,19680
49,Dniester,240
50,Italy_East_Coast,76632
51,Japan,1373832
52,Caspian_Sea_East_Coast,494213
53,Don,22045
54,Danube,162826
55,Adriatic_Sea_Greece_Black_Sea_Coast,231381
56,Ob,75918
57,Po,89744
58,Amu_Darya,25340
59,Italy_West_Coast,125182
60,Spain_Portugal_Atlantic_Coast,20146
61,France_South_Coast,62319
62,Rh(ne,9044
63,Mediterranean_Sea_Islands,1031260
64,Gironde,6672
65,North_and_South_Korea,1981311
66,Bo_Hai_Korean_Bay_North_Coast,311811
67,Spain_South_and_East_Coast,3279309
68,Lake_Balkash,12120
69,Tiber,102350
70,Black_Sea_South_Coast,393325
71,Tagus,545513
72,Caspian_Sea_South_West_Coast,40910
73,Ebro,125004
74,Douro,21859
75,Mediterranean_Sea_East_Coast,2813419
76,Syr_Darya,35066
77,Ziya_He_Interior,2279352
78,China_Coast,2397515
79,Huang_He,1001644
80,Mediterranean_South_Coast,3662404
81,Guadiana,45910
82,Central_Iran,212216
83,Guadalquivir,56413
84,Tigris_Euphrates,846927
86,Africa_North_West_Coast,1534808
87,Nile,507045
88,Persian_Gulf_Coast,1255466
89,Indus,127738
91,Baja_California,62175
93,Red_Sea_East_Coast,6054655
94,Arabian_Peninsula,27832945
95,Dead_Sea,281062
96,Mexico_Northwest_Coast,59162
97,Helmand,29318
98,Sinai_Peninsula,495774
99,Eastern_Jordan_Syria,22745
100,Africa_Red_Sea_Gulf_of_Aden_Coast,715094
101,Caribbean,679780
103,Taiwan,946162
104,Arabian_Sea_Coast,106107
105,North_Gulf,22814
106,Yangtze,564553
107,Sabarmati,960787
108,Xun_Jiang,365503
109,Hong_(Red_River),41803
110,Ganges_Bramaputra,404495
111,Yucatan_Peninsula,69606
112,South_China_Sea_Coast,33010
113,Mahi,59864
114,Mexico_Interior,8901
115,Pacific_Central_Coast,4535
117,Tapti,290
118,Yasai,55684
119,Philippines,447787
120,Brahamani,10800
122,Mahandi,106456
123,Godavari,20760
124,Hainan,10920
125,Mekong,11040
126,Viet_Nam_Coast,49227
127,Salween,100
128,India_North_East_Coast,65799
129,India_West_Coast,33802
130,Papaloapan,1000
131,Rfo_Lerma,11622
132,Rfo_Verde,303971
133,Grijalva_Usumacinta,17493
134,Rfo_Balsas,9342
135,Southern_Central_America,43704
136,Isthmus_of_Tehuantepec,13820
137,Irrawaddy,8760
138,Sittang,1340
139,Peninsula_Malaysia,2058162
140,Krishna,48771
142,Africa_West_Coast,338469
143,Caribbean_Coast,673089
144,Africa_North_Interior,589428
145,India_East_Coast,509010
146,Chao_Phraya,126336
147,Pennar,16523
148,Gulf_of_Thailand_Coast,72875
149,Niger,15118
151,Lake_Chad,545
153,Cauvery,186359
154,Sri_Lanka,9525
155,India_South_Coast,227785
156,Orinoco,227267
157,Colombia_Ecuador_Pacific_Coast,13678
158,Palau_and_East_Indonesia,100
159,North_Borneo_Coast,42298
160,Volta,45736
161,Northeast_South_America_South_Atlantic_Coast,3600
162,Gulf_of_Guinea,109531
163,Sumatra,143084
164,Sulawesi,3996
165,Kalimantan,55382
166,Magdalena,32369
167,Irian_Jaya_Coast,2448
168,Amazon,16476
169,South_Chile_Pacific_Coast,100392
170,Shebelli_Juba,49635
171,Africa_East_Central_Coast,151432
172,North_Brazil_South_Atlantic_Coast,5200
173,Papua_New_Guinea_Coast,9245
174,Tocantins,120
175,Java_Timor,415239
176,Solomon_Islands,6660
177,Madagascar,40239
179,Rift_Valley,4280
180,Peru_Pacific_Coast,98214
182,Angola_Coast,388953
183,Congo,83697
184,Australia_North_Coast,69630
185,South_Pacific_Islands,8918
186,East_Brazil_South_Atlantic_Coast,18246
187,Parnaiba,360
188,Zambezi,63441
189,Australia_East_Coast,831962
190,Africa_Indian_Ocean_Coast,4590
191,Australia_West_Coast,761500
192,Sao_Francisco,5868
193,Australia_Interior,97352
194,Orange,122223
195,Uruguay_Brazil_South_Atlantic_Coast,1241809
196,Namibia_Coast,55400
197,Africa_South_Interior,18082
198,South_Africa_South_Coast,77957
199,Limpopo,86961
200,La_Puna_Region,1714
201,New_Zealand,5519
202,Australia_South_Coast,333583
203,Mar_Chiquita,6576
204,South_Africa_West_Coast,13664
206,La_Plata,524168
207,North_Chile_Pacific_Coast,714742
208,Murray_Darling,313572
209,Pampas_Region,192
210,North_Argentina_South_Atlantic_Coast,12613
211,Tasmania,545
212,South_America_Colorado,2592
213,Negro,216
215,South_Argentina_South_Atlantic_Coast,16860
217,California_River_Basin,2055196
218,Upper_Mississippi_Basin,423905
219,Lower_Mississippi_River_Basin,246234
220,Upper_Colorado_River_Basin,9222
221,Lower_Colorado_River_Basin,239516
222,Great_Basin,62290
223,Missouri_River_Basin,305216
224,Arkansas_White_Red_Basin,297324
225,Texas_Gulf_Coast_Basin,793673
226,South_Atlantic_Gulf_Basin,3714516
227,Great_Lakes_Basin,231507
228,Ohio_River_Basin,259314
229,Pacific_Northwest_Basin,339215
230,Tennessee_River_Basin,8291
231,Rio_Grande_River_Basin,274702
232,New_England_Basin,132979
233,Mid_Atlantic_Basin,1912109
234,Hawaii,86642
235,Narmada,1080
