# File: NEI_emissions_to_CEDS_adj_2008.csv
# Title: NEI emissions aggregated to states / pollutants / and extended CEDS sectors for 2008
# Units: TON
# Source: NEI 2008 version 3 accessible from: https://www.epa.gov/air-emissions-inventories/2008-national-emissions-inventory-nei-data#datas
# Comments: This data is pre-processed exogenously in a script available here: https://stash.pnnl.gov/projects/JGCRI/repos/gcam-core-data-proc_usnei_to_gcam/browse
# Column types: cccccn
# ----------
state,pollutant,CEDS_Sector,CEDS_Fuel,unit,emissions
AK,Ammonia,1A1a_Public-Electricity,diesel_oil,TON,0.01
AK,Ammonia,1A1a_Public-Electricity,hard_coal,TON,164.23
AK,Ammonia,1A1a_Public-Electricity,natural_gas,TON,5.4
AK,Ammonia,1A1b_Pet-refining,natural_gas,TON,1.18
AK,Ammonia,1A1g_Other-energy-transf,natural_gas,TON,0.72
AK,Ammonia,1A2_Industrial_fuel_comb_off_hwy,diesel_oil,TON,0.243298338
AK,Ammonia,1A2_Industrial_fuel_comb_off_hwy,light_oil,TON,0.0622877
AK,Ammonia,1A2_Industrial_fuel_combustion,biomass,TON,0
AK,Ammonia,1A2_Industrial_fuel_combustion,diesel_oil,TON,0.01
AK,Ammonia,1A2_Industrial_fuel_combustion,hard_coal,TON,0.03
AK,Ammonia,1A2_Industrial_fuel_combustion,natural_gas,TON,0.12
AK,Ammonia,1A2g_Construction_and_Mining,diesel_oil,TON,1.429721723
AK,Ammonia,1A2g_Construction_and_Mining,light_oil,TON,0.042315001
AK,Ammonia,1A3bii_Road-LDV,diesel_oil,TON,0.612773088
AK,Ammonia,1A3bii_Road-LDV,light_oil,TON,207.8707663
AK,Ammonia,1A3biii_Road-bus,diesel_oil,TON,0.339295495
AK,Ammonia,1A3biii_Road-heavy-duty-trucks-buses,light_oil,TON,7.228079288
AK,Ammonia,1A3biii_Road-truck-heavy,diesel_oil,TON,8.548252633
AK,Ammonia,1A3biii_Road-truck-medium,diesel_oil,TON,1.562157991
AK,Ammonia,1A3biii_Road-truck-medium-heavy,diesel_oil,TON,2.249717773
AK,Ammonia,1A3biv_Road-mopeds-motorcycles,light_oil,TON,1.328106697
AK,Ammonia,1A3c_Rail,diesel_oil,TON,0.157049097
AK,Ammonia,1A3c_Rail,light_oil,TON,0.000378923
AK,Ammonia,1A3dii_Domestic-navigation (shipping),diesel_oil,TON,10.70821093
AK,Ammonia,1A4aii_Commercial-institutional-mobile,diesel_oil,TON,0.105024751
AK,Ammonia,1A4aii_Commercial-institutional-mobile,light_oil,TON,0.219708789
AK,Ammonia,1A4bi_Residential-mobile,diesel_oil,TON,0.01760379
AK,Ammonia,1A4bi_Residential-mobile,light_oil,TON,0.400630417
AK,Ammonia,1A4bi_Residential-stationary,biomass,TON,51.23086408
AK,Ammonia,1A4bi_Residential-stationary,diesel_oil,TON,40.56928
AK,Ammonia,1A4bi_Residential-stationary,hard_coal,TON,44.6461245
AK,Ammonia,1A4bi_Residential-stationary,light_oil,TON,5.57575565
AK,Ammonia,1A4bi_Residential-stationary,natural_gas,TON,206.3840786
AK,Ammonia,1A4c_Agriculture-forestry-fishing,diesel_oil,TON,0.169200519
AK,Ammonia,1A4c_Agriculture-forestry-fishing,light_oil,TON,0.022031137
AK,Ammonia,1A5_Recreational-Equipment-Land,diesel_oil,TON,0.002738586
AK,Ammonia,1A5_Recreational-Equipment-Land,light_oil,TON,3.639654933
AK,Ammonia,1A5_Recreational-Equipment-Marine,diesel_oil,TON,0.099509376
AK,Ammonia,1A5_Recreational-Equipment-Marine,light_oil,TON,0.672618948
AK,Ammonia,2B_Chemicals-other,Other_Fuel,TON,6.51
AK,Ammonia,5D1_Wastewater-domestic,,TON,2.58043265
AK,Carbon Dioxide,1A2_Industrial_fuel_comb_off_hwy,diesel_oil,TON,29941.35501
AK,Carbon Dioxide,1A2_Industrial_fuel_comb_off_hwy,light_oil,TON,12730.74527
AK,Carbon Dioxide,1A2_Industrial_fuel_comb_off_hwy,natural_gas,TON,3250.606228
AK,Carbon Dioxide,1A2g_Construction_and_Mining,diesel_oil,TON,175836.1623
AK,Carbon Dioxide,1A2g_Construction_and_Mining,light_oil,TON,3477.058604
AK,Carbon Dioxide,1A2g_Construction_and_Mining,natural_gas,TON,1.23925831
AK,Carbon Dioxide,1A3bii_Road-LDV,diesel_oil,TON,19627.44017
AK,Carbon Dioxide,1A3bii_Road-LDV,light_oil,TON,2117712.216
AK,Carbon Dioxide,1A3biii_Road-bus,diesel_oil,TON,21628.50336
AK,Carbon Dioxide,1A3biii_Road-heavy-duty-trucks-buses,light_oil,TON,112211.463
AK,Carbon Dioxide,1A3biii_Road-truck-heavy,diesel_oil,TON,671394.2555
AK,Carbon Dioxide,1A3biii_Road-truck-medium,diesel_oil,TON,45855.94376
AK,Carbon Dioxide,1A3biii_Road-truck-medium-heavy,diesel_oil,TON,133712.7198
AK,Carbon Dioxide,1A3biv_Road-mopeds-motorcycles,light_oil,TON,11336.33079
AK,Carbon Dioxide,1A3c_Rail,diesel_oil,TON,587.87292
AK,Carbon Dioxide,1A3c_Rail,light_oil,TON,29.26131875
AK,Carbon Dioxide,1A4aii_Commercial-institutional-mobile,diesel_oil,TON,12895.02495
AK,Carbon Dioxide,1A4aii_Commercial-institutional-mobile,light_oil,TON,18049.33508
AK,Carbon Dioxide,1A4aii_Commercial-institutional-mobile,natural_gas,TON,875.4357975
AK,Carbon Dioxide,1A4bi_Residential-mobile,diesel_oil,TON,2163.397227
AK,Carbon Dioxide,1A4bi_Residential-mobile,light_oil,TON,29194.53495
AK,Carbon Dioxide,1A4c_Agriculture-forestry-fishing,diesel_oil,TON,20826.31046
AK,Carbon Dioxide,1A4c_Agriculture-forestry-fishing,light_oil,TON,1539.769721
AK,Carbon Dioxide,1A4c_Agriculture-forestry-fishing,natural_gas,TON,0.3354017
AK,Carbon Dioxide,1A5_Recreational-Equipment-Land,diesel_oil,TON,334.76617
AK,Carbon Dioxide,1A5_Recreational-Equipment-Land,light_oil,TON,235979.6383
AK,Carbon Dioxide,1A5_Recreational-Equipment-Marine,diesel_oil,TON,12254.62244
AK,Carbon Dioxide,1A5_Recreational-Equipment-Marine,light_oil,TON,45119.1637
AK,Carbon Monoxide,1A1a_Public-Electricity,biomass,TON,0
AK,Carbon Monoxide,1A1a_Public-Electricity,diesel_oil,TON,1923.58
AK,Carbon Monoxide,1A1a_Public-Electricity,hard_coal,TON,1583.32
AK,Carbon Monoxide,1A1a_Public-Electricity,light_oil,TON,1.36
AK,Carbon Monoxide,1A1a_Public-Electricity,natural_gas,TON,2541.58
AK,Carbon Monoxide,1A1b_Pet-refining,diesel_oil,TON,3.964528302
AK,Carbon Monoxide,1A1b_Pet-refining,natural_gas,TON,247.3554717
AK,Carbon Monoxide,1A1g_Other-energy-transf,diesel_oil,TON,2.52
AK,Carbon Monoxide,1A1g_Other-energy-transf,natural_gas,TON,1446.42
AK,Carbon Monoxide,1A2_Industrial_fuel_comb_off_hwy,diesel_oil,TON,1719.74443
AK,Carbon Monoxide,1A2_Industrial_fuel_comb_off_hwy,light_oil,TON,2338.576994
AK,Carbon Monoxide,1A2_Industrial_fuel_comb_off_hwy,natural_gas,TON,158.5305032
