# File: NEI_emissions_to_CEDS_adj_2017.csv
# Title: NEI emissions aggregated to states / pollutants / and extended CEDS sectors for 2017
# Units: TON
# Source: NEI 2017 version 1 accessible from: https://www.epa.gov/air-emissions-inventories/2017-national-emissions-inventory-nei-data#datas
# Comments: This data is pre-processed exogenously in a script available here: https://stash.pnnl.gov/projects/JGCRI/repos/gcam-core-data-proc_usnei_to_gcam/browse
# Column types: cccccn
# ----------
state,pollutant,CEDS_Sector,CEDS_Fuel,unit,emissions
AK,Ammonia,1A1a_Public-Electricity,diesel_oil,TON,23.8466
AK,Ammonia,1A1a_Public-Electricity,hard_coal,TON,0
AK,Ammonia,1A1a_Public-Electricity,natural_gas,TON,38.1796
AK,Ammonia,1A1b_Pet-refining,diesel_oil,TON,0
AK,Ammonia,1A1b_Pet-refining,natural_gas,TON,8.9604
AK,Ammonia,1A1g_Other-energy-transf,diesel_oil,TON,0
AK,Ammonia,1A1g_Other-energy-transf,natural_gas,TON,0.0234
AK,Ammonia,1A2_Industrial_fuel_comb_off_hwy,diesel_oil,TON,0.110796085
AK,Ammonia,1A2_Industrial_fuel_comb_off_hwy,light_oil,TON,0.013123202
AK,Ammonia,1A2_Industrial_fuel_combustion,Anthracite_Lignite,TON,0
AK,Ammonia,1A2_Industrial_fuel_combustion,biomass,TON,0.391450169
AK,Ammonia,1A2_Industrial_fuel_combustion,diesel_oil,TON,0.9924
AK,Ammonia,1A2_Industrial_fuel_combustion,hard_coal,TON,0.089395872
AK,Ammonia,1A2_Industrial_fuel_combustion,heavy_oil,TON,0.0286
AK,Ammonia,1A2_Industrial_fuel_combustion,light_oil,TON,0
AK,Ammonia,1A2_Industrial_fuel_combustion,natural_gas,TON,85.04433465
AK,Ammonia,1A2c_Chemicals,diesel_oil,TON,0
AK,Ammonia,1A2g_Construction_and_Mining,diesel_oil,TON,1.732721862
AK,Ammonia,1A2g_Construction_and_Mining,light_oil,TON,0.051883646
AK,Ammonia,1A3bii_Road-LDV,diesel_oil,TON,6.173384486
AK,Ammonia,1A3bii_Road-LDV,light_oil,TON,156.6349573
AK,Ammonia,1A3bii_Road-truck-Light-Commertial,diesel_oil,TON,1.808123506
AK,Ammonia,1A3bii_Road-truck-Light-Commertial,light_oil,TON,9.351543651
AK,Ammonia,1A3biii_Road-bus,diesel_oil,TON,0.542624774
AK,Ammonia,1A3biii_Road-bus,light_oil,TON,5.077356641
AK,Ammonia,1A3biii_Road-bus,natural_gas,TON,0.004780588
AK,Ammonia,1A3biii_Road-truck-Long-haul,diesel_oil,TON,3.333263331
AK,Ammonia,1A3biii_Road-truck-Long-haul,light_oil,TON,0.30765299
AK,Ammonia,1A3biii_Road-truck-Short-haul,diesel_oil,TON,4.566198805
AK,Ammonia,1A3biii_Road-truck-Short-haul,light_oil,TON,2.179882745
AK,Ammonia,1A3biv_Road-mopeds-motorcycles,light_oil,TON,1.010527995
AK,Ammonia,1A3c_Rail,diesel_oil,TON,0.148223823
AK,Ammonia,1A3dii_Domestic-navigation (shipping),diesel_oil,TON,4.902057323
AK,Ammonia,1A3dii_Domestic-navigation (shipping),heavy_oil,TON,3.685764133
AK,Ammonia,1A4ai_Commercial-institutional-stationary,biomass,TON,0.790755656
AK,Ammonia,1A4ai_Commercial-institutional-stationary,diesel_oil,TON,11.12141043
AK,Ammonia,1A4ai_Commercial-institutional-stationary,hard_coal,TON,0.02
AK,Ammonia,1A4ai_Commercial-institutional-stationary,heavy_oil,TON,0
AK,Ammonia,1A4ai_Commercial-institutional-stationary,light_oil,TON,0.063037624
AK,Ammonia,1A4ai_Commercial-institutional-stationary,natural_gas,TON,1.555176253
AK,Ammonia,1A4aii_Commercial-institutional-mobile,diesel_oil,TON,0.116315757
AK,Ammonia,1A4aii_Commercial-institutional-mobile,light_oil,TON,0.16867164
AK,Ammonia,1A4bi_Residential-mobile,diesel_oil,TON,0.022715132
AK,Ammonia,1A4bi_Residential-mobile,light_oil,TON,0.447885737
AK,Ammonia,1A4bi_Residential-stationary,biomass,TON,408.5081529
AK,Ammonia,1A4bi_Residential-stationary,diesel_oil,TON,26.16600001
AK,Ammonia,1A4bi_Residential-stationary,hard_coal,TON,0
AK,Ammonia,1A4bi_Residential-stationary,light_oil,TON,0.22275001
AK,Ammonia,1A4bi_Residential-stationary,natural_gas,TON,202.5586813
AK,Ammonia,1A4c_Agriculture-forestry-fishing,diesel_oil,TON,0.37608279
AK,Ammonia,1A4c_Agriculture-forestry-fishing,light_oil,TON,0.019927919
AK,Ammonia,1A5_Recreational-Equipment-Land,diesel_oil,TON,0.002611458
AK,Ammonia,1A5_Recreational-Equipment-Land,light_oil,TON,2.519764302
AK,Ammonia,1A5_Recreational-Equipment-Marine,diesel_oil,TON,0.091854823
AK,Ammonia,1A5_Recreational-Equipment-Marine,light_oil,TON,0.614278786
AK,Ammonia,1B2av_Fugitive-petr-distr,,TON,0
AK,Ammonia,1B2av_Fugitive-petr-distr-marine,light_oil,TON,0
AK,Ammonia,1B2b_Fugitive-NG-prod-distr,natural_gas,TON,0
AK,Ammonia,2A6_Other-minerals,,TON,0
AK,Ammonia,2C7_Other-metal,Other_Fuel,TON,1.15
AK,Ammonia,2D3d_Coating-application,,TON,0
AK,Ammonia,2H2_Food-and-beverage,Other_Fuel,TON,0.4197
AK,Ammonia,2H3_Other-industrial-processes,biomass,TON,0
AK,Ammonia,3B1a_Cattle-dairy,,TON,8.3615432
AK,Ammonia,3B1b_Cattle-non-dairy,,TON,69.558888
AK,Ammonia,3B2_Manure-sheep,,TON,2.4504099
AK,Ammonia,3B3_Manure-swine,,TON,17.6820036
AK,Ammonia,3B4_Manure-other,,TON,9.1786416
AK,Ammonia,3B4_Manure-poultry,,TON,6.607215157
AK,Ammonia,3B4d_Manure-goats,,TON,5.2771403
AK,Ammonia,5B_Compost-biogas,Other_Fuel,TON,15.79019
AK,Ammonia,5C_Incineration,,TON,0.529
AK,Ammonia,5C_Incineration,biomass,TON,0
AK,Ammonia,5D1_Wastewater-domestic,,TON,1.2452765
AK,Carbon Dioxide,1A2_Industrial_fuel_comb_off_hwy,diesel_oil,TON,13652.3779
AK,Carbon Dioxide,1A2_Industrial_fuel_comb_off_hwy,light_oil,TON,7528.777963
AK,Carbon Dioxide,1A2_Industrial_fuel_comb_off_hwy,natural_gas,TON,429.201685
AK,Carbon Dioxide,1A2g_Construction_and_Mining,diesel_oil,TON,213392.5403
AK,Carbon Dioxide,1A2g_Construction_and_Mining,light_oil,TON,4217.817934
AK,Carbon Dioxide,1A2g_Construction_and_Mining,natural_gas,TON,1.077038528
AK,Carbon Dioxide,1A3aii_Domestic-aviation,Other_Fuel,TON,1031207.933
AK,Carbon Dioxide,1A3bii_Road-LDV,diesel_oil,TON,219969.9481
AK,Carbon Dioxide,1A3bii_Road-LDV,light_oil,TON,2231627.609
AK,Carbon Dioxide,1A3bii_Road-truck-Light-Commertial,diesel_oil,TON,65409.58823
AK,Carbon Dioxide,1A3bii_Road-truck-Light-Commertial,light_oil,TON,152730.5778
AK,Carbon Dioxide,1A3biii_Road-bus,diesel_oil,TON,35556.36097
AK,Carbon Dioxide,1A3biii_Road-bus,light_oil,TON,142761.5385
AK,Carbon Dioxide,1A3biii_Road-bus,natural_gas,TON,184.8967544
AK,Carbon Dioxide,1A3biii_Road-truck-Long-haul,diesel_oil,TON,243410.218
AK,Carbon Dioxide,1A3biii_Road-truck-Long-haul,light_oil,TON,11179.34643
AK,Carbon Dioxide,1A3biii_Road-truck-Short-haul,diesel_oil,TON,246739.8126
AK,Carbon Dioxide,1A3biii_Road-truck-Short-haul,light_oil,TON,60896.70938
AK,Carbon Dioxide,1A3biv_Road-mopeds-motorcycles,light_oil,TON,10275.833
AK,Carbon Dioxide,1A4aii_Commercial-institutional-mobile,diesel_oil,TON,14310.19435
AK,Carbon Dioxide,1A4aii_Commercial-institutional-mobile,light_oil,TON,13759.18158
AK,Carbon Dioxide,1A4aii_Commercial-institutional-mobile,natural_gas,TON,713.3587814
AK,Carbon Dioxide,1A4bi_Residential-mobile,diesel_oil,TON,2796.181379
AK,Carbon Dioxide,1A4bi_Residential-mobile,light_oil,TON,33478.61015
AK,Carbon Dioxide,1A4c_Agriculture-forestry-fishing,diesel_oil,TON,46336.0098
AK,Carbon Dioxide,1A4c_Agriculture-forestry-fishing,light_oil,TON,1502.834183
AK,Carbon Dioxide,1A4c_Agriculture-forestry-fishing,natural_gas,TON,149.4587978
AK,Carbon Dioxide,1A5_Recreational-Equipment-Land,diesel_oil,TON,320.351519
AK,Carbon Dioxide,1A5_Recreational-Equipment-Land,light_oil,TON,175252.0488
AK,Carbon Dioxide,1A5_Recreational-Equipment-Marine,diesel_oil,TON,11311.20243
AK,Carbon Dioxide,1A5_Recreational-Equipment-Marine,light_oil,TON,44710.25663
AK,Carbon Dioxide,2H3_Other-industrial-processes,Other_Fuel,TON,11647865.47
AK,Carbon Monoxide,11C_Other-natural,,TON,411056.9175
AK,Carbon Monoxide,1A1a_Public-Electricity,biomass,TON,0.04
AK,Carbon Monoxide,1A1a_Public-Electricity,diesel_oil,TON,1518.4064
AK,Carbon Monoxide,1A1a_Public-Electricity,hard_coal,TON,949.679
AK,Carbon Monoxide,1A1a_Public-Electricity,light_oil,TON,97.7325
AK,Carbon Monoxide,1A1a_Public-Electricity,natural_gas,TON,2267.705
AK,Carbon Monoxide,1A1b_Pet-refining,diesel_oil,TON,0
AK,Carbon Monoxide,1A1b_Pet-refining,natural_gas,TON,418.5866
AK,Carbon Monoxide,1A1g_Other-energy-transf,diesel_oil,TON,26.9724
AK,Carbon Monoxide,1A1g_Other-energy-transf,natural_gas,TON,912.4014
AK,Carbon Monoxide,1A2_Industrial_fuel_comb_off_hwy,diesel_oil,TON,47.0154341
AK,Carbon Monoxide,1A2_Industrial_fuel_comb_off_hwy,light_oil,TON,985.1664947
AK,Carbon Monoxide,1A2_Industrial_fuel_comb_off_hwy,natural_gas,TON,6.960503118
AK,Carbon Monoxide,1A2_Industrial_fuel_combustion,Anthracite_Lignite,TON,0
AK,Carbon Monoxide,1A2_Industrial_fuel_combustion,biomass,TON,33.81838694
AK,Carbon Monoxide,1A2_Industrial_fuel_combustion,diesel_oil,TON,686.4147671
AK,Carbon Monoxide,1A2_Industrial_fuel_combustion,hard_coal,TON,595.7043414
AK,Carbon Monoxide,1A2_Industrial_fuel_combustion,heavy_oil,TON,0.140614122
AK,Carbon Monoxide,1A2_Industrial_fuel_combustion,light_oil,TON,0
AK,Carbon Monoxide,1A2_Industrial_fuel_combustion,natural_gas,TON,5613.194547
AK,Carbon Monoxide,1A2c_Chemicals,diesel_oil,TON,2.2003
AK,Carbon Monoxide,1A2g_Construction_and_Mining,diesel_oil,TON,569.2135751
AK,Carbon Monoxide,1A2g_Construction_and_Mining,light_oil,TON,853.1903763
AK,Carbon Monoxide,1A2g_Construction_and_Mining,natural_gas,TON,0.095125126
AK,Carbon Monoxide,1A3aii_Domestic-aviation,Other_Fuel,TON,13599.73872
AK,Carbon Monoxide,1A3bii_Road-LDV,diesel_oil,TON,2463.41024
AK,Carbon Monoxide,1A3bii_Road-LDV,light_oil,TON,52223.34952
AK,Carbon Monoxide,1A3bii_Road-truck-Light-Commertial,diesel_oil,TON,506.9025214
AK,Carbon Monoxide,1A3bii_Road-truck-Light-Commertial,light_oil,TON,3695.018895
AK,Carbon Monoxide,1A3biii_Road-bus,diesel_oil,TON,111.2057931
AK,Carbon Monoxide,1A3biii_Road-bus,light_oil,TON,5566.465237
AK,Carbon Monoxide,1A3biii_Road-bus,natural_gas,TON,1.397346006
AK,Carbon Monoxide,1A3biii_Road-truck-Long-haul,diesel_oil,TON,388.2118559
AK,Carbon Monoxide,1A3biii_Road-truck-Long-haul,light_oil,TON,103.0387647
AK,Carbon Monoxide,1A3biii_Road-truck-Short-haul,diesel_oil,TON,558.0001349
AK,Carbon Monoxide,1A3biii_Road-truck-Short-haul,light_oil,TON,1333.675522
AK,Carbon Monoxide,1A3biv_Road-mopeds-motorcycles,light_oil,TON,475.8910336
AK,Carbon Monoxide,1A3c_Rail,diesel_oil,TON,47.3746967
