# File: NEI_emissions_to_CEDS_adj_2014.csv
# Title: NEI emissions aggregated to states / pollutants / and extended CEDS sectors for 2014
# Units: TON
# Source: NEI 2014 version 2 accessible from: https://www.epa.gov/air-emissions-inventories/2014-national-emissions-inventory-nei-data#datas
# Comments: This data is pre-processed exogenously in a script available here: https://stash.pnnl.gov/projects/JGCRI/repos/gcam-core-data-proc_usnei_to_gcam/browse
# Column types: cccccn
# ----------
state,pollutant,CEDS_Sector,CEDS_Fuel,unit,emissions
AK,Ammonia,1A1a_Public-Electricity,diesel_oil,TON,20.86
AK,Ammonia,1A1a_Public-Electricity,hard_coal,TON,0.08
AK,Ammonia,1A1a_Public-Electricity,natural_gas,TON,1.34
AK,Ammonia,1A1b_Pet-refining,natural_gas,TON,6.43
AK,Ammonia,1A2_Industrial_fuel_comb_off_hwy,diesel_oil,TON,0.145078747
AK,Ammonia,1A2_Industrial_fuel_comb_off_hwy,light_oil,TON,0.003217437
AK,Ammonia,1A2_Industrial_fuel_combustion,Anthracite_Lignite,TON,0
AK,Ammonia,1A2_Industrial_fuel_combustion,biomass,TON,0.155298382
AK,Ammonia,1A2_Industrial_fuel_combustion,diesel_oil,TON,3.04035136
AK,Ammonia,1A2_Industrial_fuel_combustion,hard_coal,TON,0.07
AK,Ammonia,1A2_Industrial_fuel_combustion,heavy_oil,TON,0
AK,Ammonia,1A2_Industrial_fuel_combustion,light_oil,TON,0
AK,Ammonia,1A2_Industrial_fuel_combustion,natural_gas,TON,408.3063339
AK,Ammonia,1A2g_Construction_and_Mining,diesel_oil,TON,1.628854206
AK,Ammonia,1A2g_Construction_and_Mining,light_oil,TON,0.042048437
AK,Ammonia,1A3bii_Road-LDV,diesel_oil,TON,4.118563303
AK,Ammonia,1A3bii_Road-LDV,light_oil,TON,145.5219769
AK,Ammonia,1A3bii_Road-truck-Light-Commertial,diesel_oil,TON,0.464748194
AK,Ammonia,1A3bii_Road-truck-Light-Commertial,light_oil,TON,4.586066697
AK,Ammonia,1A3biii_Road-bus,diesel_oil,TON,0.877683668
AK,Ammonia,1A3biii_Road-bus,light_oil,TON,3.480429518
AK,Ammonia,1A3biii_Road-bus,natural_gas,TON,0.004953931
AK,Ammonia,1A3biii_Road-truck-Long-haul,diesel_oil,TON,2.670486137
AK,Ammonia,1A3biii_Road-truck-Long-haul,light_oil,TON,0.135158264
AK,Ammonia,1A3biii_Road-truck-Short-haul,diesel_oil,TON,12.22345971
AK,Ammonia,1A3biii_Road-truck-Short-haul,light_oil,TON,0.939959079
AK,Ammonia,1A3biv_Road-mopeds-motorcycles,light_oil,TON,1.034618463
AK,Ammonia,1A3c_Rail,diesel_oil,TON,0.152794039
AK,Ammonia,1A3c_Rail,light_oil,TON,0.000397331
AK,Ammonia,1A3dii_Domestic-navigation (shipping),diesel_oil,TON,14.42993183
AK,Ammonia,1A4ai_Commercial-institutional-stationary,biomass,TON,0.008258426
AK,Ammonia,1A4ai_Commercial-institutional-stationary,diesel_oil,TON,2.1327465
AK,Ammonia,1A4ai_Commercial-institutional-stationary,hard_coal,TON,0.0923134
AK,Ammonia,1A4ai_Commercial-institutional-stationary,heavy_oil,TON,0
AK,Ammonia,1A4ai_Commercial-institutional-stationary,light_oil,TON,0.000570171
AK,Ammonia,1A4ai_Commercial-institutional-stationary,natural_gas,TON,4.568932543
AK,Ammonia,1A4aii_Commercial-institutional-mobile,diesel_oil,TON,0.123666115
AK,Ammonia,1A4aii_Commercial-institutional-mobile,light_oil,TON,0.250284575
AK,Ammonia,1A4bi_Residential-mobile,diesel_oil,TON,0.021661578
AK,Ammonia,1A4bi_Residential-mobile,light_oil,TON,0.436004117
AK,Ammonia,1A4bi_Residential-stationary,biomass,TON,33.78643585
AK,Ammonia,1A4bi_Residential-stationary,diesel_oil,TON,23.34055
AK,Ammonia,1A4bi_Residential-stationary,hard_coal,TON,0
AK,Ammonia,1A4bi_Residential-stationary,light_oil,TON,0.121500056
AK,Ammonia,1A4bi_Residential-stationary,natural_gas,TON,177.4330067
AK,Ammonia,1A4c_Agriculture-forestry-fishing,diesel_oil,TON,0.166872536
AK,Ammonia,1A4c_Agriculture-forestry-fishing,light_oil,TON,0.025043629
AK,Ammonia,1A5_Recreational-Equipment-Land,diesel_oil,TON,0.003136643
AK,Ammonia,1A5_Recreational-Equipment-Land,light_oil,TON,4.145059024
AK,Ammonia,1A5_Recreational-Equipment-Marine,diesel_oil,TON,0.113973161
AK,Ammonia,1A5_Recreational-Equipment-Marine,light_oil,TON,0.649318653
AK,Ammonia,2C7_Other-metal,Other_Fuel,TON,0.0025
AK,Ammonia,2H2_Food-and-beverage,Other_Fuel,TON,0.99
AK,Ammonia,2H3_Other-industrial-processes,Other_Fuel,TON,0.6
AK,Ammonia,5B_Compost-biogas,Other_Fuel,TON,15.70704
AK,Ammonia,5C_Incineration,,TON,7.51
