# File: NEI_emissions_to_CEDS_adj_2011.csv
# Title: NEI emissions aggregated to states / pollutants / and extended CEDS sectors for 2011
# Units: TON
# Source: NEI 2011 version 2 accessible from: https://www.epa.gov/air-emissions-inventories/2011-national-emissions-inventory-nei-data#datas
# Comments: This data is pre-processed exogenously in a script available here: https://stash.pnnl.gov/projects/JGCRI/repos/gcam-core-data-proc_usnei_to_gcam/browse
# Column types: cccccn
# ----------
state,pollutant,CEDS_Sector,CEDS_Fuel,unit,emissions
AK,Ammonia,1A1a_Public-Electricity,diesel_oil,TON,12.97
AK,Ammonia,1A1a_Public-Electricity,natural_gas,TON,0.89
AK,Ammonia,1A1b_Pet-refining,natural_gas,TON,5.96
AK,Ammonia,1A1g_Other-energy-transf,natural_gas,TON,0.43
AK,Ammonia,1A2_Industrial_fuel_comb_off_hwy,diesel_oil,TON,0.249924254
AK,Ammonia,1A2_Industrial_fuel_comb_off_hwy,light_oil,TON,0.060313854
AK,Ammonia,1A2_Industrial_fuel_combustion,biomass,TON,0.09799999
AK,Ammonia,1A2_Industrial_fuel_combustion,diesel_oil,TON,3.71
AK,Ammonia,1A2_Industrial_fuel_combustion,hard_coal,TON,0.08
AK,Ammonia,1A2_Industrial_fuel_combustion,heavy_oil,TON,0.057393471
AK,Ammonia,1A2_Industrial_fuel_combustion,natural_gas,TON,1.05
AK,Ammonia,1A2g_Construction_and_Mining,diesel_oil,TON,1.473084479
AK,Ammonia,1A2g_Construction_and_Mining,light_oil,TON,0.040461144
AK,Ammonia,1A3bii_Road-LDV,diesel_oil,TON,4.756984769
AK,Ammonia,1A3bii_Road-LDV,light_oil,TON,171.9665555
AK,Ammonia,1A3bii_Road-truck-Light-Commertial,diesel_oil,TON,0.990531397
AK,Ammonia,1A3bii_Road-truck-Light-Commertial,light_oil,TON,9.6585584
AK,Ammonia,1A3biii_Road-bus,diesel_oil,TON,0.3933365
AK,Ammonia,1A3biii_Road-bus,light_oil,TON,1.970034611
AK,Ammonia,1A3biii_Road-bus,natural_gas,TON,0.002592696
AK,Ammonia,1A3biii_Road-truck-Long-haul,diesel_oil,TON,5.576746885
AK,Ammonia,1A3biii_Road-truck-Long-haul,light_oil,TON,0.055325135
AK,Ammonia,1A3biii_Road-truck-Short-haul,diesel_oil,TON,4.455298289
AK,Ammonia,1A3biii_Road-truck-Short-haul,light_oil,TON,0.349135178
AK,Ammonia,1A3biv_Road-mopeds-motorcycles,light_oil,TON,1.360813504
AK,Ammonia,1A3c_Rail,diesel_oil,TON,0.133438817
