# File: CEDS_CH4_NC_EF.csv
# Title: CEDS CH4 non-combustion emissions factors
# Units: in table
# Source: CEDS
# Description: CEDS output data for CH4 non-combustion emissions factors
# Column types: ccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
iso,sector,fuel,units,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
abw,11A_Volcanoes,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,11B_Forest-fires,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,11C_Other-natural,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1bc_Other-transformation,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A3di_Oil_Tanker_Loading,process,kt/kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1B1_Fugitive-solid-fuels,process,kt/1000,0.000188432,0.000187138,0.000184266,0.000180091,0.000178056,0.000173299,0.000167313,0.000164709,0.000158391,0.000153255,0.000152393,0.000154049,0.000152241,0.000154064,0.000156756,0.000161229,0.000163338,0.000157342,0.000155984,0.000150126,0.000145769,0.00011944,0.000119727,0.000116819,0.000112666,0.000111064,0.000105914,0.000111142,0.000113478,0.000117766,0.000121644,0.000123164,0.000125754,0.000129631,0.000134958,0.000137856,0.000141279,0.000145053,0.000195429,0.000133773,0.000162495,0.000215751,0.000614427,0.000839502
abw,1B2d_Fugitive-other-energy,process,kt/kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1B2_Fugitive-petr-and-gas,process,kt/kt,9.23E-08,9.23E-08,9.23E-08,9.23E-08,9.23E-08,9.23E-08,1.23E-07,6.78E-07,8.26E-07,7.15E-07,7.91E-07,7.36E-07,1.28E-06,8.26E-07,3.06E-06,2.18E-05,1.90E-05,1.98E-05,2.72E-05,8.93E-06,9.06E-06,2.39E-06,1.80E-06,1.25E-06,2.17E-06,1.00E-06,1.59E-06,2.19E-06,1.83E-06,1.55E-06,1.74E-06,2.35E-06,1.58E-06,3.02E-06,2.87E-06,3.66E-06,4.07E-06,5.12E-06,8.74E-06,3.80E-05,6.77E-06,1.95E-05,3.40E-05,3.40E-05
abw,2A1_Cement-production,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,2A2_Lime-production,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,2A6_Other-minerals,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,2B_Chemical-industry,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,2C_Metal-production,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,2D3_Chemical-products-manufacture-processing,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,2D3_Other-product-use,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,2D_Degreasing-Cleaning,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,2D_Paint-application,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,2H_Pulp-and-paper-food-beverage-wood,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,2L_Other-process-emissions,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,3B_Manure-management,process,kt/1000,7.05E-05,7.00E-05,6.96E-05,6.92E-05,6.91E-05,6.92E-05,6.94E-05,6.97E-05,6.99E-05,6.97E-05,6.92E-05,6.83E-05,6.74E-05,6.67E-05,6.65E-05,6.69E-05,6.78E-05,6.86E-05,6.87E-05,6.74E-05,6.48E-05,6.14E-05,5.78E-05,5.46E-05,5.22E-05,5.04E-05,4.90E-05,4.80E-05,4.71E-05,4.61E-05,4.51E-05,4.41E-05,4.32E-05,4.24E-05,4.19E-05,4.16E-05,4.14E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05,4.13E-05
abw,3D_Rice-Cultivation,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,3D_Soil-emissions,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,3E_Enteric-fermentation,process,kt/1000,0.000570342,0.000566426,0.000562758,0.000560099,0.000558899,0.000559508,0.000561574,0.000564004,0.000565207,0.000564097,0.000559711,0.000552621,0.000544981,0.000539543,0.000537856,0.000541153,0.000548233,0.000555037,0.000555446,0.000545472,0.000524581,0.000496812,0.000467599,0.000441982,0.00042203,0.000407476,0.000396737,0.000388423,0.000380882,0.00037311,0.000364932,0.000356861,0.000349431,0.000343319,0.000338895,0.000336209,0.000334921,0.000334511,0.000334511,0.000334511,0.000334511,0.000334511,0.000334511,0.000334511
abw,3F_Agricultural-residue-burning-on-fields,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,3I_Agriculture-other,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,5A_Solid-waste-disposal,process,kt/1000,0.002826475,0.002907317,0.002971497,0.003056588,0.003132471,0.003234911,0.003329689,0.003443916,0.003534629,0.003610889,0.003681873,0.003733046,0.003777892,0.003851602,0.003966491,0.004102548,0.004285599,0.004469768,0.004620527,0.00466628,0.00464231,0.004543123,0.004441502,0.004354628,0.004319896,0.004339203,0.004388685,0.004445667,0.00449418,0.004534548,0.004553577,0.004568662,0.004576612,0.004597841,0.004648559,0.0047109,0.004791638,0.004874583,0.004874583,0.004874583,0.004874583,0.004874583,0.004874583,0.004874583
abw,5C_Waste-incineration,process,kt/kt,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791,0.173993791
abw,5D_Wastewater-handling,process,kt/1000,0.004559373,0.004594897,0.004631551,0.004675754,0.004715192,0.004769843,0.004820594,0.004874721,0.00491847,0.004958733,0.004969703,0.00495566,0.004935374,0.00493387,0.004950181,0.004980525,0.005045686,0.005108306,0.005128457,0.005100727,0.004982746,0.004836228,0.004662198,0.004511082,0.004394592,0.004267083,0.004154622,0.004056098,0.00399982,0.003973233,0.003961505,0.003979157,0.004009689,0.004030706,0.004048745,0.004125756,0.004208738,0.004312131,0.004312131,0.004312131,0.004312131,0.004312131,0.004312131,0.004312131
abw,5E_Other-waste-handling,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,6A_Other-in-total,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,6B_Other-not-in-total,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,7A_Fossil-fuel-fires,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,11A_Volcanoes,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,11B_Forest-fires,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,11C_Other-natural,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,1A1bc_Other-transformation,process,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,1A3di_Oil_Tanker_Loading,process,kt/kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
