# File: UCD_trn_data_SSP1.csv,,,,,,,,,,,,,,
# Title: SSP1 UCD transportation database,,,,,,,,,,,,,,
# Units: varies,,,,,,,,,,,,,,
# Description: UC Davis transportation database,,,,,,,,,,,,,,
# Source: Unknown,,,,,,,,,,,,,,
UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2020,2035,2050,2065,2080,2095
Australia_NZ,Freight,Rail,All,Liquids,Liquids,energy,PJ/yr,26.9254
Australia_NZ,Freight,Rail,All,Electric,Electricity,energy,PJ/yr,3.4057
Australia_NZ,Freight,Rail,All,Tech-Adv-Liquid,Liquids,energy,PJ/yr,0
Australia_NZ,Freight,Rail,All,Tech-Adv-Electric,Electricity,energy,PJ/yr,0
Australia_NZ,Passenger,Rail,All,Liquids,Liquids,energy,PJ/yr,2.2093
Australia_NZ,Passenger,Rail,All,Electric,Electricity,energy,PJ/yr,7.2002
Australia_NZ,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,energy,PJ/yr,0
Australia_NZ,Passenger,Rail,All,Tech-Adv-Electric,Electricity,energy,PJ/yr,0
Australia_NZ,Freight,Ship Domestic,All,Liquids,Liquids,energy,PJ/yr,10.5154
Australia_NZ,Freight,Ship International,All,Liquids,Liquids,energy,PJ/yr,44.5948
Australia_NZ,Freight,Truck,Truck (0-1t),Liquids,Liquids,energy,PJ/yr,191.0116
Australia_NZ,Freight,Truck,Truck (0-1t),NG,Natural Gas,energy,PJ/yr,0
Australia_NZ,Freight,Truck,Truck (1-6t),Liquids,Liquids,energy,PJ/yr,102.9152
Australia_NZ,Freight,Truck,Truck (1-6t),NG,Natural Gas,energy,PJ/yr,0
Australia_NZ,Freight,Truck,Truck (6-30t),Liquids,Liquids,energy,PJ/yr,155.773
Australia_NZ,Freight,Truck,Truck (6-30t),NG,Natural Gas,energy,PJ/yr,0
Canada,Passenger,Air Domestic,All,Liquids,Liquids,energy,PJ/yr,211.8899
Canada,Passenger,Air International,All,Liquids,Liquids,energy,PJ/yr,36.0895
Canada,Passenger,Bus,All,Liquids,Liquids,energy,PJ/yr,52.3081
Canada,Passenger,Bus,All,NG,Natural Gas,energy,PJ/yr,0.9692
Canada,Passenger,HSR,All,Electric,Electricity,energy,PJ/yr,0
Canada,Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,energy,PJ/yr,4.5103
Canada,Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,energy,PJ/yr,0
Canada,Passenger,LDV_4W,Midsize Car,Liquids,Liquids,energy,PJ/yr,722.1815
Canada,Passenger,LDV_4W,Midsize Car,Hybrid Liquids,Liquids,energy,PJ/yr,0.1423
Canada,Passenger,LDV_4W,Midsize Car,NG,Natural Gas,energy,PJ/yr,0.4366
Canada,Passenger,LDV_4W,Midsize Car,BEV,Electricity,energy,PJ/yr,0
Canada,Passenger,LDV_4W,Midsize Car,FCEV,Hydrogen,energy,PJ/yr,0
Canada,Passenger,LDV_4W,Van,Liquids,Liquids,energy,PJ/yr,231.0559
Canada,Passenger,LDV_4W,Van,Hybrid Liquids,Liquids,energy,PJ/yr,0
Canada,Passenger,LDV_4W,Van,NG,Natural Gas,energy,PJ/yr,0.1141
Canada,Passenger,LDV_4W,Van,BEV,Electricity,energy,PJ/yr,0
Canada,Passenger,LDV_4W,Van,FCEV,Hydrogen,energy,PJ/yr,0
Canada,Passenger,LDV_4W,Light Truck and SUV,Liquids,Liquids,energy,PJ/yr,242.4284
Canada,Passenger,LDV_4W,Light Truck and SUV,Hybrid Liquids,Liquids,energy,PJ/yr,0
Canada,Passenger,LDV_4W,Light Truck and SUV,NG,Natural Gas,energy,PJ/yr,0.1716
Canada,Passenger,LDV_4W,Light Truck and SUV,BEV,Electricity,energy,PJ/yr,0
Canada,Passenger,LDV_4W,Light Truck and SUV,FCEV,Hydrogen,energy,PJ/yr,0
Canada,Freight,Rail,All,Liquids,Liquids,energy,PJ/yr,72.5718
Canada,Freight,Rail,All,Electric,Electricity,energy,PJ/yr,0
Canada,Freight,Rail,All,Tech-Adv-Liquid,Liquids,energy,PJ/yr,0
Canada,Freight,Rail,All,Tech-Adv-Electric,Electricity,energy,PJ/yr,0
Canada,Passenger,Rail,All,Liquids,Liquids,energy,PJ/yr,3.4353
Canada,Passenger,Rail,All,Electric,Electricity,energy,PJ/yr,3
Canada,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,energy,PJ/yr,0
Canada,Passenger,Rail,All,Tech-Adv-Electric,Electricity,energy,PJ/yr,0
Canada,Freight,Ship Domestic,All,Liquids,Liquids,energy,PJ/yr,79.3357
Canada,Freight,Ship International,All,Liquids,Liquids,energy,PJ/yr,24.6812
Canada,Freight,Truck,Truck (0-4.5t),Liquids,Liquids,energy,PJ/yr,54.4349
Canada,Freight,Truck,Truck (0-4.5t),NG,Natural Gas,energy,PJ/yr,0
Canada,Freight,Truck,Truck (4.5-15t),Liquids,Liquids,energy,PJ/yr,136.5857
Canada,Freight,Truck,Truck (4.5-15t),NG,Natural Gas,energy,PJ/yr,0
Canada,Freight,Truck,Truck (>15t),Liquids,Liquids,energy,PJ/yr,332.4445
Canada,Freight,Truck,Truck (>15t),NG,Natural Gas,energy,PJ/yr,0
China,Passenger,Air Domestic,All,Liquids,Liquids,energy,PJ/yr,181.7173
China,Passenger,Air International,All,Liquids,Liquids,energy,PJ/yr,55.4217
China,Passenger,Bus,Light Bus,Liquids,Liquids,energy,PJ/yr,319.4752
China,Passenger,Bus,Light Bus,NG,Natural Gas,energy,PJ/yr,0.4414
China,Passenger,Bus,Heavy Bus,Liquids,Liquids,energy,PJ/yr,531.8106
China,Passenger,Bus,Heavy Bus,NG,Natural Gas,energy,PJ/yr,1.7562
China,Passenger,HSR,All,Electric,Electricity,energy,PJ/yr,0
China,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,energy,PJ/yr,403.8053
China,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,energy,PJ/yr,0.0003
China,Passenger,LDV_2W,Motorcycle (50-250cc),LA-BEV,Electricity,energy,PJ/yr,14.0838
China,Passenger,LDV_3W,Three-Wheeler,Liquids,Liquids,energy,PJ/yr,5.7883
China,Passenger,LDV_4W,Mini Car,Liquids,Liquids,energy,PJ/yr,91.2217
China,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,energy,PJ/yr,0
China,Passenger,LDV_4W,Mini Car,NG,Natural Gas,energy,PJ/yr,0.2989
China,Passenger,LDV_4W,Mini Car,BEV,Electricity,energy,PJ/yr,0
China,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,energy,PJ/yr,0
China,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,energy,PJ/yr,130.2522
China,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,energy,PJ/yr,0
China,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,energy,PJ/yr,0.3159
China,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,energy,PJ/yr,0
China,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,energy,PJ/yr,0
China,Passenger,LDV_4W,Compact Car,Liquids,Liquids,energy,PJ/yr,216.2487
China,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,energy,PJ/yr,0
China,Passenger,LDV_4W,Compact Car,NG,Natural Gas,energy,PJ/yr,0
China,Passenger,LDV_4W,Compact Car,BEV,Electricity,energy,PJ/yr,0
China,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,energy,PJ/yr,0
China,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,energy,PJ/yr,111.858
China,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,energy,PJ/yr,0
China,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,energy,PJ/yr,0
China,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,energy,PJ/yr,0
China,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,energy,PJ/yr,0
China,Freight,Rail,All,Liquids,Liquids,energy,PJ/yr,316.0585
China,Freight,Rail,All,Electric,Electricity,energy,PJ/yr,61.2622
China,Freight,Rail,All,Tech-Adv-Liquid,Liquids,energy,PJ/yr,0
China,Freight,Rail,All,Tech-Adv-Electric,Electricity,energy,PJ/yr,0
China,Freight,Rail,All,Coal,Coal,energy,PJ/yr,177
China,Passenger,Rail,All,Liquids,Liquids,energy,PJ/yr,69.8146
China,Passenger,Rail,All,Electric,Electricity,energy,PJ/yr,13.5323
China,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,energy,PJ/yr,0
China,Passenger,Rail,All,Tech-Adv-Electric,Electricity,energy,PJ/yr,0
China,Freight,Ship Domestic,All,Liquids,Liquids,energy,PJ/yr,388.2762
China,Freight,Ship International,All,Liquids,Liquids,energy,PJ/yr,320.7665
China,Freight,Truck,3W Rural,Liquids,Liquids,energy,PJ/yr,303.0144
China,Freight,Truck,3W Rural,NG,Natural Gas,energy,PJ/yr,0.0002
China,Freight,Truck,Truck (0-6t),Liquids,Liquids,energy,PJ/yr,611.169
China,Freight,Truck,Truck (0-6t),NG,Natural Gas,energy,PJ/yr,0.0005
China,Freight,Truck,Truck (6-14t),Liquids,Liquids,energy,PJ/yr,269.9613
China,Freight,Truck,Truck (6-14t),NG,Natural Gas,energy,PJ/yr,0.0175
China,Freight,Truck,Truck (>14t),Liquids,Liquids,energy,PJ/yr,492.8628
China,Freight,Truck,Truck (>14t),NG,Natural Gas,energy,PJ/yr,0.0876
Eastern Europe,Passenger,Air Domestic,All,Liquids,Liquids,energy,PJ/yr,2.5715
Eastern Europe,Passenger,Air International,All,Liquids,Liquids,energy,PJ/yr,42.9446
Eastern Europe,Passenger,Bus,All,Liquids,Liquids,energy,PJ/yr,108.6616
Eastern Europe,Passenger,Bus,All,NG,Natural Gas,energy,PJ/yr,1.6203
Eastern Europe,Passenger,HSR,All,Electric,Electricity,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_2W,Moped,Liquids,Liquids,energy,PJ/yr,14.1782
Eastern Europe,Passenger,LDV_2W,Moped,BEV,Electricity,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,energy,PJ/yr,10.0101
Eastern Europe,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,energy,PJ/yr,7.5552
Eastern Europe,Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,energy,PJ/yr,320.6837
Eastern Europe,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_4W,Compact Car,Liquids,Liquids,energy,PJ/yr,410.2433
Eastern Europe,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_4W,Compact Car,NG,Natural Gas,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_4W,Compact Car,BEV,Electricity,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_4W,Van,Liquids,Liquids,energy,PJ/yr,65.4306
Eastern Europe,Passenger,LDV_4W,Van,Hybrid Liquids,Liquids,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_4W,Van,NG,Natural Gas,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_4W,Van,BEV,Electricity,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_4W,Van,FCEV,Hydrogen,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,energy,PJ/yr,110.766
Eastern Europe,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,energy,PJ/yr,0
Eastern Europe,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,energy,PJ/yr,0
Eastern Europe,Freight,Rail,All,Liquids,Liquids,energy,PJ/yr,9.7776
Eastern Europe,Freight,Rail,All,Electric,Electricity,energy,PJ/yr,21.5159
Eastern Europe,Freight,Rail,All,Tech-Adv-Liquid,Liquids,energy,PJ/yr,0
Eastern Europe,Freight,Rail,All,Tech-Adv-Electric,Electricity,energy,PJ/yr,0
Eastern Europe,Passenger,Rail,All,Liquids,Liquids,energy,PJ/yr,10.935
Eastern Europe,Passenger,Rail,All,Electric,Electricity,energy,PJ/yr,19.1414
Eastern Europe,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,energy,PJ/yr,0
Eastern Europe,Passenger,Rail,All,Tech-Adv-Electric,Electricity,energy,PJ/yr,0
Eastern Europe,Freight,Ship Domestic,All,Liquids,Liquids,energy,PJ/yr,5.309
Eastern Europe,Freight,Ship International,All,Liquids,Liquids,energy,PJ/yr,19.3477
Eastern Europe,Freight,Truck,Truck (0-3.5t),Liquids,Liquids,energy,PJ/yr,31.0951
Eastern Europe,Freight,Truck,Truck (0-3.5t),NG,Natural Gas,energy,PJ/yr,0
Eastern Europe,Freight,Truck,Truck (3.5-16t),Liquids,Liquids,energy,PJ/yr,94.2423
Eastern Europe,Freight,Truck,Truck (3.5-16t),NG,Natural Gas,energy,PJ/yr,0
Eastern Europe,Freight,Truck,Truck (16-32t),Liquids,Liquids,energy,PJ/yr,194.5346
Eastern Europe,Freight,Truck,Truck (16-32t),NG,Natural Gas,energy,PJ/yr,0
Eastern Europe,Freight,Truck,Truck (>32t),Liquids,Liquids,energy,PJ/yr,154.9001
Eastern Europe,Freight,Truck,Truck (>32t),NG,Natural Gas,energy,PJ/yr,0
Former Soviet Union,Passenger,Air Domestic,All,Liquids,Liquids,energy,PJ/yr,332.7623
Former Soviet Union,Passenger,Air International,All,Liquids,Liquids,energy,PJ/yr,174.9422
Former Soviet Union,Passenger,Bus,All,Liquids,Liquids,energy,PJ/yr,241.1162
Former Soviet Union,Passenger,Bus,All,NG,Natural Gas,energy,PJ/yr,2.5861
Former Soviet Union,Passenger,HSR,All,Electric,Electricity,energy,PJ/yr,0
Former Soviet Union,Passenger,LDV_2W,Moped,Liquids,Liquids,energy,PJ/yr,15.0237
Former Soviet Union,Passenger,LDV_2W,Moped,BEV,Electricity,energy,PJ/yr,0
Former Soviet Union,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,energy,PJ/yr,73.9833
Former Soviet Union,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,energy,PJ/yr,0
Former Soviet Union,Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,energy,PJ/yr,11.818
Former Soviet Union,Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,energy,PJ/yr,0
Former Soviet Union,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,energy,PJ/yr,109.252
Former Soviet Union,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,energy,PJ/yr,0
Former Soviet Union,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,energy,PJ/yr,0.0377
Former Soviet Union,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,energy,PJ/yr,0
Former Soviet Union,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,energy,PJ/yr,0
Former Soviet Union,Passenger,LDV_4W,Compact Car,Liquids,Liquids,energy,PJ/yr,904.9071
Former Soviet Union,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,energy,PJ/yr,0
Former Soviet Union,Passenger,LDV_4W,Compact Car,NG,Natural Gas,energy,PJ/yr,0.3125
Former Soviet Union,Passenger,LDV_4W,Compact Car,BEV,Electricity,energy,PJ/yr,0
Former Soviet Union,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,energy,PJ/yr,0
Former Soviet Union,Passenger,LDV_4W,Midsize Car,Liquids,Liquids,energy,PJ/yr,271.5545
Former Soviet Union,Passenger,LDV_4W,Midsize Car,Hybrid Liquids,Liquids,energy,PJ/yr,0
Former Soviet Union,Passenger,LDV_4W,Midsize Car,NG,Natural Gas,energy,PJ/yr,0.0938
Former Soviet Union,Passenger,LDV_4W,Midsize Car,BEV,Electricity,energy,PJ/yr,0
Former Soviet Union,Passenger,LDV_4W,Midsize Car,FCEV,Hydrogen,energy,PJ/yr,0
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,energy,PJ/yr,203.386
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,energy,PJ/yr,0
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,energy,PJ/yr,0.0702
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,energy,PJ/yr,0
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,energy,PJ/yr,0
Former Soviet Union,Freight,Rail,All,Liquids,Liquids,energy,PJ/yr,104.6943
Former Soviet Union,Freight,Rail,All,Electric,Electricity,energy,PJ/yr,155.6428
Former Soviet Union,Freight,Rail,All,Tech-Adv-Liquid,Liquids,energy,PJ/yr,0
Former Soviet Union,Freight,Rail,All,Tech-Adv-Electric,Electricity,energy,PJ/yr,0
Former Soviet Union,Passenger,Rail,All,Liquids,Liquids,energy,PJ/yr,34.8981
Former Soviet Union,Passenger,Rail,All,Electric,Electricity,energy,PJ/yr,103.7619
Former Soviet Union,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,energy,PJ/yr,0
Former Soviet Union,Passenger,Rail,All,Tech-Adv-Electric,Electricity,energy,PJ/yr,0
Former Soviet Union,Freight,Ship Domestic,All,Liquids,Liquids,energy,PJ/yr,58.9835
Former Soviet Union,Freight,Ship International,All,Liquids,Liquids,energy,PJ/yr,22.034
Former Soviet Union,Freight,Truck,Truck (0-3.5t),Liquids,Liquids,energy,PJ/yr,201.9366
Former Soviet Union,Freight,Truck,Truck (0-3.5t),NG,Natural Gas,energy,PJ/yr,2.3665
Former Soviet Union,Freight,Truck,Truck (3.5-16t),Liquids,Liquids,energy,PJ/yr,108.054
Former Soviet Union,Freight,Truck,Truck (3.5-16t),NG,Natural Gas,energy,PJ/yr,1.2663
Former Soviet Union,Freight,Truck,Truck (16-32t),Liquids,Liquids,energy,PJ/yr,183.2237
Former Soviet Union,Freight,Truck,Truck (16-32t),NG,Natural Gas,energy,PJ/yr,2.1472
Former Soviet Union,Freight,Truck,Truck (>32t),Liquids,Liquids,energy,PJ/yr,129.6955
Former Soviet Union,Freight,Truck,Truck (>32t),NG,Natural Gas,energy,PJ/yr,1.5199
India,Passenger,Air Domestic,All,Liquids,Liquids,energy,PJ/yr,41.5676
India,Passenger,Air International,All,Liquids,Liquids,energy,PJ/yr,41.5676
India,Passenger,Bus,All,Liquids,Liquids,energy,PJ/yr,113.7842
India,Passenger,Bus,All,NG,Natural Gas,energy,PJ/yr,13.3708
India,Passenger,HSR,All,Electric,Electricity,energy,PJ/yr,0
India,Passenger,LDV_2W,Moped,Liquids,Liquids,energy,PJ/yr,34.5008
India,Passenger,LDV_2W,Moped,BEV,Electricity,energy,PJ/yr,0
India,Passenger,LDV_2W,Scooter,Liquids,Liquids,energy,PJ/yr,66.8524
India,Passenger,LDV_2W,Scooter,BEV,Electricity,energy,PJ/yr,0
India,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,energy,PJ/yr,84.7742
India,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,energy,PJ/yr,0
India,Passenger,LDV_3W,Three-Wheeler,Liquids,Liquids,energy,PJ/yr,36.8481
India,Passenger,LDV_3W,Three-Wheeler,NG,Natural Gas,energy,PJ/yr,7.4573
India,Passenger,LDV_4W,Mini Car,Liquids,Liquids,energy,PJ/yr,23.9135
India,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,energy,PJ/yr,0
India,Passenger,LDV_4W,Mini Car,NG,Natural Gas,energy,PJ/yr,0
India,Passenger,LDV_4W,Mini Car,BEV,Electricity,energy,PJ/yr,0
India,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,energy,PJ/yr,0
India,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,energy,PJ/yr,47.5233
India,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,energy,PJ/yr,0
India,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,energy,PJ/yr,3.1823
India,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,energy,PJ/yr,0
India,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,energy,PJ/yr,0
India,Passenger,LDV_4W,Compact Car,Liquids,Liquids,energy,PJ/yr,15.3272
India,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,energy,PJ/yr,0
India,Passenger,LDV_4W,Compact Car,NG,Natural Gas,energy,PJ/yr,1.1492
India,Passenger,LDV_4W,Compact Car,BEV,Electricity,energy,PJ/yr,0
India,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,energy,PJ/yr,0
India,Passenger,LDV_4W,Multipurpose Vehicle,Liquids,Liquids,energy,PJ/yr,30.063
India,Passenger,LDV_4W,Multipurpose Vehicle,Hybrid Liquids,Liquids,energy,PJ/yr,0
India,Passenger,LDV_4W,Multipurpose Vehicle,NG,Natural Gas,energy,PJ/yr,0
India,Passenger,LDV_4W,Multipurpose Vehicle,BEV,Electricity,energy,PJ/yr,0
India,Passenger,LDV_4W,Multipurpose Vehicle,FCEV,Hydrogen,energy,PJ/yr,0
India,Freight,Rail,All,Liquids,Liquids,energy,PJ/yr,30.6026
India,Freight,Rail,All,Electric,Electricity,energy,PJ/yr,19.6241
India,Freight,Rail,All,Tech-Adv-Liquid,Liquids,energy,PJ/yr,0
India,Freight,Rail,All,Tech-Adv-Electric,Electricity,energy,PJ/yr,0
India,Passenger,Rail,All,Liquids,Liquids,energy,PJ/yr,36.5663
India,Passenger,Rail,All,Electric,Electricity,energy,PJ/yr,17.7675
India,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,energy,PJ/yr,0
India,Passenger,Rail,All,Tech-Adv-Electric,Electricity,energy,PJ/yr,0
India,Freight,Ship Domestic,All,Liquids,Liquids,energy,PJ/yr,20.1594
India,Freight,Ship International,All,Liquids,Liquids,energy,PJ/yr,1.2309
India,Freight,Truck,Truck (0-2t),Liquids,Liquids,energy,PJ/yr,36.8481
India,Freight,Truck,Truck (0-2t),NG,Natural Gas,energy,PJ/yr,2.0628
India,Freight,Truck,Truck (2-5t),Liquids,Liquids,energy,PJ/yr,48.8993
India,Freight,Truck,Truck (2-5t),NG,Natural Gas,energy,PJ/yr,0
India,Freight,Truck,Truck (5-9t),Liquids,Liquids,energy,PJ/yr,595.7646
India,Freight,Truck,Truck (5-9t),NG,Natural Gas,energy,PJ/yr,0
India,Freight,Truck,Truck (9-16t),Liquids,Liquids,energy,PJ/yr,139.1553
India,Freight,Truck,Truck (9-16t),NG,Natural Gas,energy,PJ/yr,0
Japan,Passenger,Air Domestic,All,Liquids,Liquids,energy,PJ/yr,158.0565
Japan,Passenger,Air International,All,Liquids,Liquids,energy,PJ/yr,195.9147
Japan,Passenger,Bus,All,Liquids,Liquids,energy,PJ/yr,194.5208
Japan,Passenger,Bus,All,NG,Natural Gas,energy,PJ/yr,0
Japan,Passenger,HSR,All,Electric,Electricity,energy,PJ/yr,11.6152
Japan,Passenger,LDV_2W,Moped,Liquids,Liquids,energy,PJ/yr,27.228
Japan,Passenger,LDV_2W,Moped,BEV,Electricity,energy,PJ/yr,0
Japan,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,energy,PJ/yr,17.1725
Japan,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,energy,PJ/yr,0
Japan,Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,energy,PJ/yr,8.1681
Japan,Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,energy,PJ/yr,0
Japan,Passenger,LDV_4W,Mini Car,Liquids,Liquids,energy,PJ/yr,240.227
Japan,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,energy,PJ/yr,0
Japan,Passenger,LDV_4W,Mini Car,NG,Natural Gas,energy,PJ/yr,0
Japan,Passenger,LDV_4W,Mini Car,BEV,Electricity,energy,PJ/yr,0
Japan,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,energy,PJ/yr,0
Japan,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,energy,PJ/yr,388.8006
Japan,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,energy,PJ/yr,4.2124
Japan,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,energy,PJ/yr,0
Japan,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,energy,PJ/yr,0
Japan,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,energy,PJ/yr,0
Japan,Passenger,LDV_4W,Compact Car,Liquids,Liquids,energy,PJ/yr,494.1014
Japan,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,energy,PJ/yr,0
Japan,Passenger,LDV_4W,Compact Car,NG,Natural Gas,energy,PJ/yr,0
Japan,Passenger,LDV_4W,Compact Car,BEV,Electricity,energy,PJ/yr,0
Japan,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,energy,PJ/yr,0
Japan,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,energy,PJ/yr,508.2208
Japan,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,energy,PJ/yr,0
Japan,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,energy,PJ/yr,0
Japan,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,energy,PJ/yr,0
Japan,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,energy,PJ/yr,0
Japan,Freight,Rail,All,Liquids,Liquids,energy,PJ/yr,4.9035
Japan,Freight,Rail,All,Electric,Electricity,energy,PJ/yr,0.4876
Japan,Freight,Rail,All,Tech-Adv-Liquid,Liquids,energy,PJ/yr,0
Japan,Freight,Rail,All,Tech-Adv-Electric,Electricity,energy,PJ/yr,0
Japan,Passenger,Rail,All,Liquids,Liquids,energy,PJ/yr,4.2405
Japan,Passenger,Rail,All,Electric,Electricity,energy,PJ/yr,56.5748
Japan,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,energy,PJ/yr,0
Japan,Passenger,Rail,All,Tech-Adv-Electric,Electricity,energy,PJ/yr,0
Japan,Freight,Ship Domestic,All,Liquids,Liquids,energy,PJ/yr,163.7081
Japan,Freight,Ship International,All,Liquids,Liquids,energy,PJ/yr,245.313
Japan,Freight,Truck,Truck (0-1t),Liquids,Liquids,energy,PJ/yr,553.852
Japan,Freight,Truck,Truck (0-1t),NG,Natural Gas,energy,PJ/yr,0
Japan,Freight,Truck,Truck (1-6t),Liquids,Liquids,energy,PJ/yr,758.6305
Japan,Freight,Truck,Truck (1-6t),NG,Natural Gas,energy,PJ/yr,0
Korea,Passenger,Air Domestic,All,Liquids,Liquids,energy,PJ/yr,56.5694
Korea,Passenger,Air International,All,Liquids,Liquids,energy,PJ/yr,5.2169
