# File: A44.shell_eff_mult_RG3.csv
# Title: GCAM 3.0 multipliers from USA to other regions - shell efficiency. Calculated based on per-capita GDP and heating degree days
# Units: Unitless
region_GCAM3,1971,2005,2020,2035,2050,2065,2080,2095,2100
USA,1,1,1,1,1,1,1,1,1
Canada,1.030301607,1.026630629,1.022972731,1.020943932,1.018242741,1.01564377,1.014421959,1.012913258,1.012913258
Western Europe,1.066621573,1.062643772,1.058680805,1.054048162,1.051475742,1.048247858,1.045311213,1.04337865,1.04337865
Japan,0.99506183,0.997916341,1.00077904,1.000198397,1.000319506,0.999280129,0.999968095,1.001684673,1.001684673
Australia_NZ,1.077007755,1.068339342,1.059740697,1.056280339,1.05356462,1.051303819,1.051489648,1.050965902,1.050965902
Former Soviet Union,1.40591974,1.337086644,1.271623581,1.225393659,1.186261891,1.152876329,1.125750262,1.102306692,1.102306692
China,1.544520112,1.394210061,1.258527927,1.184774717,1.138762746,1.107267385,1.081153373,1.064248361,1.064248361
Middle East,1.29755401,1.261624129,1.226689163,1.203733231,1.185295515,1.170171506,1.154075623,1.139937526,1.139937526
Africa,1.596472495,1.543338511,1.491972939,1.456513744,1.417835016,1.367529598,1.317343154,1.274395042,1.274395042
Latin America,1.310234705,1.279042228,1.248592345,1.226813359,1.205561885,1.180916196,1.151767399,1.12825199,1.12825199
Southeast Asia,1.502289264,1.424501723,1.350741968,1.285856119,1.237324941,1.194450948,1.162928492,1.137861619,1.137861619
Eastern Europe,1.294277362,1.238060623,1.184285649,1.150355037,1.115900248,1.088818653,1.06555252,1.047596357,1.047596357
Korea,1.123217514,1.102754361,1.082664012,1.072133048,1.061018733,1.051037645,1.043416233,1.037123655,1.037123655
India,1.739317916,1.602221578,1.475931434,1.38144364,1.31137399,1.256676105,1.216545985,1.183043209,1.183043209
