# File: UCD_techs_revised.csv
# Title: UCD technologies mapping
# Units: NA
# Description: Maps UCD technology to GCAM technology
# Source: Mishra et al. 2013.Documented in JIRA issue https://jira.pnnl.gov/jira/browse/JGCRI-358?src=confmacro.
# Column types: ccccccccccc
# ----------
UCD_sector,mode,size.class,UCD_technology,UCD_fuel,UCD_category,fuel,supplysector,tranSubsector,tranTechnology,minicam.energy.input
Passenger,Rail,All,Tech-Adv-Electric,Electricity,trn_road and rail,electricity,trn_pass,Passenger Rail,Tech-Adv-Electric,elect_td_trn
Freight,Ship Domestic,All,Liquids,Liquids,trn_domestic ship,refined liquids,trn_freight,Domestic Ship,Liquids,refined liquids enduse
Freight,Ship International,All,Liquids,Liquids,trn_international ship,refined liquids,trn_shipping_intl,International Ship,Liquids,refined liquids enduse
Freight,Truck,Truck (0-2t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,Truck (0-2t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Truck (2-5t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,Truck (2-5t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Truck (5-9t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Medium truck,Liquids,refined liquids enduse
Freight,Truck,Truck (5-9t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Medium truck,NG,delivered gas
Freight,Truck,Truck (9-16t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Heavy truck,Liquids,refined liquids enduse
Freight,Truck,Truck (9-16t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Heavy truck,NG,delivered gas
Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV,2W and 3W,Liquids,refined liquids enduse
Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV,2W and 3W,BEV,elect_td_trn
Passenger,LDV_4W,Midsize Car,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Car,Liquids,refined liquids enduse
Passenger,LDV_4W,Midsize Car,Hybrid Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Car,Hybrid Liquids,refined liquids enduse
Passenger,LDV_4W,Midsize Car,NG,Natural Gas,trn_road and rail,gas,trn_pass_road_LDV_4W,Car,NG,delivered gas
Passenger,LDV_4W,Midsize Car,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV_4W,Car,BEV,elect_td_trn
Passenger,LDV_4W,Midsize Car,FCEV,Hydrogen,trn_road and rail,hydrogen,trn_pass_road_LDV_4W,Car,FCEV,H2 enduse
Passenger,LDV_4W,Large Car,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,refined liquids enduse
Passenger,LDV_4W,Large Car,Hybrid Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,refined liquids enduse
Passenger,LDV_4W,Large Car,NG,Natural Gas,trn_road and rail,gas,trn_pass_road_LDV_4W,Large Car and Truck,NG,delivered gas
Passenger,LDV_4W,Large Car,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV_4W,Large Car and Truck,BEV,elect_td_trn
Passenger,LDV_4W,Large Car,FCEV,Hydrogen,trn_road and rail,hydrogen,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,H2 enduse
Passenger,LDV_4W,Light Truck and SUV,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,refined liquids enduse
Passenger,LDV_4W,Light Truck and SUV,Hybrid Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,refined liquids enduse
Passenger,LDV_4W,Light Truck and SUV,NG,Natural Gas,trn_road and rail,gas,trn_pass_road_LDV_4W,Large Car and Truck,NG,delivered gas
Passenger,LDV_4W,Light Truck and SUV,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV_4W,Large Car and Truck,BEV,elect_td_trn
Passenger,LDV_4W,Light Truck and SUV,FCEV,Hydrogen,trn_road and rail,hydrogen,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,H2 enduse
Freight,Truck,Truck (0-1t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,Truck (0-1t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Truck (1-6t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,Truck (1-6t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Truck (6-30t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Heavy truck,Liquids,refined liquids enduse
Freight,Truck,Truck (6-30t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Heavy truck,NG,delivered gas
Passenger,LDV_2W,Moped,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV,2W and 3W,Liquids,refined liquids enduse
Passenger,LDV_2W,Moped,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV,2W and 3W,BEV,elect_td_trn
Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,refined liquids enduse
Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,refined liquids enduse
Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,trn_road and rail,gas,trn_pass_road_LDV_4W,Large Car and Truck,NG,delivered gas
Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV_4W,Large Car and Truck,BEV,elect_td_trn
Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,trn_road and rail,hydrogen,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,H2 enduse
Freight,Truck,Truck (6-15t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Medium truck,Liquids,refined liquids enduse
Freight,Truck,Truck (6-15t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Medium truck,NG,delivered gas
Freight,Truck,Truck (>15t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Heavy truck,Liquids,refined liquids enduse
Freight,Truck,Truck (>15t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Heavy truck,NG,delivered gas
Passenger,LDV_4W,Van,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,refined liquids enduse
Passenger,LDV_4W,Van,Hybrid Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,refined liquids enduse
Passenger,LDV_4W,Van,NG,Natural Gas,trn_road and rail,gas,trn_pass_road_LDV_4W,Large Car and Truck,NG,delivered gas
Passenger,LDV_4W,Van,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV_4W,Large Car and Truck,BEV,elect_td_trn
Passenger,LDV_4W,Van,FCEV,Hydrogen,trn_road and rail,hydrogen,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,H2 enduse
Freight,Truck,Truck (0-4.5t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,Truck (0-4.5t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Truck (4.5-15t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Medium truck,Liquids,refined liquids enduse
Freight,Truck,Truck (4.5-15t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Medium truck,NG,delivered gas
Passenger,Bus,Light Bus,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_bus,Bus,Liquids,refined liquids enduse
Passenger,Bus,Light Bus,NG,Natural Gas,trn_road and rail,gas,trn_pass_road_bus,Bus,NG,delivered gas
Passenger,Bus,Heavy Bus,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_bus,Bus,Liquids,refined liquids enduse
Passenger,Bus,Heavy Bus,NG,Natural Gas,trn_road and rail,gas,trn_pass_road_bus,Bus,NG,delivered gas
Passenger,LDV_2W,Motorcycle (50-250cc),LA-BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV,2W and 3W,LA-BEV,elect_td_trn
Freight,Rail,All,Coal,Coal,trn_road and rail,coal,trn_freight,Freight Rail,Coal,delivered coal
Freight,Truck,3W Rural,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,3W Rural,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Truck (0-6t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,Truck (0-6t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Truck (6-14t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Medium truck,Liquids,refined liquids enduse
Freight,Truck,Truck (6-14t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Medium truck,NG,delivered gas
Freight,Truck,Truck (>14t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Heavy truck,Liquids,refined liquids enduse
Freight,Truck,Truck (>14t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Heavy truck,NG,delivered gas
Freight,Truck,Truck (0-3.5t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,Truck (0-3.5t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Truck (3.5-16t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Medium truck,Liquids,refined liquids enduse
Freight,Truck,Truck (3.5-16t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Medium truck,NG,delivered gas
Freight,Truck,Truck (16-32t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Heavy truck,Liquids,refined liquids enduse
Freight,Truck,Truck (16-32t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Heavy truck,NG,delivered gas
Freight,Truck,Truck (>32t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Heavy truck,Liquids,refined liquids enduse
Freight,Truck,Truck (>32t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Heavy truck,NG,delivered gas
Passenger,LDV_2W,Scooter,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV,2W and 3W,Liquids,refined liquids enduse
Passenger,LDV_2W,Scooter,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV,2W and 3W,BEV,elect_td_trn
Freight,Truck,Truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Medium truck,Liquids,refined liquids enduse
Freight,Truck,Truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Medium truck,NG,delivered gas
Freight,Truck,Truck (0-2.7t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,Truck (0-2.7t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Truck (2.7-4.5t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Medium truck,Liquids,refined liquids enduse
Freight,Truck,Truck (2.7-4.5t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Medium truck,NG,delivered gas
Freight,Truck,Truck (4.5-12t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Medium truck,Liquids,refined liquids enduse
Freight,Truck,Truck (4.5-12t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Medium truck,NG,delivered gas
Freight,Truck,Truck (>12t),Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Heavy truck,Liquids,refined liquids enduse
Freight,Truck,Truck (>12t),NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Heavy truck,NG,delivered gas
Passenger,Bus,All,BEV,Electricity,trn_road and rail,electricity,trn_pass_road,Bus,BEV,elect_td_trn
Passenger,Bus,Light Bus,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_bus,Bus,BEV,elect_td_trn
Passenger,Bus,Heavy Bus,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_bus,Bus,BEV,elect_td_trn
Freight,Truck,Truck (0-2t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Light truck,BEV,elect_td_trn
Freight,Truck,Truck (2-5t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Light truck,BEV,elect_td_trn
Freight,Truck,Truck (5-9t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Medium truck,BEV,elect_td_trn
Freight,Truck,Truck (9-16t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Heavy truck,BEV,elect_td_trn
Freight,Truck,Truck (0-1t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Light truck,BEV,elect_td_trn
Freight,Truck,Truck (1-6t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Light truck,BEV,elect_td_trn
Freight,Truck,Truck (6-30t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Heavy truck,BEV,elect_td_trn
Freight,Truck,Truck (6-15t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Medium truck,BEV,elect_td_trn
Freight,Truck,Truck (>15t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Heavy truck,BEV,elect_td_trn
Freight,Truck,Truck (0-4.5t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Light truck,BEV,elect_td_trn
Freight,Truck,Truck (4.5-15t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Medium truck,BEV,elect_td_trn
Freight,Truck,3W Rural,BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Light truck,BEV,elect_td_trn
Freight,Truck,Truck (0-6t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Light truck,BEV,elect_td_trn
Freight,Truck,Truck (6-14t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Medium truck,BEV,elect_td_trn
Freight,Truck,Truck (>14t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Heavy truck,BEV,elect_td_trn
Freight,Truck,Truck (0-3.5t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Light truck,BEV,elect_td_trn
Freight,Truck,Truck (3.5-16t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Medium truck,BEV,elect_td_trn
Freight,Truck,Truck (16-32t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Heavy truck,BEV,elect_td_trn
Freight,Truck,Truck (>32t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Heavy truck,BEV,elect_td_trn
Freight,Truck,Truck,BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Medium truck,BEV,elect_td_trn
Freight,Truck,Truck (0-2.7t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Light truck,BEV,elect_td_trn
Freight,Truck,Truck (2.7-4.5t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Medium truck,BEV,elect_td_trn
Freight,Truck,Truck (4.5-12t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Medium truck,BEV,elect_td_trn
Freight,Truck,Truck (>12t),BEV,Electricity,trn_road and rail,electricity,trn_freight_road,Heavy truck,BEV,elect_td_trn
Passenger,LDV_3W,Three-Wheeler,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV,2W and 3W,BEV,elect_td_trn
