country_index,gcam_cty_name,iso3_code,x,y,Weight
2,Afghanistan,afg,49,131,0.00238007291749674
2,Afghanistan,afg,49,132,0.0251655173788267
2,Afghanistan,afg,49,133,0.0285244927711573
2,Afghanistan,afg,50,128,0.337616938945447
2,Afghanistan,afg,50,129,0.258073215655028
2,Afghanistan,afg,50,130,0.527975490817978
2,Afghanistan,afg,50,131,0.898173953955736
2,Afghanistan,afg,50,132,0.949890389164603
2,Afghanistan,afg,50,133,0.865635345732479
2,Afghanistan,afg,50,134,0.404142285509789
2,Afghanistan,afg,51,128,0.740547384581062
2,Afghanistan,afg,51,129,0.999999992086404
2,Afghanistan,afg,51,130,1
2,Afghanistan,afg,51,131,1
2,Afghanistan,afg,51,132,1
2,Afghanistan,afg,51,133,1
2,Afghanistan,afg,51,134,0.496939389794254
2,Afghanistan,afg,52,128,0.716908947277908
2,Afghanistan,afg,52,129,1
2,Afghanistan,afg,52,130,0.999999991392669
2,Afghanistan,afg,52,131,1
2,Afghanistan,afg,52,132,1
2,Afghanistan,afg,52,133,1
2,Afghanistan,afg,52,134,0.994902204701443
2,Afghanistan,afg,52,135,0.203032812995933
2,Afghanistan,afg,53,128,0.58702879847215
2,Afghanistan,afg,53,129,1
2,Afghanistan,afg,53,130,0.998838432655829
2,Afghanistan,afg,53,131,0.99980310816643
2,Afghanistan,afg,53,132,1
2,Afghanistan,afg,53,133,1
2,Afghanistan,afg,53,134,1
2,Afghanistan,afg,53,135,0.89885334479572
2,Afghanistan,afg,53,136,0.343004258130448
2,Afghanistan,afg,54,128,0.20655300156896
2,Afghanistan,afg,54,129,0.605762680351252
2,Afghanistan,afg,54,130,0.979183760402184
2,Afghanistan,afg,54,131,0.999999991924833
2,Afghanistan,afg,54,132,1
2,Afghanistan,afg,54,133,1
2,Afghanistan,afg,54,134,1
2,Afghanistan,afg,54,135,1
2,Afghanistan,afg,54,136,0.674346426458909
2,Afghanistan,afg,55,130,0.686108100706894
2,Afghanistan,afg,55,131,0.9952093911929
2,Afghanistan,afg,55,132,0.999999987757223
2,Afghanistan,afg,55,133,0.999151142190063
2,Afghanistan,afg,55,134,0.999705780258484
2,Afghanistan,afg,55,135,1
2,Afghanistan,afg,55,136,0.466993089152517
2,Afghanistan,afg,56,130,0.292499461234493
2,Afghanistan,afg,56,131,0.95125791018126
2,Afghanistan,afg,56,132,0.998833355565444
2,Afghanistan,afg,56,133,0.999854628720853
2,Afghanistan,afg,56,134,0.999999935144132
2,Afghanistan,afg,56,135,1
2,Afghanistan,afg,56,136,0.444494738023335
2,Afghanistan,afg,57,131,0.0247704959735636
2,Afghanistan,afg,57,132,0.55907976595517
2,Afghanistan,afg,57,133,0.962413870261681
2,Afghanistan,afg,57,134,0.998954202524229
2,Afghanistan,afg,57,135,0.99720197163402
2,Afghanistan,afg,57,136,0.889396942419506
2,Afghanistan,afg,57,137,0.150134050055294
2,Afghanistan,afg,58,132,0.00176434854603411
2,Afghanistan,afg,58,133,0.376221745810396
2,Afghanistan,afg,58,134,0.737091561127711
2,Afghanistan,afg,58,135,0.702515719833776
2,Afghanistan,afg,58,136,0.670243464356669
2,Afghanistan,afg,58,137,0.455777507447325
2,Afghanistan,afg,59,135,0.041731770952079
2,Afghanistan,afg,59,136,0.260078290435464
2,Afghanistan,afg,60,136,0.495612001353858
2,Afghanistan,afg,61,136,0.0802690239621415
3,Albania,alb,16,139,0.00328498889395912
3,Albania,alb,16,140,0.00648892516440679
3,Albania,alb,16,141,0.0089032079700766
3,Albania,alb,17,139,0.566794935302085
3,Albania,alb,17,140,0.919071657517926
3,Albania,alb,17,141,0.823657048846124
3,Albania,alb,17,142,0.0770954107356756
3,Albania,alb,18,139,0.0514752438258634
3,Albania,alb,18,140,0.130295125526016
4,Algeria,dza,1,119,0.0357217249345054
4,Algeria,dza,1,120,0.790278240817999
4,Algeria,dza,1,121,1
4,Algeria,dza,1,122,1
4,Algeria,dza,1,123,1
4,Algeria,dza,1,124,1
4,Algeria,dza,1,125,1
4,Algeria,dza,1,126,1
4,Algeria,dza,1,127,1
4,Algeria,dza,1,128,1
4,Algeria,dza,1,129,1
4,Algeria,dza,1,130,1
4,Algeria,dza,1,131,1
4,Algeria,dza,1,132,1
4,Algeria,dza,1,133,1
4,Algeria,dza,1,134,0.990098140611725
4,Algeria,dza,1,135,0.18721577362782
4,Algeria,dza,2,118,0.102761927788393
4,Algeria,dza,2,119,0.748945317061454
4,Algeria,dza,2,120,1
4,Algeria,dza,2,121,1
4,Algeria,dza,2,122,1
4,Algeria,dza,2,123,1
4,Algeria,dza,2,124,1
4,Algeria,dza,2,125,1
4,Algeria,dza,2,126,1
4,Algeria,dza,2,127,1
4,Algeria,dza,2,128,1
4,Algeria,dza,2,129,1
4,Algeria,dza,2,130,1
4,Algeria,dza,2,131,1
4,Algeria,dza,2,132,1
4,Algeria,dza,2,133,1
4,Algeria,dza,2,134,1
4,Algeria,dza,2,135,0.714569495616362
4,Algeria,dza,3,118,0.685812619166655
4,Algeria,dza,3,119,1
