Linked GHG configuration,,,,,,,,,,,,,
"Note, the model assumes carbon prices are in 1990$/tC so approriate adjustments must be made",,,,,,,,,,,,,
,,,,,,,,,,,,,
Linked Policies,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
region,gas,price-adjust,demand-adjust,market,linked-policy,price-unit,output-unit,,,Gas Lookup,GWP,Include price feedback,Include in constraint
Africa_Eastern,SF6,global,GHG,,,,,,,,,,
Africa_Eastern,CH4_AWB,global,GHG,,,,,,,,,,
Africa_Eastern,CH4_AGR,global,GHG,,,,,,,,,,
Africa_Eastern,N2O_AWB,global,GHG,,,,,,,,,,
Africa_Eastern,N2O_AGR,global,GHG,,,,,,,,,,
Africa_Northern,CO2,global,GHG,,,,,,,,,,
Africa_Northern,CH4,global,GHG,,,,,,,,,,
Africa_Northern,N2O,global,GHG,,,,,,,,,,
Africa_Northern,C2F6,global,GHG,,,,,,,,,,
Africa_Northern,CF4,global,GHG,,,,,,,,,,
Africa_Northern,HFC125,global,GHG,,,,,,,,,,
Africa_Northern,HFC134a,global,GHG,,,,,,,,,,
Africa_Northern,HFC245fa,global,GHG,,,,,,,,,,
Africa_Northern,SF6,global,GHG,,,,,,,,,,
Africa_Northern,CH4_AWB,global,GHG,,,,,,,,,,
Africa_Northern,CH4_AGR,global,GHG,,,,,,,,,,
Africa_Northern,N2O_AWB,global,GHG,,,,,,,,,,
Africa_Northern,N2O_AGR,global,GHG,,,,,,,,,,
Africa_Southern,CO2,global,GHG,,,,,,,,,,
Africa_Southern,CH4,global,GHG,,,,,,,,,,
Africa_Southern,N2O,global,GHG,,,,,,,,,,
Africa_Southern,C2F6,global,GHG,,,,,,,,,,
Africa_Southern,CF4,global,GHG,,,,,,,,,,
Africa_Southern,HFC125,global,GHG,,,,,,,,,,
Africa_Southern,HFC134a,global,GHG,,,,,,,,,,
Africa_Southern,HFC245fa,global,GHG,,,,,,,,,,
Africa_Southern,SF6,global,GHG,,,,,,,,,,
Africa_Southern,CH4_AWB,global,GHG,,,,,,,,,,
Africa_Southern,CH4_AGR,global,GHG,,,,,,,,,,
Africa_Southern,N2O_AWB,global,GHG,,,,,,,,,,
Africa_Southern,N2O_AGR,global,GHG,,,,,,,,,,
Africa_Western,CO2,global,GHG,,,,,,,,,,
Africa_Western,CH4,global,GHG,,,,,,,,,,
Africa_Western,N2O,global,GHG,,,,,,,,,,
Africa_Western,C2F6,global,GHG,,,,,,,,,,
Africa_Western,CF4,global,GHG,,,,,,,,,,
Africa_Western,HFC125,global,GHG,,,,,,,,,,
Africa_Western,HFC134a,global,GHG,,,,,,,,,,
Africa_Western,HFC245fa,global,GHG,,,,,,,,,,
Africa_Western,SF6,global,GHG,,,,,,,,,,
Africa_Western,CH4_AWB,global,GHG,,,,,,,,,,
Africa_Western,CH4_AGR,global,GHG,,,,,,,,,,
Africa_Western,N2O_AWB,global,GHG,,,,,,,,,,
Africa_Western,N2O_AGR,global,GHG,,,,,,,,,,
Australia_NZ,CO2,global,GHG,,,,,,,,,,
Australia_NZ,CH4,global,GHG,,,,,,,,,,
Australia_NZ,N2O,global,GHG,,,,,,,,,,
Australia_NZ,C2F6,global,GHG,,,,,,,,,,
Australia_NZ,CF4,global,GHG,,,,,,,,,,
Australia_NZ,HFC125,global,GHG,,,,,,,,,,
Australia_NZ,HFC134a,global,GHG,,,,,,,,,,
Australia_NZ,HFC245fa,global,GHG,,,,,,,,,,
Australia_NZ,SF6,global,GHG,,,,,,,,,,
Australia_NZ,CH4_AWB,global,GHG,,,,,,,,,,
Australia_NZ,CH4_AGR,global,GHG,,,,,,,,,,
Australia_NZ,N2O_AWB,global,GHG,,,,,,,,,,
Australia_NZ,N2O_AGR,global,GHG,,,,,,,,,,
Brazil,CO2,global,GHG,,,,,,,,,,
Brazil,CH4,global,GHG,,,,,,,,,,
Brazil,N2O,global,GHG,,,,,,,,,,
Brazil,C2F6,global,GHG,,,,,,,,,,
Brazil,CF4,global,GHG,,,,,,,,,,
Brazil,HFC125,global,GHG,,,,,,,,,,
Brazil,HFC134a,global,GHG,,,,,,,,,,
Brazil,HFC245fa,global,GHG,,,,,,,,,,
Brazil,SF6,global,GHG,,,,,,,,,,
Brazil,CH4_AWB,global,GHG,,,,,,,,,,
Brazil,CH4_AGR,global,GHG,,,,,,,,,,
Brazil,N2O_AWB,global,GHG,,,,,,,,,,
Brazil,N2O_AGR,global,GHG,,,,,,,,,,
Canada,CO2,global,GHG,,,,,,,,,,
Canada,CH4,global,GHG,,,,,,,,,,
Canada,N2O,global,GHG,,,,,,,,,,
Canada,C2F6,global,GHG,,,,,,,,,,
Canada,CF4,global,GHG,,,,,,,,,,
Canada,HFC125,global,GHG,,,,,,,,,,
Canada,HFC134a,global,GHG,,,,,,,,,,
Canada,HFC245fa,global,GHG,,,,,,,,,,
Canada,SF6,global,GHG,,,,,,,,,,
Canada,CH4_AWB,global,GHG,,,,,,,,,,
Canada,CH4_AGR,global,GHG,,,,,,,,,,
Canada,N2O_AWB,global,GHG,,,,,,,,,,
Canada,N2O_AGR,global,GHG,,,,,,,,,,
Central America and Caribbean,CO2,global,GHG,,,,,,,,,,
Central America and Caribbean,CH4,global,GHG,,,,,,,,,,
Central America and Caribbean,N2O,global,GHG,,,,,,,,,,
Central America and Caribbean,C2F6,global,GHG,,,,,,,,,,
Central America and Caribbean,CF4,global,GHG,,,,,,,,,,
Central America and Caribbean,HFC125,global,GHG,,,,,,,,,,
Central America and Caribbean,HFC134a,global,GHG,,,,,,,,,,
Central America and Caribbean,HFC245fa,global,GHG,,,,,,,,,,
Central America and Caribbean,SF6,global,GHG,,,,,,,,,,
Central America and Caribbean,CH4_AWB,global,GHG,,,,,,,,,,
Central America and Caribbean,CH4_AGR,global,GHG,,,,,,,,,,
Central America and Caribbean,N2O_AWB,global,GHG,,,,,,,,,,
Central America and Caribbean,N2O_AGR,global,GHG,,,,,,,,,,
Central Asia,CO2,global,GHG,,,,,,,,,,
Central Asia,CH4,global,GHG,,,,,,,,,,
Central Asia,N2O,global,GHG,,,,,,,,,,
Central Asia,C2F6,global,GHG,,,,,,,,,,
Central Asia,CF4,global,GHG,,,,,,,,,,
Central Asia,HFC125,global,GHG,,,,,,,,,,
Central Asia,HFC134a,global,GHG,,,,,,,,,,
Central Asia,HFC245fa,global,GHG,,,,,,,,,,
Central Asia,SF6,global,GHG,,,,,,,,,,
Central Asia,CH4_AWB,global,GHG,,,,,,,,,,
Central Asia,CH4_AGR,global,GHG,,,,,,,,,,
Central Asia,N2O_AWB,global,GHG,,,,,,,,,,
Central Asia,N2O_AGR,global,GHG,,,,,,,,,,
China,CO2,global,GHG,,,,,,,,,,
China,CH4,global,GHG,,,,,,,,,,
China,N2O,global,GHG,,,,,,,,,,
China,C2F6,global,GHG,,,,,,,,,,
China,CF4,global,GHG,,,,,,,,,,
China,HFC125,global,GHG,,,,,,,,,,
China,HFC134a,global,GHG,,,,,,,,,,
China,HFC245fa,global,GHG,,,,,,,,,,
China,SF6,global,GHG,,,,,,,,,,
China,CH4_AWB,global,GHG,,,,,,,,,,
China,CH4_AGR,global,GHG,,,,,,,,,,
China,N2O_AWB,global,GHG,,,,,,,,,,
China,N2O_AGR,global,GHG,,,,,,,,,,
EU-12,CO2,global,GHG,,,,,,,,,,
EU-12,CH4,global,GHG,,,,,,,,,,
EU-12,N2O,global,GHG,,,,,,,,,,
EU-12,C2F6,global,GHG,,,,,,,,,,
EU-12,CF4,global,GHG,,,,,,,,,,
EU-12,HFC125,global,GHG,,,,,,,,,,
EU-12,HFC134a,global,GHG,,,,,,,,,,
EU-12,HFC245fa,global,GHG,,,,,,,,,,
EU-12,SF6,global,GHG,,,,,,,,,,
EU-12,CH4_AWB,global,GHG,,,,,,,,,,
EU-12,CH4_AGR,global,GHG,,,,,,,,,,
EU-12,N2O_AWB,global,GHG,,,,,,,,,,
EU-12,N2O_AGR,global,GHG,,,,,,,,,,
EU-15,CO2,global,GHG,,,,,,,,,,
EU-15,CH4,global,GHG,,,,,,,,,,
EU-15,N2O,global,GHG,,,,,,,,,,
EU-15,C2F6,global,GHG,,,,,,,,,,
EU-15,CF4,global,GHG,,,,,,,,,,
EU-15,HFC125,global,GHG,,,,,,,,,,
EU-15,HFC134a,global,GHG,,,,,,,,,,
EU-15,HFC245fa,global,GHG,,,,,,,,,,
EU-15,SF6,global,GHG,,,,,,,,,,
EU-15,CH4_AWB,global,GHG,,,,,,,,,,
EU-15,CH4_AGR,global,GHG,,,,,,,,,,
EU-15,N2O_AWB,global,GHG,,,,,,,,,,
EU-15,N2O_AGR,global,GHG,,,,,,,,,,
Europe_Eastern,CO2,global,GHG,,,,,,,,,,
Europe_Eastern,CH4,global,GHG,,,,,,,,,,
Europe_Eastern,N2O,global,GHG,,,,,,,,,,
Europe_Eastern,C2F6,global,GHG,,,,,,,,,,
Europe_Eastern,CF4,global,GHG,,,,,,,,,,
Europe_Eastern,HFC125,global,GHG,,,,,,,,,,
Europe_Eastern,HFC134a,global,GHG,,,,,,,,,,
Europe_Eastern,HFC245fa,global,GHG,,,,,,,,,,
Europe_Eastern,SF6,global,GHG,,,,,,,,,,
Europe_Eastern,CH4_AWB,global,GHG,,,,,,,,,,
Europe_Eastern,CH4_AGR,global,GHG,,,,,,,,,,
Europe_Eastern,N2O_AWB,global,GHG,,,,,,,,,,
Europe_Eastern,N2O_AGR,global,GHG,,,,,,,,,,
Europe_Non_EU,CO2,global,GHG,,,,,,,,,,
Europe_Non_EU,CH4,global,GHG,,,,,,,,,,
Europe_Non_EU,N2O,global,GHG,,,,,,,,,,
Europe_Non_EU,C2F6,global,GHG,,,,,,,,,,
Europe_Non_EU,CF4,global,GHG,,,,,,,,,,
Europe_Non_EU,HFC125,global,GHG,,,,,,,,,,
Europe_Non_EU,HFC134a,global,GHG,,,,,,,,,,
Europe_Non_EU,HFC245fa,global,GHG,,,,,,,,,,
Europe_Non_EU,SF6,global,GHG,,,,,,,,,,
Europe_Non_EU,CH4_AWB,global,GHG,,,,,,,,,,
Europe_Non_EU,CH4_AGR,global,GHG,,,,,,,,,,
Europe_Non_EU,N2O_AWB,global,GHG,,,,,,,,,,
Europe_Non_EU,N2O_AGR,global,GHG,,,,,,,,,,
European Free Trade Association,CO2,global,GHG,,,,,,,,,,
European Free Trade Association,CH4,global,GHG,,,,,,,,,,
European Free Trade Association,N2O,global,GHG,,,,,,,,,,
European Free Trade Association,C2F6,global,GHG,,,,,,,,,,
European Free Trade Association,CF4,global,GHG,,,,,,,,,,
European Free Trade Association,HFC125,global,GHG,,,,,,,,,,
European Free Trade Association,HFC134a,global,GHG,,,,,,,,,,
European Free Trade Association,HFC245fa,global,GHG,,,,,,,,,,
European Free Trade Association,SF6,global,GHG,,,,,,,,,,
European Free Trade Association,CH4_AWB,global,GHG,,,,,,,,,,
European Free Trade Association,CH4_AGR,global,GHG,,,,,,,,,,
European Free Trade Association,N2O_AWB,global,GHG,,,,,,,,,,
European Free Trade Association,N2O_AGR,global,GHG,,,,,,,,,,
India,CO2,global,GHG,,,,,,,,,,
India,CH4,global,GHG,,,,,,,,,,
India,N2O,global,GHG,,,,,,,,,,
India,C2F6,global,GHG,,,,,,,,,,
India,CF4,global,GHG,,,,,,,,,,
India,HFC125,global,GHG,,,,,,,,,,
India,HFC134a,global,GHG,,,,,,,,,,
India,HFC245fa,global,GHG,,,,,,,,,,
India,SF6,global,GHG,,,,,,,,,,
India,CH4_AWB,global,GHG,,,,,,,,,,
India,CH4_AGR,global,GHG,,,,,,,,,,
India,N2O_AWB,global,GHG,,,,,,,,,,
India,N2O_AGR,global,GHG,,,,,,,,,,
Indonesia,CO2,global,GHG,,,,,,,,,,
Indonesia,CH4,global,GHG,,,,,,,,,,
Indonesia,N2O,global,GHG,,,,,,,,,,
Indonesia,C2F6,global,GHG,,,,,,,,,,
Indonesia,CF4,global,GHG,,,,,,,,,,
Indonesia,HFC125,global,GHG,,,,,,,,,,
Indonesia,HFC134a,global,GHG,,,,,,,,,,
Indonesia,HFC245fa,global,GHG,,,,,,,,,,
Indonesia,SF6,global,GHG,,,,,,,,,,
Indonesia,CH4_AWB,global,GHG,,,,,,,,,,
Indonesia,CH4_AGR,global,GHG,,,,,,,,,,
Indonesia,N2O_AWB,global,GHG,,,,,,,,,,
Indonesia,N2O_AGR,global,GHG,,,,,,,,,,
Japan,CO2,global,GHG,,,,,,,,,,
Japan,CH4,global,GHG,,,,,,,,,,
Japan,N2O,global,GHG,,,,,,,,,,
Japan,C2F6,global,GHG,,,,,,,,,,
Japan,CF4,global,GHG,,,,,,,,,,
Japan,HFC125,global,GHG,,,,,,,,,,
Japan,HFC134a,global,GHG,,,,,,,,,,
Japan,HFC245fa,global,GHG,,,,,,,,,,
Japan,SF6,global,GHG,,,,,,,,,,
Japan,CH4_AWB,global,GHG,,,,,,,,,,
Japan,CH4_AGR,global,GHG,,,,,,,,,,
Japan,N2O_AWB,global,GHG,,,,,,,,,,
Japan,N2O_AGR,global,GHG,,,,,,,,,,
Mexico,CO2,global,GHG,,,,,,,,,,
Mexico,CH4,global,GHG,,,,,,,,,,
Mexico,N2O,global,GHG,,,,,,,,,,
Mexico,C2F6,global,GHG,,,,,,,,,,
Mexico,CF4,global,GHG,,,,,,,,,,
Mexico,HFC125,global,GHG,,,,,,,,,,
Mexico,HFC134a,global,GHG,,,,,,,,,,
Mexico,HFC245fa,global,GHG,,,,,,,,,,
Mexico,SF6,global,GHG,,,,,,,,,,
Mexico,CH4_AWB,global,GHG,,,,,,,,,,
Mexico,CH4_AGR,global,GHG,,,,,,,,,,
Mexico,N2O_AWB,global,GHG,,,,,,,,,,
Mexico,N2O_AGR,global,GHG,,,,,,,,,,
Middle East,CO2,global,GHG,,,,,,,,,,
Middle East,CH4,global,GHG,,,,,,,,,,
Middle East,N2O,global,GHG,,,,,,,,,,
Middle East,C2F6,global,GHG,,,,,,,,,,
Middle East,CF4,global,GHG,,,,,,,,,,
Middle East,HFC125,global,GHG,,,,,,,,,,
Middle East,HFC134a,global,GHG,,,,,,,,,,
Middle East,HFC245fa,global,GHG,,,,,,,,,,
Middle East,SF6,global,GHG,,,,,,,,,,
Middle East,CH4_AWB,global,GHG,,,,,,,,,,
Middle East,CH4_AGR,global,GHG,,,,,,,,,,
Middle East,N2O_AWB,global,GHG,,,,,,,,,,
Middle East,N2O_AGR,global,GHG,,,,,,,,,,
Pakistan,CO2,global,GHG,,,,,,,,,,
Pakistan,CH4,global,GHG,,,,,,,,,,
Pakistan,N2O,global,GHG,,,,,,,,,,
Pakistan,C2F6,global,GHG,,,,,,,,,,
Pakistan,CF4,global,GHG,,,,,,,,,,
Pakistan,HFC125,global,GHG,,,,,,,,,,
Pakistan,HFC134a,global,GHG,,,,,,,,,,
Pakistan,HFC245fa,global,GHG,,,,,,,,,,
Pakistan,SF6,global,GHG,,,,,,,,,,
Pakistan,CH4_AWB,global,GHG,,,,,,,,,,
Pakistan,CH4_AGR,global,GHG,,,,,,,,,,
Pakistan,N2O_AWB,global,GHG,,,,,,,,,,
Pakistan,N2O_AGR,global,GHG,,,,,,,,,,
Russia,CO2,global,GHG,,,,,,,,,,
Russia,CH4,global,GHG,,,,,,,,,,
Russia,N2O,global,GHG,,,,,,,,,,
Russia,C2F6,global,GHG,,,,,,,,,,
Russia,CF4,global,GHG,,,,,,,,,,
Russia,HFC125,global,GHG,,,,,,,,,,
Russia,HFC134a,global,GHG,,,,,,,,,,
Russia,HFC245fa,global,GHG,,,,,,,,,,
Russia,SF6,global,GHG,,,,,,,,,,
Russia,CH4_AWB,global,GHG,,,,,,,,,,
Russia,CH4_AGR,global,GHG,,,,,,,,,,
Russia,N2O_AWB,global,GHG,,,,,,,,,,
Russia,N2O_AGR,global,GHG,,,,,,,,,,
South Africa,CO2,global,GHG,,,,,,,,,,
South Africa,CH4,global,GHG,,,,,,,,,,
South Africa,N2O,global,GHG,,,,,,,,,,
South Africa,C2F6,global,GHG,,,,,,,,,,
South Africa,CF4,global,GHG,,,,,,,,,,
South Africa,HFC125,global,GHG,,,,,,,,,,
South Africa,HFC134a,global,GHG,,,,,,,,,,
South Africa,HFC245fa,global,GHG,,,,,,,,,,
South Africa,SF6,global,GHG,,,,,,,,,,
South Africa,CH4_AWB,global,GHG,,,,,,,,,,
South Africa,CH4_AGR,global,GHG,,,,,,,,,,
South Africa,N2O_AWB,global,GHG,,,,,,,,,,
South Africa,N2O_AGR,global,GHG,,,,,,,,,,
South America_Northern,CO2,global,GHG,,,,,,,,,,
South America_Northern,CH4,global,GHG,,,,,,,,,,
South America_Northern,N2O,global,GHG,,,,,,,,,,
South America_Northern,C2F6,global,GHG,,,,,,,,,,
South America_Northern,CF4,global,GHG,,,,,,,,,,
South America_Northern,HFC125,global,GHG,,,,,,,,,,
South America_Northern,HFC134a,global,GHG,,,,,,,,,,
South America_Northern,HFC245fa,global,GHG,,,,,,,,,,
South America_Northern,SF6,global,GHG,,,,,,,,,,
South America_Northern,CH4_AWB,global,GHG,,,,,,,,,,
South America_Northern,CH4_AGR,global,GHG,,,,,,,,,,
South America_Northern,N2O_AWB,global,GHG,,,,,,,,,,
South America_Northern,N2O_AGR,global,GHG,,,,,,,,,,
South America_Southern,CO2,global,GHG,,,,,,,,,,
South America_Southern,CH4,global,GHG,,,,,,,,,,
South America_Southern,N2O,global,GHG,,,,,,,,,,
South America_Southern,C2F6,global,GHG,,,,,,,,,,
South America_Southern,CF4,global,GHG,,,,,,,,,,
South America_Southern,HFC125,global,GHG,,,,,,,,,,
South America_Southern,HFC134a,global,GHG,,,,,,,,,,
South America_Southern,HFC245fa,global,GHG,,,,,,,,,,
South America_Southern,SF6,global,GHG,,,,,,,,,,
South America_Southern,CH4_AWB,global,GHG,,,,,,,,,,
South America_Southern,CH4_AGR,global,GHG,,,,,,,,,,
South America_Southern,N2O_AWB,global,GHG,,,,,,,,,,
South America_Southern,N2O_AGR,global,GHG,,,,,,,,,,
South Asia,CO2,global,GHG,,,,,,,,,,
South Asia,CH4,global,GHG,,,,,,,,,,
South Asia,N2O,global,GHG,,,,,,,,,,
South Asia,C2F6,global,GHG,,,,,,,,,,
South Asia,CF4,global,GHG,,,,,,,,,,
South Asia,HFC125,global,GHG,,,,,,,,,,
South Asia,HFC134a,global,GHG,,,,,,,,,,
South Asia,HFC245fa,global,GHG,,,,,,,,,,
South Asia,SF6,global,GHG,,,,,,,,,,
South Asia,CH4_AWB,global,GHG,,,,,,,,,,
South Asia,CH4_AGR,global,GHG,,,,,,,,,,
South Asia,N2O_AWB,global,GHG,,,,,,,,,,
South Asia,N2O_AGR,global,GHG,,,,,,,,,,
South Korea,CO2,global,GHG,,,,,,,,,,
South Korea,CH4,global,GHG,,,,,,,,,,
South Korea,N2O,global,GHG,,,,,,,,,,
South Korea,C2F6,global,GHG,,,,,,,,,,
South Korea,CF4,global,GHG,,,,,,,,,,
South Korea,HFC125,global,GHG,,,,,,,,,,
South Korea,HFC134a,global,GHG,,,,,,,,,,
South Korea,HFC245fa,global,GHG,,,,,,,,,,
South Korea,SF6,global,GHG,,,,,,,,,,
South Korea,CH4_AWB,global,GHG,,,,,,,,,,
South Korea,CH4_AGR,global,GHG,,,,,,,,,,
South Korea,N2O_AWB,global,GHG,,,,,,,,,,
South Korea,N2O_AGR,global,GHG,,,,,,,,,,
Southeast Asia,CO2,global,GHG,,,,,,,,,,
Southeast Asia,CH4,global,GHG,,,,,,,,,,
Southeast Asia,N2O,global,GHG,,,,,,,,,,
Southeast Asia,C2F6,global,GHG,,,,,,,,,,
Southeast Asia,CF4,global,GHG,,,,,,,,,,
Southeast Asia,HFC125,global,GHG,,,,,,,,,,
Southeast Asia,HFC134a,global,GHG,,,,,,,,,,
Southeast Asia,HFC245fa,global,GHG,,,,,,,,,,
Southeast Asia,SF6,global,GHG,,,,,,,,,,
Southeast Asia,CH4_AWB,global,GHG,,,,,,,,,,
Southeast Asia,CH4_AGR,global,GHG,,,,,,,,,,
Southeast Asia,N2O_AWB,global,GHG,,,,,,,,,,
Southeast Asia,N2O_AGR,global,GHG,,,,,,,,,,
Taiwan,CO2,global,GHG,,,,,,,,,,
Taiwan,CH4,global,GHG,,,,,,,,,,
Taiwan,N2O,global,GHG,,,,,,,,,,
Taiwan,C2F6,global,GHG,,,,,,,,,,
Taiwan,CF4,global,GHG,,,,,,,,,,
Taiwan,HFC125,global,GHG,,,,,,,,,,
Taiwan,HFC134a,global,GHG,,,,,,,,,,
Taiwan,HFC245fa,global,GHG,,,,,,,,,,
Taiwan,SF6,global,GHG,,,,,,,,,,
Taiwan,CH4_AWB,global,GHG,,,,,,,,,,
Taiwan,CH4_AGR,global,GHG,,,,,,,,,,
Taiwan,N2O_AWB,global,GHG,,,,,,,,,,
Taiwan,N2O_AGR,global,GHG,,,,,,,,,,
Argentina,CO2,global,GHG,,,,,,,,,,
Argentina,CH4,global,GHG,,,,,,,,,,
Argentina,N2O,global,GHG,,,,,,,,,,
Argentina,C2F6,global,GHG,,,,,,,,,,
Argentina,CF4,global,GHG,,,,,,,,,,
Argentina,HFC125,global,GHG,,,,,,,,,,
Argentina,HFC134a,global,GHG,,,,,,,,,,
Argentina,HFC245fa,global,GHG,,,,,,,,,,
Argentina,SF6,global,GHG,,,,,,,,,,
Argentina,CH4_AWB,global,GHG,,,,,,,,,,
Argentina,CH4_AGR,global,GHG,,,,,,,,,,
Argentina,N2O_AWB,global,GHG,,,,,,,,,,
Argentina,N2O_AGR,global,GHG,,,,,,,,,,
Colombia,CO2,global,GHG,,,,,,,,,,
Colombia,CH4,global,GHG,,,,,,,,,,
Colombia,N2O,global,GHG,,,,,,,,,,
Colombia,C2F6,global,GHG,,,,,,,,,,
Colombia,CF4,global,GHG,,,,,,,,,,
Colombia,HFC125,global,GHG,,,,,,,,,,
Colombia,HFC134a,global,GHG,,,,,,,,,,
Colombia,HFC245fa,global,GHG,,,,,,,,,,
Colombia,SF6,global,GHG,,,,,,,,,,
Colombia,CH4_AWB,global,GHG,,,,,,,,,,
Colombia,CH4_AGR,global,GHG,,,,,,,,,,
Colombia,N2O_AWB,global,GHG,,,,,,,,,,
Colombia,N2O_AGR,global,GHG,,,,,,,,,,
