# File: Andrew_cement_emissions.csv
# Title: Andrew historical cement production (2025)
# Units: kt CO2 cement emissions
# Description: Historical CO2 emissions from cement production 1880 - 2024 by country
# Source: 1. 0.GCP-CEM from https://zenodo.org/records/14931651 documented here https://essd.copernicus.org/articles/11/1675/2019/
# Column types: cccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
ISO,UN code,Name,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
GTM,320,GUATEMALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,10.9,10.9,10.9,14.54,14.54,14.54,14.54,18.17,21.81,29.07,29.07,29.07,29.07,39.98,39.98,47.25,58.15,58.15,54.51,61.78,58.15,76.32,90.86,116.3,98.13,109,87.22,109,109,112.7,130.8,152.6,152.6,192.6,219.6,239,247.3,272.9,266.8,240.2,234.7,205,189.8,237.4,287.4,581.2,348,376.5,714.7,609.5,589.6,468.9,500.3,477.9,449.9,525.6,612.8,650.2,792.4,798.3,788.1,777.8,844.3,908.8,923.7,951.1,935.3,556.3,1030,1043,1045,1064,1249,1309,1199,1227,1081,1031,1152,1206,1244,1244,1244
GIN,324,GUINEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNB,624,GUINEA BISSAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUY,328,GUYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.09,14.09
HTI,332,HAITI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.54,21.81,14.54,18.17,18.17,25.44,21.81,29.07,25.44,29.07,21.81,18.17,18.17,21.81,25.44,29.07,36.34,39.98,54.51,69.05,76.32,118.8,117.7,120.1,112,114.4,109.8,98.54,97.56,99.91,118.7,110.9,109.8,108.6,94.85,85.08,105.8,84.23,41.91,0,0,0,0,0,0,0,81.43,114.3,112.9,115.1,113.6,111.6,110.3,112.2,111.3,110.6,18.3,27.21,35.82,71.35,71.35,71.35,107,107,107,107,107,107,107,107
HND,340,HONDURAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.634,18.17,21.81,29.07,29.07,36.34,47.25,50.88,54.51,65.42,65.42,76.32,79.39,93.15,113.8,102.4,140.2,121.8,117.4,126.8,105.5,206,140.7,126.3,217.7,238.9,152.6,157.9,194.9,240.9,276.7,276.5,291.5,271.1,299,252.2,293.1,383.7,416,354.9,384.7,499.5,509.3,467.6,480,522,514.2,619.4,643.2,648,636.8,606.3,667.6,765.4,692.2,662,722.9,782.4,910,833.4,765.4,633.6,701.6,722.9,722.9,722.9
HKG,344,HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.51,54.51,,54.51,,,,,,18.17,25.44,29.07,32.71,36.34,32.71,32.78,50.88,58.04,58.15,50.8,76.32,69.05,72.78,90.86,105.4,109,105.4,120,123.6,105.4,185.3,185.3,210.8,254.5,203.4,218.1,283.5,283.6,373.6,496.9,589.1,602.7,691.1,696.2,650.6,767.4,816,802.1,962.5,946.4,918.1,884.1,737.5,682.5,667.9,695.2,781.7,775.1,820.4,778.3,621.5,559.5,0,0,0,0,0,0,394.3,384.9,544.7,429,557.7,581.4,631.7,676,725.1,736.5,702.2,602.9,625.8,610.6,584.6,492.5,610.6,610.6,610.6
HUN,348,HUNGARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.8,199.9,163.5,145.4,98.13,90.82,112.7,138.1,105.4,192.7,196.3,0,0,330.7,359.8,345.3,76.32,18.18,79.98,101.8,149,272.6,396.1,468.8,523.3,523.3,468.9,581.5,490.6,490.6,643.3,708.6,777.8,792.2,857.6,890.5,1116,1178,1287,1312,1385,1268,1370,1336,1456,1662,1670,1820,2075,2218,2279,2315,2211,2188,2054,1987,1934,1707,1687,1839,1785,1813,1751,1102,858.8,1022,1181,1186,1111,1174,1222,1224,1353,1357,1426,1412,1289,1199,1296,1328,1261,972.7,735.4,563.6,678.4,515.9,565.7,675.7,705.2,783.1,881.8,1023,928.8,1002,814.5,814.5,814.5
ISL,352,ICELAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.54,39.98,36.23,36.34,47.25,47.38,54.67,54.51,58.15,58.3,50.76,47.25,43.5,57.9,64.7,64.45,75.02,78.26,70.83,67,63.19,59.42,59.16,58.9,58.63,54.81,54.69,54.44,50.7,60.69,60.41,53.35,51.56,47.98,45.1,39.05,36.54,36.84,40.82,45.47,53.18,60.39,64.44,57.69,38.27,32.11,49.79,53.95,61.05,63.17,60.83,28.1,9.924,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,356,INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.8,292.6,292.6,300.1,303.8,318.8,390.1,453.9,498.9,581.4,0,0,0,1084,1133,1095,1058,1110,1005,750.2,806.4,1088,1354,1658,1834,1958,2281,2326,2554,2903,3154,3537,4002,4205,4381,4771,4944,5398,5570,5821,5872,6438,6495,7052,7363,6921,6501,7288,8279,8322,8421,7752,7545,8888,9676,10950,12590,14390,16010,16410,18230,20790,22350,24500,25160,26600,28540,31100,34080,37420,39030,44590,45960,46740,49110,50880,55540,59690,64910,68330,73240,81270,86030,91310,100200,107800,115800,117500,123300,121000,139000,143700,122900,149000,164300,177200,185000
IDN,360,INDONESIA,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.69,69.07,65.4,39.98,36.34,54.52,69.06,65.42,0,0,83.58,0,83.6,0,0,0,0,0,3.634,18.17,0,0,50.88,69.03,72.71,72.69,72.69,72.69,123.5,149,170.8,192.6,221.7,250.8,163.5,218.1,181.7,167.2,174.4,203.5,265.3,272.6,241.3,297.9,366.2,420.4,546.3,922.1,1366,1911,2446,3049,3627,3970,4356,4742,5425,5920,6444,6696,7750,7628,8976,9653,10630,12370,13120,14060,15770,12870,13860,16170,18190,17850,17480,18730,18270,18780,19290,20210,19120,19030,20830,23110,24480,25500,25270,28340,30080,31550,31740,29790,31120,28880,30230,29330
IRQ,368,IRAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.634,32.71,36.34,50.88,87.1,98.01,156.4,243.5,298,330.7,327.1,305.3,461.6,439.7,465.2,541.5,636.1,665.1,690.5,690.6,683.2,672.3,915.6,941.2,897.7,897.7,1178,1346,1560,2262,2503,2692,2737,2728,2723,3878,3870,3863,4817,5070,6021,4799,2391,952.9,949.5,946,993.4,751.2,795.2,932.1,2322,2775,2743,3088,848.8,1103,1307,1509,1905,2707,2913,3315,4127,4096,4831,3635,4039,5251,5654,9693,10910,11310,11710,13090,13090,13090
IRL,372,IRELAND,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.51,127.2,134.5,145.4,98.18,123.6,109,94.49,149,145.3,196.3,214.4,218,210.8,229,232.6,294.5,330.7,352.6,258,258,308.9,366.9,294.4,374.3,396.1,479.7,519.7,548.6,639.6,668.8,628.7,425.2,745,733.9,789.1,774.3,789.2,796.7,808,928.8,1066,967.8,1011,826.9,780.5,725.8,772,744.2,775.1,905.2,877.3,884,782,753,729,859,879,983,1145,1059,1166,1701,1851,1860,2127,2295,2357,2348,2374,2107,1327,1105,966.3,1177,1112,1461,1652,1794,1840,1916,1893,1770,2103,1957,1835,1835
IRN,364,ISLAMIC REPUBLIC OF IRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.71,25.44,25.44,18.17,18.17,10.9,21.8,21.81,32.71,29.07,32.71,32.71,25.44,32.74,32.59,65.42,109,156.2,203.5,287.1,392.5,367.1,367.1,367,367.1,388.9,690.6,690.5,959.5,1159,1272,1410,1668,1726,2235,2653,3016,3587,5931,3728,3880,4452,4972,5337,5746,6059,6142,6240,6070,6306,7261,7481,7485,7945,8274,8591,8775,9471,9989,10960,12030,13670,14070,14640,15760,16130,17250,19400,21610,24560,30100,32910,34820,36720,34970,31230,30620,29910,30270,35300,38810,37420,34650,38930,41130
ISR,376,ISRAEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.98,39.98,50.88,65.42,69.05,90.86,76.32,79.95,47.25,54.51,72.69,58.15,109,83.59,87.22,72.69,130.8,163.5,79.95,119.9,189,218.1,221.7,229,279.8,327.1,301.6,356.2,352.5,385.2,399.8,417.9,472.5,504.9,541.3,621.5,578,396.1,545,646.7,683.4,683.6,740,593.2,833,1000,898.3,867,865,818.8,770.3,847.3,885.4,816.2,803.8,771.2,769.9,816.4,833.8,803.5,986.9,1194,1302,1457,1506,1900,1673,1719,2189,2273,2152,1820,1821,1885,1946,2158,2265,2271,2171,1815,2023,2251,2252,2170,2292,2233,1983,1982,1775,1515,1591,1728,1838,1838,1838
ITA,380,ITALY (INCLUDING SAN MARINO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519,1730,1723,1519,1545,1756,2013,2086,1890,2155,2279,2526,2373,1381,1108,846.4,668,563.8,999.4,1363,1555,1995,2475,2758,3289,3871,4328,5270,5604,5906,6338,7120,7915,8911,9969,10920,11290,10230,11080,12980,14560,15490,16350,15630,16350,17630,17530,16430,17330,18110,18010,18400,19440,19220,18260,17910,17140,16540,16100,16580,16750,17300,15480,15330,16050,13740,13470,14960,13670,13910,14200,14930,15860,16390,16290,16940,17410,17400,17470,17910,16130,13340,13280,12580,10070,8877,8339,8196,7680,7711,7757,7912,7059,7919,7093,6859,6859
JAM,388,JAMAICA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.34,50.88,47.25,54.51,65.42,72.69,86.99,98.13,105.4,105.4,98.13,98.13,138,152.5,174.3,167.2,203.5,203.3,218.2,210.9,207.4,200.2,200.3,200.5,182.3,164.2,146.1,113.2,73.11,80.47,106.1,139.2,131.9,121,121.1,154.2,183.6,216.8,221.1,192.2,237.8,225.9,223.1,262.6,271.2,237.6,262.9,241.3,274.6,266,276.7,312.5,315,281.9,314.2,270.2,300.6,385.9,327.3,326.7,339.3,362,413.4,418.2,395.8,359.6,318.8,334.3,380.4,402.2,393.2,395.4,395.4
JPN,392,JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897,2112,1853,1788,1843,2366,2304,2904,3082,2984,2729,2508,2101,2882,2151,1861,1465,577.9,457.9,610.6,919.5,1621,2206,3238,3518,4332,5277,5222,6436,7501,7407,8533,11140,12180,14230,14800,16300,16160,18910,21240,23560,25400,28270,29270,32530,38190,35610,33090,35640,37540,44230,46050,45580,43800,41470,41620,40470,36920,34980,32850,35080,36300,38700,40350,41670,41220,42300,42140,42560,39930,35360,35010,35090,34370,32420,31940,31280,32280,31990,30660,28550,25310,24320,24980,25620,26810,26560,25940,25970,26430,26180,25330,24490,24400,22480,20710,21430
JOR,400,JORDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,32.71,43.61,39.98,54.51,54.51,54.51,79.95,109,116.3,141.7,152.6,149,185.3,159.9,236.2,236.2,185.3,207.2,327.1,305.3,294.4,283.5,264.8,278.8,278.2,306.5,446.3,470.6,387.2,619,964.2,980.1,867.9,1093,882.2,926.4,873.5,651.8,1493,1668,1892,1653,1649,1521,1235,1248,1221,1451,1608,1569,1724,1763,1711,1801,1836,1613,1628,1162,1663,1691,1777,1818,1830,1890,1995,1401,1341,1502,1733,1733,1733
KAZ,398,KAZAKHSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.67,72.58,93.89,100.5,105.9,83.09,108.4,137.7,180.3,168.2,175.6,175.7,179.1,179.3,,,,55.99,105.7,149.6,206,250,328.7,388.4,442.4,501.4,597.4,708.2,784,912.6,1053,1228,1443,1615,1822,1942,2070,2310,2556,2712,2804,2881,3060,3115,3124,3159,3194,3248,3126,3016,2835,2576,2447,2335,2121,2042,1916,1767,1660,1519,1372,1211,1015,804.1,699.2,352.9,168.7,97.93,15.84,46.94,10.26,7.472,1.999,158.2,26.94,0.526,345.9,355.2,475.6,596.9,984.2,932.7,1025,1066,2321,3031,3238,3457,3525,3819,3893,3802,4450,3841,4458,4458,4458
KEN,404,KENYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10.9,14.54,18.17,36.34,65.42,90.86,101.8,109,156.5,174.2,163.3,171.1,170.8,207.2,239.5,240.2,236.2,268.6,316.6,392.5,391.8,394.8,390.9,418.8,439.7,482.1,560.3,548.3,415,617.9,631.5,630.4,618.2,560.8,407.5,629.7,635.2,595.8,580.7,721.5,679.1,719.5,676,693.3,747.5,866.9,718.9,680.7,574.7,547.1,517.9,586.7,791.5,894.2,957.2,1085,1179,1276,1497,1543,1123,1162,1347,1753,1528,1659,1727,1390,1535,1963,3182,3604,3540,3259
KIR,296,KIRIBATI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KSV,412,KOSOVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.2,162.5,160.8,166.1,206.3,172.9,143.7,142.1,178.9,179.7,193.1,185.8,216,254.8,229.3,211.5,181.7,190.8,231.5,231.5,231.5
KWT,414,KUWAIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.7,141.7,163.3,162.9,307.1,508.4,640.6,757.9,756.3,547.4,574.9,577.4,490.8,489.9,428.7,533.9,431.9,46.86,254,237.4,473,918.9,939,935.6,626.8,666.3,549.1,421.1,715.8,832,1162,934.8,948.8,931.2,1091,832.2,828.8,928.6,983,1208,1131,1252,1616,1373,1373,1575,1373,1414,1466,1466,1466
KGZ,417,KYRGYZSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.12,12.51,16.19,17.33,18.27,14.33,18.69,23.73,31.09,29,30.28,30.29,30.88,30.92,,,,9.653,18.23,25.8,35.52,43.1,56.68,66.96,76.28,86.46,103,122.1,135.2,157.3,181.6,211.7,248.8,278.4,314.2,334.8,356.8,398.3,440.7,467.6,483.4,496.7,527.5,552.8,571.6,596.8,624,657.7,657.5,660.2,647.7,616,614.5,617.9,594.1,608.5,610.7,606.2,617.9,619.5,620,615.3,591.5,563.1,467.4,286.5,179.6,135.8,232.9,280.9,302.4,165,193.1,200.3,227.3,319.2,370.8,415.1,485.2,509.7,435.3,213,354,479,582.3,735,816.2,683.4,604.6,684.4,916,923.6,888.9,1182,1265,1265,1265
LAO,418,LAO PEOPLE S DEMOCRATIC REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.846,2.843,4.056,4.052,31.57,33.96,32.31,32.27,37.07,36.91,95.88,99.44,99.01,98.58,156.2,153.9,152.8,381.7,458,491.7,565.7,824.3,839.9,1183,1300,1503,1832,1987,2351,5500,4885,4885,4885
LVA,428,LATVIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.642,4.505,5.828,6.238,6.576,5.157,6.727,8.544,11.19,10.44,10.9,10.9,11.12,11.13,,,,3.475,6.562,9.287,12.79,15.52,20.41,24.11,27.46,31.12,37.08,43.96,48.66,56.64,65.38,76.23,89.58,100.2,113.1,120.5,128.5,143.4,158.7,168.3,174,178.8,189.9,204,216.3,231.5,248.1,267.9,274.5,282.4,283.8,276.6,282.7,291.1,286.7,300.8,309.2,314.4,328.2,337.1,345.5,351.2,345.8,319.7,141.9,15.81,76.6,94.32,105.8,107.7,104.7,138.7,88.37,109.9,117.5,128.8,136.9,134.4,169.2,171.5,167.7,178.1,430.6,557,575.1,540.5,558.6,470.3,346.3,437.1,550.9,561.5,550.8,538.6,540.1,540.1,540.1
LBN,422,LEBANON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.634,10.9,14.54,,50.88,58.15,61.78,61.78,58.15,21.81,21.81,348.9,36.34,65.42,72.69,72.69,83.59,101.8,116.3,130.5,148.6,141.7,149,167.2,225.3,239.9,276.2,250.8,367.1,422.2,432.5,425.2,443.4,436.1,479.7,541.5,501.5,447.5,617.8,660.8,713.3,768.7,728,730.8,662.8,651.5,494.1,476.2,692.2,456,689,457.9,376.3,290.2,213.4,176.1,159.2,142.2,125.3,107.8,90.99,123.6,191,155,475,782.5,845.7,1334,1334,1631,1688,1676,2305,2615,2749,2012,2263,2322,2542,2571,2578,2389,2539,2613,2395,2292,2242,2047,1395,852.6,788.1,924.9,924.9,924.9
LSO,426,LESOTHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBR,430,LIBERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.44,36.34,43.61,43.61,43.61,43.61,43.61,43.61,50.31,49.73,63.2,65.93,48.01,40.66,36.82,39.67,35.91,41.91,41.37,43.98,43.41,36.71,20.12,0.8198,3.274,3.269,1.224,2.037,6.102,2.843,4.055,6.074,28.71,25.37,21.66,9.987,48.17,57,60.85,60.87,36.16,27.34,27.76,30.98,46.65,75.51,114.3,115.5,93.39,110.4,128.6,132.9,161.2,207.3,183.7,183.7,183.7
LBY,434,LIBYAN ARAB JAMAHIRIYAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.71,47.25,36.34,29.07,39.99,239.9,305.3,733.2,1208,1527,1509,1491,1474,1817,2245,2658,2863,897.5,1153,1147,1132,1108,971.1,941.3,939.9,1551,1308,1444,1025,1217,1215,1213,1208,1324,1398,1432,1435,2081,2016,2119,2503,2699,1339,764.7,778.5,2712,1937,1589,1744,1744,1395,1162,1162,1162,1162,1162
LIE,438,LIECHTENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTU,440,LITHUANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.76,17.01,22.01,23.56,24.84,19.48,25.41,32.27,42.28,39.43,41.18,41.19,41.99,42.04,,,,13.13,24.78,35.08,48.3,58.6,77.07,91.06,103.7,117.6,140.1,166,183.8,213.9,246.9,287.9,338.4,378.5,427.2,455.3,485.2,541.6,599.3,635.8,657.3,675.4,717.3,784.3,845.5,919.5,1001,1097,1140,1189,1210,1194,1235,1287,1282,1359,1412,1450,1528,1584,1638,1680,1668,1550,755,363.9,381.6,308,317.5,366.1,411.7,345.8,292.5,283.4,290.5,292.5,351,383.3,515.3,524.1,453.8,284,289,319.8,395.2,460.8,400.8,518.3,452.4,450.4,511.3,578.1,556.7,633.5,682.2,497.7,497.7
LUX,442,LUXEMBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.44,36.34,43.61,50.88,58.15,65.42,65.42,54.54,72.69,76.32,76.35,79.95,94.52,98.13,94.49,105.4,112.7,112.7,101.8,101.7,109,105.4,90.86,94.46,101.8,119.9,135.5,163.6,197.1,207.7,201.4,181,181.8,196.3,206.6,217.1,238,244.2,255.6,250.9,223.4,302.9,403.5,459.9,488.4,539.4,515,520.4,432.3,487.2,434.2,428.2,442.1,443.9,465.5,491.6,428.6,443.3,389.2,427.5,419.6,415.4,410.3,382.4,357.9,370.7,389.2,381.1,371.6,359.8,329.5,351.4,370.7,369.5,394.8,399.1,350.6,368.9,368.9,368.9
MAC,446,MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MKD,807,MACEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,450,MADAGASCAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.634,7.269,3.634,,,,,,,,,,0,,3.634,3.634,3.634,3.634,3.634,0,0,0,0,0,0,0,0,0,0,7.269,21.81,21.97,18.17,25.44,29.07,32.71,36.34,36.34,36.21,32.71,36.22,29.07,29.07,36.07,24.87,31.6,34.7,27.49,16.94,16.8,16.62,16.32,16.12,15.91,21.93,21.64,24.57,24.63,24.59,24.56,24.52,16.32,16.3,17.9,14.62,17.84,18.63,20.62,20.94,12.03,79.9,67.64,59.44,58.89,104.5,61.54,53.92,61.7,76.49,87.94,89.53,58.12,58.12,58.12,77.5,50.37,46.5,58.12,58.12,58.12,58.12,58.12
MWI,454,MALAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.353,6.951,10.19,13.04,15.93,19.87,22.77,26.41,29.2,22.89,22.74,15.98,14.32,13.61,14.54,14.54,21.81,21.81,28.8,36.7,32.71,32.68,36.52,43.22,43.46,50.66,43.38,46.95,50.8,50.19,43.23,39.35,25.17,35.93,35.9,28.5,35.83,35.8,32.19,35.74,48.07,58.22,54.29,61.5,59.03,60.37,58.49,46.19,37.05,46.88,55.23,55.48,53.82,79.44,36.97,9.927,4.944,21.79,2.097,9.69,15.86,11.59,25.82,72.33,124.8,71.62,69.77,97.5,107.2,112.3,244.9,235.7,240.3,240.3,240.3
