,,,,,8.8,$75/GJ = ,7,$90 c/kw-hr,,,,
,,,,,6.3,$75/GJ = ,5,$90 c/kw-hr,,,,
,,,,,5.7,$75/GJ = ,4.5,$90 c/kw-hr,,,,
,,,,,5.1,$75/GJ = ,4,$90 c/kw-hr,,,,
,,,,,3.8,$75/GJ = ,3,$90 c/kw-hr,,,,
"""HUILM"" ",,,,,2.525252525,$75/GJ = ,2,$90 c/kw-hr,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,5.544,cents(1990)/kw-hr,,,2065 Cost,7,,,
471,,,Final cost:,4.5144,cents(1990)/kw-hr,,,2095 Cost,5.7,,,
,,"HUILM(I,L,M)",,,,,,,,,,
FuelNum,1975,1990,2005,2020,2035,2050,2065,2080,2095,REGION,REG#,FuelName
5,201.7,92.4,51.7,29.0,16.2,9.1,7,6.1,5.7,USA,1,Solar PV
5,201.7,92.4,51.7,29.0,16.2,9.1,7,6.1,5.7,CANADA,2,Solar PV
5,201.7,92.4,51.7,29.0,16.2,9.1,7,6.1,5.7,WEUR,3,Solar PV
5,201.7,92.4,51.7,29.0,16.2,9.1,7,6.1,5.7,JAPAN,4,Solar PV
5,201.7,92.4,51.7,29.0,16.2,9.1,7,6.1,5.7,AUS&NZ,5,Solar PV
5,201.7,92.4,51.7,29.0,16.2,9.1,7,6.1,5.7,FSU,6,Solar PV
5,201.7,92.4,51.7,29.0,16.2,9.1,7,6.1,5.7,ACENP,7,Solar PV
5,201.7,92.4,51.7,29.0,16.2,9.1,7,6.1,5.7,MIDEAST,8,Solar PV
5,201.7,92.4,51.7,29.0,16.2,9.1,7,6.1,5.7,AFR,9,Solar PV
5,201.7,92.4,51.7,29.0,16.2,9.1,7,6.1,5.7,LA,10,Solar PV
5,201.7,92.4,51.7,29.0,16.2,9.1,7,6.1,5.7,S&E ASIA,11,Solar PV
5,201.7,92.4,51.7,29.0,16.2,9.1,7,6.1,5.7,EEUR,12,Solar PV
5,201.7,92.4,51.7,29.0,16.2,9.1,7,6.1,5.7,Korea,13,Solar PV
5,201.7,92.4,51.7,29.0,16.2,9.1,7,6.1,5.7,India,14,Solar PV

(in 1990 c/kw-hr),,73.2,41,22.9,12.8,7.2,5.5,4.8,4.5,,,

EoF,,,,,,,,,,,,
