,,,,,8.8,$75/GJ = ,7,$90 c/kw-hr,,,,
,,,,,6.3,$75/GJ = ,5,$90 c/kw-hr,,,,
,,,,,5.7,$75/GJ = ,4.5,$90 c/kw-hr,2065 Cost,8.0,6.3,cents(1990)/kw-hr
,,,,,5.1,$75/GJ = ,4,$90 c/kw-hr,2095 Cost,7.0,5.5,cents(1990)/kw-hr
,,,,,3.8,$75/GJ = ,3,$90 c/kw-hr,,,,
"""HUILM"" ",,,,,2.5,$75/GJ = ,2,$90 c/kw-hr,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,"Solar costs, with constant improvement rate to 2035 and declining thereafter",,,,,,,,,,
471,,,,,,,,,,,,
,,"HUILM(I,L,M)",,,,,,,,,,
FuelNum,1975,1990,2005,2020,2035,2050,2065,2080,2095,REGION,REG#,FuelName
5,201.7,92.4,53.3,30.8,17.7,10.2,8.0,7.3,7.0,USA,1,Solar PV
5,201.7,92.4,53.3,30.8,17.7,10.2,8.0,7.3,7.0,CANADA,2,Solar PV
5,201.7,92.4,53.3,30.8,17.7,10.2,8.0,7.3,7.0,WEUR,3,Solar PV
5,201.7,92.4,53.3,30.8,17.7,10.2,8.0,7.3,7.0,JAPAN,4,Solar PV
5,201.7,92.4,53.3,30.8,17.7,10.2,8.0,7.3,7.0,AUS&NZ,5,Solar PV
5,201.7,92.4,53.3,30.8,17.7,10.2,8.0,7.3,7.0,FSU,6,Solar PV
5,201.7,92.4,53.3,30.8,17.7,10.2,8.0,7.3,7.0,ACENP,7,Solar PV
5,201.7,92.4,53.3,30.8,17.7,10.2,8.0,7.3,7.0,MIDEAST,8,Solar PV
5,201.7,92.4,53.3,30.8,17.7,10.2,8.0,7.3,7.0,AFR,9,Solar PV
5,201.7,92.4,53.3,30.8,17.7,10.2,8.0,7.3,7.0,LA,10,Solar PV
5,201.7,92.4,53.3,30.8,17.7,10.2,8.0,7.3,7.0,S&E ASIA,11,Solar PV
5,201.7,92.4,53.3,30.8,17.7,10.2,8.0,7.3,7.0,EEUR,12,Solar PV
5,201.7,92.4,53.3,30.8,17.7,10.2,8.0,7.3,7.0,Korea,13,Solar PV
5,201.7,92.4,53.3,30.8,17.7,10.2,8.0,7.3,7.0,India,14,Solar PV

(in 1990 c/kw-hr),,73.2,42.2,24.4,14.1,8.1,6.3,5.8,5.5,,,
,,,,,,,,,,,,
EoF,,,,,,,,,,,,
,,Increment,31.0,17.9,10.3,5.9,1.8,0.6,0.2,,,
,,,,3.7%,3.7%,3.7%,1.7%,0.6%,0.3%,,,
