,,,,,8.8,$75/GJ = ,7,$90 c/kw-hr,,,,
,,,,,6.3,$75/GJ = ,5,$90 c/kw-hr,,,,
,,,,,5.7,$75/GJ = ,4.5,$90 c/kw-hr,2065 Cost,8.5,6.7,cents(1990)/kw-hr
,,,,,5.1,$75/GJ = ,4,$90 c/kw-hr,2095 Cost,7.6,6.0,cents(1990)/kw-hr
,,,,,3.8,$75/GJ = ,3,$90 c/kw-hr,,,,
"""HUILM"" ",,,,,2.5,$75/GJ = ,2,$90 c/kw-hr,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,"Solar costs, with constant improvement rate to 2035 and declining thereafter",,,,,,,,,,
471,,,,,,,,,,,,
,,"HUILM(I,L,M)",,,,,,,,,,
FuelNum,1975,1990,2005,2020,2035,2050,2065,2080,2095,REGION,REG#,FuelName
5,201.7,92.4,54.0,31.6,18.5,10.8,8.5,7.9,7.6,USA,1,Solar PV
5,201.7,92.4,54.0,31.6,18.5,10.8,8.5,7.9,7.6,CANADA,2,Solar PV
5,201.7,92.4,54.0,31.6,18.5,10.8,8.5,7.9,7.6,WEUR,3,Solar PV
5,201.7,92.4,54.0,31.6,18.5,10.8,8.5,7.9,7.6,JAPAN,4,Solar PV
5,201.7,92.4,54.0,31.6,18.5,10.8,8.5,7.9,7.6,AUS&NZ,5,Solar PV
5,201.7,92.4,54.0,31.6,18.5,10.8,8.5,7.9,7.6,FSU,6,Solar PV
5,201.7,92.4,54.0,31.6,18.5,10.8,8.5,7.9,7.6,ACENP,7,Solar PV
5,201.7,92.4,54.0,31.6,18.5,10.8,8.5,7.9,7.6,MIDEAST,8,Solar PV
5,201.7,92.4,54.0,31.6,18.5,10.8,8.5,7.9,7.6,AFR,9,Solar PV
5,201.7,92.4,54.0,31.6,18.5,10.8,8.5,7.9,7.6,LA,10,Solar PV
5,201.7,92.4,54.0,31.6,18.5,10.8,8.5,7.9,7.6,S&E ASIA,11,Solar PV
5,201.7,92.4,54.0,31.6,18.5,10.8,8.5,7.9,7.6,EEUR,12,Solar PV
5,201.7,92.4,54.0,31.6,18.5,10.8,8.5,7.9,7.6,Korea,13,Solar PV
5,201.7,92.4,54.0,31.6,18.5,10.8,8.5,7.9,7.6,India,14,Solar PV

(in 1990 c/kw-hr),,73.2,42.8,25.0,14.6,8.6,6.7,6.3,6.0,,,
,,,,,,,,,,,,
EoF,,,,,,,,,,,,
,,Increment,30.4,17.8,10.4,6.1,1.8,0.5,0.2,,,
,,,,3.6%,3.6%,3.6%,1.6%,0.5%,0.3%,,,
