# File: Census_ind_VoS_state.csv,,,,,,
# Title: Census,,,,,,
# Units: thousUSD_NA and thousUSD,,,,,,
# Source: placeholder,,,,,,
state_name,state,NAICS_code,industry,year,VoS_thousUSD_NA,VoS_thousUSD
Alabama,AL,31,Manufacturing,2008,116400000.0,116400000.0
Alabama,AL,311,Food mfg,2008,9661432.0,9661432.0
Alabama,AL,3111,Animal food mfg,2008,1744928.0,1744928.0
Alabama,AL,3116,Animal  slaughtering and processing,2008,4198062.0,4198062.0
Alabama,AL,3118,Bakeries and tortilla mfg,2008,461753.0,461753.0
Alabama,AL,3119,Other food mfg,2008,1020629.0,1020629.0
Alabama,AL,312,Beverage and tobacco product mfg,2008,1073702.0,1073702.0
Alabama,AL,3121,Beverage mfg,2008,NA,0.0
Alabama,AL,313,Textile mills,2008,1201568.0,1201568.0
Alabama,AL,3131,"Fiber, yarn, and thread mills",2008,746466.0,746466.0
Alabama,AL,3132,Fabric mills,2008,NA,0.0
Alabama,AL,314,Textile product mills,2008,1156667.0,1156667.0
Alabama,AL,3141,Textile furnishings mills,2008,747664.0,747664.0
Alabama,AL,3149,Other textile product mills,2008,409003.0,409003.0
Alabama,AL,315,Apparel mfg,2008,561695.0,561695.0
Alabama,AL,3151,Apparel knitting mills,2008,385143.0,385143.0
Alabama,AL,321,Wood product mfg,2008,3682060.0,3682060.0
Alabama,AL,3211,Sawmills and wood preservation,2008,1379999.0,1379999.0
Alabama,AL,3212,"Veneer, plywood, and engineered wood product mfg",2008,631510.0,631510.0
Alabama,AL,3219,Other wood product mfg,2008,1670551.0,1670551.0
Alabama,AL,322,Paper mfg,2008,8526893.0,8526893.0
Alabama,AL,3221,"Pulp, paper, and paperboard mills",2008,7357513.0,7357513.0
Alabama,AL,3222,Converted paper product mfg,2008,1169380.0,1169380.0
Alabama,AL,323,Printing and related support activities,2008,672875.0,672875.0
Alabama,AL,3231,Printing and related support activities,2008,672875.0,672875.0
Alabama,AL,324,Petroleum and coal products mfg,2008,6879382.0,6879382.0
Alabama,AL,3241,Petroleum and coal products mfg,2008,6879382.0,6879382.0
Alabama,AL,325,Chemical mfg,2008,11455732.0,11455732.0
Alabama,AL,3251,Basic chemical mfg,2008,6858428.0,6858428.0
Alabama,AL,3252,"Resin, syn rubber, and artificial syn fibers and filaments mfg",2008,2387700.0,2387700.0
Alabama,AL,3255,"Paint, coating, and adhesive mfg",2008,576832.0,576832.0
Alabama,AL,326,Plastics and rubber products mfg,2008,4127724.0,4127724.0
Alabama,AL,3261,Plastics product mfg,2008,2691075.0,2691075.0
Alabama,AL,3262,Rubber product mfg,2008,1436649.0,1436649.0
Alabama,AL,327,Nonmetallic mineral product mfg,2008,2697306.0,2697306.0
Alabama,AL,3272,Glass and glass product mfg,2008,257482.0,257482.0
Alabama,AL,3273,Cement and concrete product mfg,2008,1406408.0,1406408.0
Alabama,AL,3279,Other nonmetallic mineral product mfg,2008,505653.0,505653.0
Alabama,AL,331,Primary metal mfg,2008,15518820.0,15518820.0
Alabama,AL,3311,Iron and steel mills and ferroalloy mfg,2008,9178883.0,9178883.0
Alabama,AL,3313,Alumina and aluminum production and processing,2008,1544156.0,1544156.0
Alabama,AL,3314,Nonferrous metal (except aluminum) production and processing,2008,2067725.0,2067725.0
Alabama,AL,3315,Foundries,2008,1879020.0,1879020.0
Alabama,AL,332,Fabricated metal product mfg,2008,6561386.0,6561386.0
Alabama,AL,3321,Forging and stamping,2008,340634.0,340634.0
Alabama,AL,3323,Architectural and structural metals mfg,2008,2756656.0,2756656.0
Alabama,AL,3324,"Boiler, tank, and shipping container mfg",2008,549939.0,549939.0
Alabama,AL,3327,"Machine shops, turned product, and screw, nut, and bolt mfg",2008,1114159.0,1114159.0
Alabama,AL,3328,"Coating, engraving, heat treating, and allied activities",2008,238436.0,238436.0
Alabama,AL,3329,Other fabricated metal product mfg,2008,1246899.0,1246899.0
Alabama,AL,333,Machinery mfg,2008,3905124.0,3905124.0
Alabama,AL,3334,"Ventilation, heating, AC, and commercial refrigeration equip mfg",2008,608868.0,608868.0
Alabama,AL,3335,Metalworking machinery mfg,2008,196485.0,196485.0
Alabama,AL,3336,"Engine, turbine, and power transmission equipment mfg",2008,1214403.0,1214403.0
Alabama,AL,3339,Other general purpose machinery mfg,2008,1010919.0,1010919.0
Alabama,AL,334,Computer and electronic product mfg,2008,4109398.0,4109398.0
Alabama,AL,3341,Computer and peripheral equipment mfg,2008,744707.0,744707.0
Alabama,AL,3342,Communications equipment mfg,2008,873080.0,873080.0
Alabama,AL,3344,Semiconductor and other electronic component mfg,2008,1268643.0,1268643.0
Alabama,AL,3345,"Navigational, measuring, medical, and control instruments mfg",2008,693435.0,693435.0
Alabama,AL,3346,Mfg and reproducing magnetic and optical media,2008,513373.0,513373.0
Alabama,AL,335,"Electrical equipment, appliance, and component mfg",2008,2148133.0,2148133.0
Alabama,AL,3352,Household appliance mfg,2008,NA,0.0
Alabama,AL,3353,Electrical equipment mfg,2008,348118.0,348118.0
Alabama,AL,3359,Other electrical equipment and component mfg,2008,901936.0,901936.0
Alabama,AL,336,Transportation equipment mfg,2008,29357463.0,29357463.0
Alabama,AL,3361,Motor vehicle mfg,2008,16727384.0,16727384.0
Alabama,AL,3362,Motor vehicle body and trailer mfg,2008,1032218.0,1032218.0
Alabama,AL,3363,Motor vehicle parts mfg,2008,8349351.0,8349351.0
Alabama,AL,3364,Aerospace product and parts mfg,2008,1554078.0,1554078.0
Alabama,AL,3366,Ship and boat building,2008,845714.0,845714.0
Alabama,AL,3369,Other transportation equipment mfg,2008,796222.0,796222.0
Alabama,AL,337,Furniture and related product mfg,2008,1985898.0,1985898.0
Alabama,AL,3371,Household and institutional furniture and kitchen cabinet mfg,2008,1236414.0,1236414.0
Alabama,AL,3372,Office furniture (including fixtures) mfg,2008,675177.0,675177.0
Alabama,AL,339,Miscellaneous mfg,2008,1118027.0,1118027.0
Alabama,AL,3391,Medical equipment and supplies mfg,2008,379895.0,379895.0
Alabama,AL,3399,Other miscellaneous mfg,2008,738132.0,738132.0
Alaska,AK,31,Manufacturing,2008,9070714.0,9070714.0
Alaska,AK,311,Food mfg,2008,2186305.0,2186305.0
Alaska,AK,3117,Seafood product preparation and packaging,2008,2128847.0,2128847.0
Arizona,AZ,31,Manufacturing,2008,56273714.0,56273714.0
Arizona,AZ,311,Food mfg,2008,5172923.0,5172923.0
Arizona,AZ,3115,Dairy product mfg,2008,2441489.0,2441489.0
Arizona,AZ,3116,Animal  slaughtering and processing,2008,521411.0,521411.0
Arizona,AZ,3118,Bakeries and tortilla mfg,2008,558529.0,558529.0
Arizona,AZ,3119,Other food mfg,2008,755372.0,755372.0
Arizona,AZ,312,Beverage and tobacco product mfg,2008,1620271.0,1620271.0
Arizona,AZ,3121,Beverage mfg,2008,1620271.0,1620271.0
Arizona,AZ,321,Wood product mfg,2008,866305.0,866305.0
Arizona,AZ,3219,Other wood product mfg,2008,681200.0,681200.0
Arizona,AZ,322,Paper mfg,2008,971766.0,971766.0
Arizona,AZ,3222,Converted paper product mfg,2008,687461.0,687461.0
