state_name,state,NAICS_code,industry,year,VoS_thousUSD_NA,VoS_thousUSD
Alabama,AL,31,Manufacturing,2008,116401285,116401285
Alabama,AL,311,Food mfg,2008,9661432,9661432
Alabama,AL,3111,Animal food mfg,2008,1744928,1744928
Alabama,AL,3116,Animal  slaughtering and processing,2008,4198062,4198062
Alabama,AL,3118,Bakeries and tortilla mfg,2008,461753,461753
Alabama,AL,3119,Other food mfg,2008,1020629,1020629
Alabama,AL,312,Beverage and tobacco product mfg,2008,1073702,1073702
Alabama,AL,3121,Beverage mfg,2008,NA,0
Alabama,AL,313,Textile mills,2008,1201568,1201568
Alabama,AL,3131,"Fiber, yarn, and thread mills",2008,746466,746466
Alabama,AL,3132,Fabric mills,2008,NA,0
Alabama,AL,314,Textile product mills,2008,1156667,1156667
Alabama,AL,3141,Textile furnishings mills,2008,747664,747664
Alabama,AL,3149,Other textile product mills,2008,409003,409003
Alabama,AL,315,Apparel mfg,2008,561695,561695
Alabama,AL,3151,Apparel knitting mills,2008,385143,385143
Alabama,AL,321,Wood product mfg,2008,3682060,3682060
Alabama,AL,3211,Sawmills and wood preservation,2008,1379999,1379999
Alabama,AL,3212,"Veneer, plywood, and engineered wood product mfg",2008,631510,631510
Alabama,AL,3219,Other wood product mfg,2008,1670551,1670551
Alabama,AL,322,Paper mfg,2008,8526893,8526893
Alabama,AL,3221,"Pulp, paper, and paperboard mills",2008,7357513,7357513
Alabama,AL,3222,Converted paper product mfg,2008,1169380,1169380
Alabama,AL,323,Printing and related support activities,2008,672875,672875
Alabama,AL,3231,Printing and related support activities,2008,672875,672875
Alabama,AL,324,Petroleum and coal products mfg,2008,6879382,6879382
Alabama,AL,3241,Petroleum and coal products mfg,2008,6879382,6879382
Alabama,AL,325,Chemical mfg,2008,11455732,11455732
Alabama,AL,3251,Basic chemical mfg,2008,6858428,6858428
Alabama,AL,3252,"Resin, syn rubber, and artificial syn fibers and filaments mfg",2008,2387700,2387700
Alabama,AL,3255,"Paint, coating, and adhesive mfg",2008,576832,576832
Alabama,AL,326,Plastics and rubber products mfg,2008,4127724,4127724
Alabama,AL,3261,Plastics product mfg,2008,2691075,2691075
